id,cle_stable,categorie,offset_ou_pointeur,ligne_script,layout,intervenant,texte_francais,texte_chinois_source,traduction_anglaise_rom_anglaise,confiance_alignement,historique_traduction,naturalise,corrige_d_apres_le_chinois,votre_verdict,votre_commentaire
D0769,MAIN:0x03CE69,Dialogue en jeu,0x03CE69,2901,dialogue_19_19,,Ce n'est rien...,捉鸟人:没事...,Not ready yet.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0770,MAIN:0x03CE78,Dialogue en jeu,0x03CE78,2902,dialogue_19_19,,T'es trop mignon !,大姐姐:好可爱的样子哦,"Sure, I'll fight!",high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0771,MAIN:0x03D088,Dialogue en jeu,0x03D088,2908,dialogue_19_19,ORNITHOLOGUE,"ORNITHOLOGUE :
Des Pokémon rares
vivent ici...",捉鸟人:那里有很多珍贵的精灵...,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0772,MAIN:0x03D0A7,Dialogue en jeu,0x03D0A7,2913,dialogue_19_19,,Ne pars pas ! Reste discuter avec moi !,"大姐姐:不要走吧,陪姐姐我说说话嘛","Win,lose,it doesn'tmatter.",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0773,MAIN:0x03D0C2,Dialogue en jeu,0x03D0C2,2914,dialogue_19_19,,Je vais t'apprendre les bonnes manières !,暴走族:老子要教训你,"C'mon, Let's go!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0774,MAIN:0x03D0D3,Dialogue en jeu,0x03D0D3,2915,dialogue_19_19,,J'adore les gens forts !,暴走族:我最喜欢有实力的人!,Arrg! Get lost!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0775,MAIN:0x03D0E3,Dialogue en jeu,0x03D0E3,2916,dialogue_19_19,,J'ai un Pokémon rare.,捉鸟人:我有只珍贵的精灵,Can your Pok@mon fly?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0776,MAIN:0x03D0FB,Dialogue en jeu,0x03D0FB,2917,dialogue_19_19,,"Alors ? Pas mal, hein ?",捉鸟人:怎么样?不错吧...,Best way to travel!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0777,MAIN:0x03D10F,Dialogue en jeu,0x03D10F,2918,dialogue_19_19,,"Enchantée !
À nous deux !",女孩:请多关照,Do you use TMs?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0778,MAIN:0x03D11F,Dialogue en jeu,0x03D11F,5486,dialogue_19_19,,Je m'incline !,女孩:输的心服口服,"Aww,bummer!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0779,MAIN:0x03D12B,Dialogue en jeu,0x03D12B,2927,dialogue_19_19,,Aïe ! Tu m'as touchée !,"女孩:糟了,你碰了我一下!",I use TMs I bought!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0780,MAIN:0x03D13F,Dialogue en jeu,0x03D13F,2929,dialogue_19_19,,Et si je tombais enceinte ?,女孩:要是怀孕了怎么办...,HMs are harder to get.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0781,MAIN:0x03D157,Dialogue en jeu,0x03D157,2930,dialogue_19_19,,Ta tête m'agace !,暴走族:偶看你不惯!,I need to burn time,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0782,MAIN:0x03D16B,Dialogue en jeu,0x03D16B,6646,dialogue_19_19,ORNITHOLOGUE,"ORNITHOLOGUE : Avec mes attaques en rafale, tu n'as aucune chance !",捉鸟人:拥有连续攻击能力的我你没有胜算,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0783,MAIN:0x03D191,Dialogue en jeu,0x03D191,6651,dialogue_19_19,ORNITHOLOGUE,ORNITHOLOGUE : J'ai encore parlé trop vite...,捉鸟人:又说大话了,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0784,MAIN:0x03D1A4,Dialogue en jeu,0x03D1A4,2935,dialogue_19_19,,Je m'y suis fait. Ça va.,"暴走族:现在看惯了,没事",What? You!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0785,MAIN:0x03D1AF,Dialogue en jeu,0x03D1AF,2936,dialogue_19_19,,T'as vraiment pas l'air honnête !,暴走族:看你的样子一定不像好人!!,Pok@mon fight? Cool,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0786,MAIN:0x03D1C3,Dialogue en jeu,0x03D1C3,2937,dialogue_19_19,,"Tu es loyal, non ?",暴走族:你应该很讲义气吧!,Blown away!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0787,MAIN:0x03D1CF,Dialogue en jeu,0x03D1CF,2938,dialogue_19_19,,Tu es mon 52e petit ami.,大姐姐:你是我第五十二任男朋友,Have you heard of legendary Pok@mon?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0788,MAIN:0x03D1F5,Dialogue en jeu,0x03D1F5,2939,dialogue_19_19,,"Bon, je te laisse partir...","大姐姐:算了,放过你吧...",There's 3 legendarybirds!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0789,MAIN:0x03D20F,Dialogue en jeu,0x03D20F,2940,dialogue_19_19,,"T'as vu ma force ?
Alors, dégage !",捉鸟人:明白我的力量还不滚,You don't stand a chance!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0790,MAIN:0x03D22A,Dialogue en jeu,0x03D22A,2941,dialogue_19_19,,Bonne route ! Ha ha !,"捉鸟人:请您慢走,哈哈",Not good enough!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0791,MAIN:0x03D23B,Dialogue en jeu,0x03D23B,2942,dialogue_19_19,,Pourquoi ce drôle de regard ?,女孩:谁叫你这么看人家的?,"Oh,you're cute!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0792,MAIN:0x03D24B,Dialogue en jeu,0x03D24B,2947,dialogue_19_19,,"Dommage, j'ai déjà un petit ami...",女孩:可惜我有男朋友了...,I forgive you!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0793,MAIN:0x03D25A,Dialogue en jeu,0x03D25A,2948,dialogue_19_19,,"Je suis un pro
des Pokémon Vol.",捉鸟人:我是专业捉鸟人,What's cool?TradingPok@mon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0794,MAIN:0x03D276,Dialogue en jeu,0x03D276,2966,dialogue_19_19,,Je vais à la Ligue cette année !,捉鸟人:今年我要参加精灵联盟大赛啊,I trade with my friends.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0795,MAIN:0x03D292,Dialogue en jeu,0x03D292,2980,dialogue_19_19,,"Hé, Champion !
Ici, les murs
sont invisibles !
Repère les trous !",裁判:浅红道馆是栋有机关的房子.用眼睛是看不到墙的,Yo Champ! This GYM has invisible wallsYou have to find the gaps in them.,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0796,MAIN:0x03D2DD,Dialogue en jeu,0x03D2DD,2985,dialogue_19_19,,"Tu n'as rien
à faire ici !",忍者:这里不是你能来的!,Strategy is key!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0797,MAIN:0x03D2EE,Dialogue en jeu,0x03D2EE,2986,dialogue_19_19,,"Belle technique
de ninja !",忍者:你的忍术很厉害!,Good strategy!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0798,MAIN:0x03D2FD,Dialogue en jeu,0x03D2FD,2987,dialogue_19_19,,"La force brute ?
Ça ne suffit pas !
La technique,
voilà le secret !",忍者:光只是力量强是没用的!你知道吗?最强的是技术!!,Can you beat my techniques?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0799,MAIN:0x03D31C,Dialogue en jeu,0x03D31C,2992,dialogue_19_19,,"Apparemment,
t'as compris.",忍者:看来你已明白了,I like poison and sleep techniques.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0800,MAIN:0x03D341,Dialogue en jeu,0x03D341,2999,dialogue_19_19,,Le Champion de cette Arène est fort. Sois prudent.,"忍者:这个道馆的首领很厉害,你最好小心",I joined to become a ninja!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0801,MAIN:0x03D35D,Dialogue en jeu,0x03D35D,3000,dialogue_19_19,,Je me suis inquiété pour rien...,忍者:看来是我多心了...,I'll keep training under Koga!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0802,MAIN:0x03D37C,Dialogue en jeu,0x03D37C,3005,dialogue_19_19,,"Tu as l'air
sûr de toi !",忍者:你看来很有自信啊!,I study the way of the Ninja!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0803,MAIN:0x03D39A,Dialogue en jeu,0x03D39A,3006,dialogue_19_19,,"Enfin un combat
sérieux !
Depuis le temps !",忍者:我很久没这么认真了,I still have a lot to learn.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0804,MAIN:0x03D3B7,Dialogue en jeu,0x03D3B7,3013,dialogue_19_19,,"Voyons si tu peux
passer !",忍者:看你能过我这关吗?,Stop right there!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0805,MAIN:0x03D3C9,Dialogue en jeu,0x03D3C9,3018,dialogue_19_19,,Tu as réussi...,忍者:你过关了...,I'm impressed!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0806,MAIN:0x03D3D8,Dialogue en jeu,0x03D3D8,3023,dialogue_19_19,,"Je rêvais de devenir ninja, alors j'ai rejoint cette Arène.",忍者:我对忍者充满幻想才进入这个浅红道馆的,Master Koga comes from a long line ofninjas!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0807,MAIN:0x03D406,Dialogue en jeu,0x03D406,3026,dialogue_19_19,,T'es très fort !,忍者:你的确很强大,What do you descendfrom?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0808,MAIN:0x03D41F,Dialogue en jeu,0x03D41F,3028,dialogue_19_19,KOGA,"KOGA : Un gamin
ose me défier ?
Le poison tue.
Découvre son art !",乔:你这种小子就想向我挑战?自讨苦吃!!中了毒就只有死路一条!!让你知道毒的艺术!!,I shall show you true terror as a ninja master!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0809,MAIN:0x03D453,Dialogue en jeu,0x03D453,3036,dialogue_19_19,KOGA,KOGA : Bien joué ! Prends le Badge Âme. Tu peux utiliser Surf hors combat !,"乔:你小子有一套,那么这个浅红徽章就交给你了,有了浅红徽章就能在大海中使用冲浪术了!",The Soulbadge lets you use Surf out- side of battle. Congratulations.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0810,MAIN:0x03D49D,Dialogue en jeu,0x03D49D,3046,dialogue_19_19,,"Bienvenue au Parc
Safari ! Ici vivent
des Pokémon rares.
Entrée : 500 $.
Ça te dit ?","服务员:欢迎来到狩猎场!在这广大的狩猎广场有很多特有的宠物精灵,一次500元!要进去吗?","Welcome to the Safari Zone! For $500,you can catch all the Pok@mon youwant!",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0811,MAIN:0x03D4EF,Dialogue en jeu,0x03D4EF,3057,dialogue_19_19,,À la prochaine !,是嘛!那下次再来啊!,Come again!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0812,MAIN:0x03D4FB,Dialogue en jeu,0x03D4FB,3062,dialogue_19_19,,"Ça fera 500 $.
Bonne chance !",那么请进收您500元!祝您好运!!,That'll be $500!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0813,MAIN:0x03D50C,Dialogue en jeu,0x03D50C,3067,dialogue_19_19,,"Tu as trouvé
la Cabane Secrète !
Voici ton prix !","男孩:这里是最深处平时都没有人会来,我就送件礼物给你吧!",Congratulations!Youfound the Secret House!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0814,MAIN:0x03D539,Dialogue en jeu,0x03D539,3076,dialogue_19_19,,CS03 obtenue !,得到特技03冲浪术,Got HM03!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0815,MAIN:0x03D543,Dialogue en jeu,0x03D543,3077,dialogue_19_19,CS03,"CS03 : Surf !
Un Pokémon te porte
sur l'eau.
Elle ne s'use pas !","男孩:特技03是冲浪术,你可以坐在宠物精灵身上通过水面!而且这个技能机器是用后也不会消失的!能拿到这么好的奖品你还真是幸运!",HM03 is Surf! Pok@-mon can carry you across water using Surf!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0816,MAIN:0x03D582,Dialogue en jeu,0x03D582,3089,dialogue_19_19,,Dent d'Or obtenue !,得到金牙,Gold Teeth!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0817,MAIN:0x03D58E,Dialogue en jeu,0x03D58E,3090,dialogue_19_19,,"Ma Dent d'Or ?
Où est-elle donc ?
Je l'ai peut-être
perdue...
au Parc Safari ?",园长:哎呀我的金牙不知道到哪里去了...不会掉到狩猎区去了吧...,Hif fuff hefifoo! Heff hee fwee!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0818,MAIN:0x03D5B0,Dialogue en jeu,0x03D5B0,3102,dialogue_19_19,,"Mes Dents d'Or !
Merci ! Secret :
sans mon dentier,
j'avais honte
au bureau. Voici
ta récompense !","园长:那个是我的金牙!!抱歉真是谢谢你的帮助!不要对任何人说哦,我的假牙丢了连办公室都不敢去露脸呢!为了谢谢你给你个好东西!",(Ash gave the teethto the Warden). Thanks kid! No one could understand a word I said. Here take this!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0819,MAIN:0x03D61A,Dialogue en jeu,0x03D61A,3125,dialogue_19_19,,CS04 obtenue !,得到秘传04怪力术,Got HM04!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0820,MAIN:0x03D624,Dialogue en jeu,0x03D624,3126,dialogue_19_19,CS04,"CS04 : Force !
Bouge les rochers !","园长:秘传04是怪力术,能推开挡路的大石头!!",Strength lets Pok@-mon move boulders!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0821,MAIN:0x03D64A,Dialogue en jeu,0x03D64A,3139,dialogue_19_19,,"Allons, ne fais pas cette tête.",游泳女:不要愁眉苦脸的,I love swimming!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0822,MAIN:0x03D65B,Dialogue en jeu,0x03D65B,3144,dialogue_19_19,,Sors avec moi !,游泳女:和我约会吧,Belly flop!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0823,MAIN:0x03D667,Dialogue en jeu,0x03D667,3145,dialogue_19_19,,Je ne t'ai jamais vu par ici.,游泳男:没见过的面孔,What's beyond the horizon?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0824,MAIN:0x03D683,Dialogue en jeu,0x03D683,3146,dialogue_19_19,,Tu es le meilleur Dresseur que j'aie vu !,游泳男:你是我见过最强的训练师,I see islands!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0825,MAIN:0x03D692,Dialogue en jeu,0x03D692,3151,dialogue_19_19,,"Encore un regard ?
Je te frappe !",游泳女:再看我揍你!,Swimming's great!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0826,MAIN:0x03D6A4,Dialogue en jeu,0x03D6A4,3159,dialogue_19_19,,Je ne recommencerai plus !,游泳女:我不敢了!,Sunburns aren't!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0827,MAIN:0x03D6B5,Dialogue en jeu,0x03D6B5,3160,dialogue_19_19,,Ha ha ha...,游泳男:哈哈哈...,"I swam here,but I'mtired.",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0828,MAIN:0x03D6CF,Dialogue en jeu,0x03D6CF,3161,dialogue_19_19,,Ce n'est rien.,游泳男:没什么,I'm exhausted...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0829,MAIN:0x03D6E0,Dialogue en jeu,0x03D6E0,3162,dialogue_19_19,,Tu ne passeras pas.,游泳男:说什么也不能让你过去,These waters are treacherous!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0830,MAIN:0x03D700,Dialogue en jeu,0x03D700,3163,dialogue_19_19,,Je plaisantais !,游泳男:和你开玩笑的,I got a cramp!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0831,MAIN:0x03D70F,Dialogue en jeu,0x03D70F,3164,dialogue_19_19,,Tu m'as vraiment énervé !,游泳男:你惹火了我!,I look at the sea to forget.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0832,MAIN:0x03D72D,Dialogue en jeu,0x03D72D,5881,dialogue_19_19,,Ma flamme est éteinte...,游泳男:我的火灭了...,Ooh!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0833,MAIN:0x03D732,Dialogue en jeu,0x03D732,3169,dialogue_19_19,,...,游泳女,"Oh,I love your ride",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0834,MAIN:0x03D746,Dialogue en jeu,0x03D746,3170,dialogue_19_19,,...,游泳女,Must be fun to rideyour Pok@mon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0835,MAIN:0x03D767,Dialogue en jeu,0x03D767,3175,dialogue_19_19,,"Ne te moque pas
de moi !",游泳男:不要和我开玩笑,I have to warm up before swimming!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0836,MAIN:0x03D78B,Dialogue en jeu,0x03D78B,3176,dialogue_19_19,,Désolé...,游泳男:对不起...,All warmed up!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0837,MAIN:0x03D79A,Dialogue en jeu,0x03D79A,3177,dialogue_19_19,,Certains Pokémon Eau ont une Défense élevée.,游泳男:水系精灵也有防御力高的哦,The water's shallowhere.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0838,MAIN:0x03D7B3,Dialogue en jeu,0x03D7B3,5882,dialogue_19_19,,Même la Défense cède devant toi...,"游泳男:不错,高防御你都有办法对付...",Spash!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0839,MAIN:0x03D7BA,Dialogue en jeu,0x03D7BA,3178,dialogue_19_19,,Tu vas comprendre !,游泳男:我怎么都要让你知道...,I love floating.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0840,MAIN:0x03D7CB,Dialogue en jeu,0x03D7CB,3179,dialogue_19_19,PRÉSIDENT,"PRÉSIDENT :
Merci, mon garçon !
Tu m'as sauvé !
Juste à temps !
Je ne l'oublierai !
Prends ce cadeau !","社长:少年!谢谢你救了我,在我最需要帮助的时候救了我!这恩情我不会忘的...对了!这礼物可不能忘了!就给你这个好吗?",I have to thank youin some way! Maybe this will do!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0841,MAIN:0x03D801,Dialogue en jeu,0x03D801,3197,dialogue_19_19,,Toujours pas d'excuses ?,空手道:还不想说道歉吗?,I hear you're good!Show me!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0842,MAIN:0x03D81D,Dialogue en jeu,0x03D81D,3198,dialogue_19_19,,Les meilleurs combattants du pays sont ici !,空手道:这里是全国格斗家所聚集的道馆啊!,I give up,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0843,MAIN:0x03D827,Dialogue en jeu,0x03D827,6656,dialogue_19_19,TEAM ROCKET,"TEAM ROCKET :
Dégage, morveux !",火箭队:小鬼滚一边去!!,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0844,MAIN:0x03D83E,Dialogue en jeu,0x03D83E,3206,dialogue_19_19,,Master Ball reçue !,得到大师球,Recieved MasterballThat will catch anyPok@mon without fail! Use it wisely,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0845,MAIN:0x03D88B,Dialogue en jeu,0x03D88B,3211,dialogue_19_19,,Tu viens défier notre dojo ?,跆拳道:你想踢馆啊?,Our Master's a pro!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0846,MAIN:0x03D89F,Dialogue en jeu,0x03D89F,3216,dialogue_19_19,,"Seul le type Psy
nous fait peur !",空手道:格斗家害怕的是超能力,Judge! 1 point!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0847,MAIN:0x03D8AF,Dialogue en jeu,0x03D8AF,3220,dialogue_19_19,,"Tu serais fort ? Alors, aucune pitié !","跆拳道:听说你很强,那我就不客气了!!",Nothing scares me!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0848,MAIN:0x03D8C2,Dialogue en jeu,0x03D8C2,3225,dialogue_19_19,,"Notre Maître ?
Le dieu du combat !
Tu veux le défier ?
Prépare-toi !","空手道:大当家是格斗家之神,想挑战你要有相当的觉悟啊!",Only psychic power scares us!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0849,MAIN:0x03D8E0,Dialogue en jeu,0x03D8E0,5883,dialogue_19_19,,"Les pierres ?
Même pas peur !",空手道:硬的东西一点都不可怕!,Hoargh!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0850,MAIN:0x03D8E8,Dialogue en jeu,0x03D8E8,3235,dialogue_19_19,,"Seul le type Psy
nous fait peur !",空手道:格斗家害怕的是超能力,"Ow,Stubbed fingers!",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0851,MAIN:0x03D8FC,Dialogue en jeu,0x03D8FC,3239,dialogue_19_19,,"Numéro 2 du dojo,
c'est moi !
Tu nous défies ?
Impardonnable !
En garde !","二当家:我是这个道馆的二当家,你想踢馆!那不能饶恕你!!看招",Take your shoes off,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0852,MAIN:0x03D910,Dialogue en jeu,0x03D910,3248,dialogue_19_19,,"Attends le Maître !
Tu vas dérouiller !",二当家:看大当家怎么对付你!!,You wait 'til you see our master!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0853,MAIN:0x03D933,Dialogue en jeu,0x03D933,3253,dialogue_19_19,LE GRAND MAÎTRE,"LE GRAND MAÎTRE :
Tu le regretteras !","大当家:我是这个道馆的大当家,你会后悔的!",I am the Karate Master! Expect no mercy!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0854,MAIN:0x03D960,Dialogue en jeu,0x03D960,3262,dialogue_19_19,,"J'ai perdu...
Épargne l'enseigne.
Choisis ton prix :
Kicklee ou Tygnon ?","大当家:我输了...你千万别摘我的招牌,不如我送给你我最珍贵的怪兽吧...你是喜欢空手道还是跆拳道??","Indeed I have lost!As your trophy, I will give you a prized Fighting Pok@mon! Whichever one you like!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0855,MAIN:0x03D9CD,Dialogue en jeu,0x03D9CD,3281,dialogue_19_19,,Tygnon reçu !,得到艾比郎,Got Hitmonchan!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0856,MAIN:0x03D9DD,Dialogue en jeu,0x03D9DD,3282,dialogue_19_19,,Kicklee reçu !,得到沙瓦郎,Got Hitmonlee!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0857,MAIN:0x03D9EC,Dialogue en jeu,0x03D9EC,3288,dialogue_19_19,,"Hé, Champion !
Les Pokémon Psy
de Morgane ignorent
le type Combat !",裁判:未来的冠军!娜梅的精灵是使用超能力的...格斗系的攻击是没用的!,Yo Champ! Sabrina'sPok@mon are Psychictypes.Fighting Pok@mon have no chance!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0858,MAIN:0x03DA39,Dialogue en jeu,0x03DA39,3294,dialogue_19_19,,"Morgane est jeune,
mais dirige l'Arène
de Safrania !",超能力:娜梅年纪轻轻就掌管这个金黄道馆实力不容小看!,Sabrina's young butvery strong!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0859,MAIN:0x03DA59,Dialogue en jeu,0x03DA59,3299,dialogue_19_19,,"Safrania avait deux
Arènes. L'Arène
voisine a perdu...","超能力:告诉你吧,曾经金黄市有两个道馆,隔壁的道馆在比赛中输了...",I lost my concentr-ation!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0860,MAIN:0x03DA73,Dialogue en jeu,0x03DA73,3314,dialogue_19_19,,"La force seule
ne suffit pas !",精神师:你知道吗?精灵只靠力量是不会赢的!,Power alone isn't enough!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0861,MAIN:0x03DA8E,Dialogue en jeu,0x03DA8E,3319,dialogue_19_19,,Comment ai-je pu perdre ?,超能力:我怎么会输呢?,Sabrina wiped out the Karate Master next door!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0862,MAIN:0x03DABF,Dialogue en jeu,0x03DABF,3324,dialogue_19_19,,"Le pouvoir Psy, c'est une force invisible !",精神师:使用看不到的力量就是使用不超能力!,Does our unseen power scare you?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0863,MAIN:0x03DAE3,Dialogue en jeu,0x03DAE3,3329,dialogue_19_19,,Comment est-ce possible ?,超能力:有这样的事?,I never foresaw this!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0864,MAIN:0x03DAFC,Dialogue en jeu,0x03DAFC,3334,dialogue_19_19,,"Morgane est encore
plus jeune que moi.",超能力:娜梅比我还年轻啊...,"Sabrina is younger,but I respect her.",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0865,MAIN:0x03DB22,Dialogue en jeu,0x03DB22,3339,dialogue_19_19,,"Face à Morgane,
il faut de grands
pouvoirs Psy !",超能力:想赢娜梅的话必须要有强大的念力!,The one of strongerwill wins!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0866,MAIN:0x03DB40,Dialogue en jeu,0x03DB40,3346,dialogue_19_19,,"Le Pokémon reflète
le caractère
de son Dresseur.",超能力:精灵性格会像主人你知道吗?,We're famous for our psychics!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0867,MAIN:0x03DB61,Dialogue en jeu,0x03DB61,3353,dialogue_19_19,,"Hmm...
Tu as donc compris.",超能力:嗯...看来你明白啊,I foresaw this loss,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0868,MAIN:0x03DB75,Dialogue en jeu,0x03DB75,3359,dialogue_19_19,,Tu veux voir Morgane ?,超能力:你想见娜梅吧,I can read your mind!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0869,MAIN:0x03DB8E,Dialogue en jeu,0x03DB8E,3360,dialogue_19_19,,Je te laisse passer.,超能力:我不会阻止你的,You want Sabrina's Gym badge!I see it!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0870,MAIN:0x03DBB5,Dialogue en jeu,0x03DBB5,3361,dialogue_19_19,,"Oh ? Apprendre
les pouvoirs Psy
ne te tente pas ?","精神师:哦,你不想学超能力吗?",Our Pok@mon shall fight!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0871,MAIN:0x03DBCF,Dialogue en jeu,0x03DBCF,3366,dialogue_19_19,,"Si tu ne veux pas apprendre, tant pis...",超能力:不想学就算了...,I lost after all!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0872,MAIN:0x03DBE1,Dialogue en jeu,0x03DBE1,3368,dialogue_19_19,MORGANE,"MORGANE :
J'avais prédit
ta venue.
Je suis médium
et hais le combat.
Vois mes pouvoirs !","娜梅:我有预感你会来,我是超能力少女,我不喜欢战斗,不过我可以让你看看我的厉害!","I had a vision of your arrival! I dislike fighting, but I will show youmy powers!",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
