record_index,start_hex,end_hex_exclusive,pair,payload_bytes,glyph_codes,unresolved_codes,chinese_text,pointer_targets,pointer_references
957,0x033618,0x033683,6,107,50,,"
加纳:欢迎来到宠物精灵联盟!我是冰系四天王加纳!还没碰过害怕的东西,让我生气了就让你的精灵动弹不得!哈哈觉悟吧!",0x033619,0x033171
958,0x033684,0x0336BD,6,57,25,,"
加纳:你到底是什么人物?...好吧,我输了就朝下一个房间前进吧",0x033685,0x033173
959,0x0336BE,0x03373D,6,127,60,,"
西巴:我是地系四天王西巴!不管是精灵或人只要战斗磨练都能变的很强,就靠这中磨练与我的精灵工生存!你是小智吧,来尝尝我们的超级力量吧!",0x0336BF,0x033175
960,0x03373E,0x03377F,6,65,28,,"
西巴:到底是怎么回事?我竟然输了...既然输了,我无话可说,你就前进吧!",0x03373F,0x033177
961,0x033780,0x033827,6,167,79,,"
菊子:我是鬼系四天王菊子,听说真新镇的大木博士相当疼你!大木博士以前是相当强的男人!现在看不出来了,光只是做宠物精灵图鉴是不够的!精灵是要用来战斗的!让我来教你真正的战斗吧!",0x033781,0x033179
962,0x033828,0x033872,6,74,34,,"
菊子:真了不起啊,是你胜了,大木博士真有眼光,我心服口服你就朝下一个房间去吧!",0x033829,0x03317B
963,0x033873,0x033910,6,157,74,,"
瓦它诺:你是小智?我是龙系四天王菊子瓦它诺,你应该知道龙是神圣传说中的生物,很难抓但培育的好将是天下第一!一般的攻击对龙系是没用的!开始吧,我会让你夹着尾巴逃跑的!",0x033874,0x03317D
964,0x033911,0x0339C1,6,176,82,,"
瓦它诺:虽然难过但你的技术一流!我想说小智从今开始你是宠物精灵联盟的冠军!但你必须再与一人战斗不可!那位训练家就是...小茂!他比你早战胜我们四天王,所以你们要决出真正的冠军,去吧小智!",0x033912,0x03317F
965,0x0339C2,0x033A4B,6,137,64,,"
小茂:小智啊?你也来了?既然做为对手的你这么弱也没什么好竞争的!我在收集图鉴的同时也找到一些完美的精灵!告诉你吧,我就是世界最强的精灵训练师!!",0x0339C3,0x033181
966,0x033A4C,0x033AE8,6,156,69,,"
小茂:怎么回事?真的结束了吗?尽了全力却还是输了!好不容易爬到这个地步...为什么我会输...我的培育方法不可能出错的...没办法,你是宠物联盟的新冠军...我真不太想承认",0x033A4D,0x033183
967,0x033AE9,0x033BDC,6,243,114,,"
大木博士:堂堂正正的赢了!恭喜你小智,从你刚开始得到比卡丘开始到现在你真的变强了,应该说你长大了!小茂...真是可惜!听说你战胜四天王而飞奔到这里,但看到你到最后输了!你知道为什么会输吗?因为你忘了给予精灵们信任和感情!所以你再怎么努力也不可能站在高峰的!",0x033AEA,0x033185
968,0x033BDD,0x033C3A,6,93,43,,"
大木博士:小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!",0x033BDE,0x033187
969,0x033C3B,0x033CB0,6,117,55,,"
大木博士:小智,你经过激烈的战斗!而如今成为联盟冠军!在此记录下小智的名字与精灵的名字吧!和我一起回家吧,你妈妈一定很想你",0x033C3C,0x033189
970,0x033CB1,0x033CF9,6,72,33,,"
妈妈:听说华蓝市附近有个山洞发生异常,连精灵联盟的四天王加纳都去调查了...",0x033CB2,0x03318B
971,0x033CFA,0x033D59,6,95,43,,"
裁判:真是抱歉,四天王的加纳因为不在所以现在联盟暂停训练家挑战...加纳好像去华蓝市调查异变去了...",0x033CFB,0x03318D
972,0x033D5A,0x033D66,6,12,2,,"
超梦:......",0x033D5B,0x03318F
973,0x033D67,0x033D92,6,43,20,,"
加纳:原来发生异变的原因就是这只超梦引起的.",0x033D68,0x033191
974,0x033D93,0x033D9E,6,11,4,,"
小智:超梦?",0x033D94,0x033193
975,0x033D9F,0x033E27,6,136,64,,"
加纳:是火箭队干的好事,他们用梦幻的遗传基因克隆出来的精灵...幸好你及时发现了才没有造成大的轰动!我也该返回联盟了那么随时欢迎你到联盟挑战!",0x033DA0,0x033195
976,0x033E28,0x033E37,6,15,6,,"
小智:一定会的!",0x033E29,0x033197
977,0x033E38,0x033EA3,6,107,49,,"
加纳:啊,对了!我有件礼物要送给你!朋友给我的梦幻旅行船票...但我因为还有联盟的事情没时间去作为答谢就送给你了.",0x033E39,0x033199
978,0x033EA4,0x033EDB,6,55,24,,"
船员:那个是梦幻船票??那么请进!!欢迎再次来乘做铁达尼号!",0x033EA5,0x03319B
979,0x033EDC,0x033EE8,6,12,2,,"
凤凰:......",0x033EDD,0x03319D
980,0x033EE9,0x033EF7,6,14,3,,"
路基亚:......",0x033EEA,0x03319F
981,0x033EF8,0x033F58,6,96,45,,"
船员:怎么样,是场神奇的旅行吧.现在精灵联盟因为四天王的加纳又回来了,所以又开始接受新的冠军挑战了!",0x033EF9,0x0331A1
982,0x033F59,0x033FC4,6,107,50,,"
加纳:欢迎来到宠物精灵联盟!我是冰系四天王加纳!还没碰过害怕的东西,让我生气了就让你的精灵动弹不得!哈哈觉悟吧!",0x033F5A,0x0331A3
983,0x033FC5,0x033FFE,6,57,25,,"
加纳:你到底是什么人物?...好吧,我输了就朝下一个房间前进吧",0x033FC6,0x0331A5
984,0x033FFF,0x03407E,6,127,60,,"
西巴:我是地系四天王西巴!不管是精灵或人只要战斗磨练都能变的很强,就靠这中磨练与我的精灵工生存!你是小智吧,来尝尝我们的超级力量吧!",0x034000,0x0331A7
985,0x03407F,0x0340C0,6,65,28,,"
西巴:到底是怎么回事?我竟然输了...既然输了,我无话可说,你就前进吧!",0x034080,0x0331A9
986,0x0340C1,0x034168,6,167,79,,"
菊子:我是鬼系四天王菊子,听说真新镇的大木博士相当疼你!大木博士以前是相当强的男人!现在看不出来了,光只是做宠物精灵图鉴是不够的!精灵是要用来战斗的!让我来教你真正的战斗吧!",0x0340C2,0x0331AB
987,0x034169,0x034206,6,157,74,,"
瓦它诺:你是小智?我是龙系四天王菊子瓦它诺,你应该知道龙是神圣传说中的生物,很难抓但培育的好将是天下第一!一般的攻击对龙系是没用的!开始吧,我会让你夹着尾巴逃跑的!",0x03416A,0x0331AD
988,0x034207,0x03427D,6,118,56,,"
瓦它诺:虽然难过但你的技术一流!不过要想成为真正的冠军就应该进入冠军的房间打败里面的训练师!!他比你早一步打败我们四天王!",0x034208,0x0331AF
989,0x03427E,0x0342A5,6,39,16,,"
小智:你们就是新的冠军?啊?难道你们是...",0x03427F,0x0331B1
990,0x0342A6,0x0342C0,6,26,12,,"
武藏:既然你诚心诚意的问了",0x0342A7,0x0331B3
991,0x0342C1,0x0342E2,6,33,15,,"
小次郎:那我就大发慈悲的告诉你们!",0x0342C2,0x0331B5
992,0x0342E3,0x0342FB,6,24,11,,"
武藏:为了防止世界被破坏",0x0342E4,0x0331B7
993,0x0342FC,0x034317,6,27,12,,"
小次郎:为了维护世界的和平.",0x0342FD,0x0331B9
994,0x034318,0x034330,6,24,11,,"
武藏:坚持爱与真实的罪恶",0x034319,0x0331BB
995,0x034331,0x03434C,6,27,12,,"
小次郎:最有魅力的反派人物!",0x034332,0x0331BD
996,0x03434D,0x034358,6,11,4,,"
武藏:武藏!",0x03434E,0x0331BF
997,0x034359,0x034368,6,15,6,,"
小次郎:小次郎!",0x03435A,0x0331C1
998,0x034369,0x034388,6,31,14,,"
武藏:我们是穿过银河系的南晶队!",0x03436A,0x0331C3
999,0x034389,0x0343AB,6,34,15,,"
小次郎:白洞,白色的明天在等着我们!",0x03438A,0x0331C5
1000,0x0343AC,0x0343BE,6,18,6,,"
喵喵:说的对!喵...",0x0343AD,0x0331C7
1001,0x0343BF,0x0343F2,6,51,23,,"
小次郎:我们现在跟了新的老大,已经不是从前的我们了!!",0x0343C0,0x0331C9
1002,0x0343F3,0x034420,6,45,20,,"
小次郎:居然又输了,有本事去挑战我们的新老大!!",0x0343F4,0x0331CB
1003,0x034421,0x034456,6,53,23,,"
武藏:对!!他就在彩虹市的南晶科技开发部!!名字叫卡美优!",0x034422,0x0331CD
1004,0x034457,0x03446A,6,19,7,,"
喵喵:喵...就是这样",0x034458,0x0331CF
1005,0x03446B,0x0344B7,6,76,36,,"
小次郎:尽管你的实力非常强,但是碰上我们新老大卡美优的精灵只有落败的份!哈哈哈",0x03446C,0x0331D1
1006,0x0344B8,0x03456D,6,181,85,,"
大木博士:你又堂堂正正的赢了!恭喜你小智,从你刚开始得到比卡丘开始到现在你真的变强了,应该说你长大了!小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!",0x0344B9,0x0331D3
1007,0x03456E,0x0345E3,6,117,55,,"
大木博士:小智,你经过激烈的战斗!而如今成为联盟冠军!在此记录下小智的名字与精灵的名字吧!和我一起回家吧,你妈妈一定很想你",0x03456F,0x0331D5
1008,0x0345E4,0x034655,6,113,53,,"
妈妈:我听说你要去彩虹市的南晶科技开发部挑战名叫卡美优的训练师!听说他的精灵至今还没有被人打败过,你千万要小心啊...",0x0345E5,0x0331D7
1009,0x034656,0x0346A0,6,74,33,,"
卡美优:小智,我知道你一定会来的!这一战应该没有任何遗憾吧!!来吧,准备好了吗?",0x034657,0x0331D9
1010,0x0346A1,0x03476E,6,205,96,,"
卡美优:不错,你的实力在这个石英地区已经无人能敌了,但别忘了人外有人天外有天啊,在这个世界上还存在别的大陆...有机会的话一定要去宝石大陆看看,那里有这里所没有的精灵!!!那么你的精灵图鉴如果收集齐了的话再来找我吧!",0x0346A2,0x0331DB
1011,0x03476F,0x0347DA,6,107,50,,"
卡美优:有机会的话一定要去宝石大陆看看,那里有这里所没有的精灵!!!那么你的精灵图鉴如果收集齐了的话再来找我吧!",0x034770,0x0331DD
1012,0x0347DB,0x03483C,6,97,45,,"
卡美优:你已经成功了收集石英地区所有的精灵,真了不起!好吧这只梦幻就送给你吧!恭喜你完成了精灵图鉴!!",0x0347DC,0x0331DF
1013,0x03483D,0x034846,6,9,4,,"
得到梦幻",0x03483E,0x0331E1
1014,0x034847,0x034860,6,25,11,,"
妈妈:你完成精灵图鉴了吗?",0x034848,0x0331E3
1015,0x034861,0x034874,6,19,8,,"
裁判:你真是好样的!",0x034862,0x0331E5
1016,0x034875,0x034882,6,13,6,,"
得到梦幻船票",0x034876,0x0331E7
1017,0x034883,0x03489F,6,28,12,,"
卡美优:我认输!这样总行了吧!",0x034884,0x0331E9
1018,0x0348A0,0x0348B5,6,21,9,,"
蓓蓓:你真的是很棒耶!",0x0348A1,0x0331EB
1019,0x0348B6,0x0348D9,6,35,14,,"
小李:再骚扰的话,本大爷要报警了...!",0x0348B7,0x0331ED
1020,0x03492E,0x034939,6,11,5,,"
得到精灵球",0x03492F,0x0348DF
1021,0x03493A,0x034945,6,11,5,,"
得到超级球",0x03493B,0x0348E1
1022,0x034946,0x034951,6,11,5,,"
得到超力球",0x034947,0x0348E3
1023,0x034952,0x03495D,6,11,5,,"
得到大师球",0x034953,0x0348E5
1024,0x03495E,0x034967,6,9,4,,"
得到伤药",0x03495F,0x0348E7
1025,0x034968,0x034973,6,11,5,,"
得到好伤药",0x034969,0x0348E9
1026,0x034974,0x034981,6,13,6,,"
得到超级伤药",0x034975,0x0348EB
1027,0x034982,0x03498F,6,13,6,,"
得到最大伤药",0x034983,0x0348ED
1028,0x034990,0x03499B,6,11,5,,"
得到解毒药",0x034991,0x0348EF
1029,0x03499C,0x0349A7,6,11,5,,"
得到解麻药",0x03499D,0x0348F1
1030,0x0349A8,0x0349B3,6,11,5,,"
得到睡醒药",0x0349A9,0x0348F3
1031,0x0349B4,0x0349BF,6,11,5,,"
得到冰冻药",0x0349B5,0x0348F5
1032,0x0349C0,0x0349CB,6,11,5,,"
得到烧伤药",0x0349C1,0x0348F7
1033,0x0349CC,0x0349D9,6,13,6,,"
得到万能恢复",0x0349CD,0x0348F9
1034,0x0349DA,0x0349E5,6,11,5,,"
得到精神药",0x0349DB,0x0348FB
1035,0x0349E6,0x0349F1,6,11,4,,"
得到PP提升",0x0349E7,0x0348FD
1036,0x0349F2,0x0349FD,6,11,4,,"
得到PP最大",0x0349F3,0x0348FF
1037,0x0349FE,0x034A0B,6,13,6,,"
得到神奇糖果",0x0349FF,0x034901
1038,0x034A0C,0x034A17,6,11,5,,"
得到火之石",0x034A0D,0x034903
1039,0x034A18,0x034A23,6,11,5,,"
得到水之石",0x034A19,0x034905
1040,0x034A24,0x034A2F,6,11,5,,"
得到雷之石",0x034A25,0x034907
1041,0x034A30,0x034A3B,6,11,5,,"
得到叶之石",0x034A31,0x034909
1042,0x034A3C,0x034A47,6,11,5,,"
得到月之石",0x034A3D,0x03490B
1043,0x034A48,0x034A51,6,9,4,,"
得到包裹",0x034A49,0x03490D
1044,0x034A52,0x034A5F,6,13,6,,"
得到精灵图鉴",0x034A53,0x03490F
1045,0x034A60,0x034A69,6,9,4,,"
得到地图",0x034A61,0x034911
1046,0x034A6A,0x034A77,6,13,6,,"
得到菊石化石",0x034A6B,0x034913
1047,0x034A78,0x034A85,6,13,6,,"
得到盔甲化石",0x034A79,0x034915
1048,0x034A86,0x034A8F,6,9,4,,"
得到船票",0x034A87,0x034917
1049,0x034A90,0x034A9B,6,11,5,,"
得到矿泉水",0x034A91,0x034919
1050,0x034A9C,0x034AA9,6,13,6,,"
得到精灵眼镜",0x034A9D,0x03491B
1051,0x034AAA,0x034AB5,6,11,5,,"
得到精灵笛",0x034AAB,0x03491D
1052,0x034AB6,0x034ABF,6,9,4,,"
得到金牙",0x034AB7,0x03491F
1053,0x034AC0,0x034ACD,6,13,6,,"
得到梦幻船票",0x034AC1,0x034921
1054,0x034ACE,0x034AD9,6,11,5,,"
得到居合斩",0x034ACF,0x034923
1055,0x034ADA,0x034AE5,6,11,5,,"
得到飞天术",0x034ADB,0x034925
1056,0x034C09,0x034C2C,6,35,16,,"
欢迎!到精灵中心可以恢复精灵的体力.",0x034C0A,0x034AEB
1057,0x034C2D,0x034C4A,6,29,12,,"
您的精灵都精神了!!欢迎光临!!",0x034C2E,0x034AED
1058,0x034C4B,0x034C74,6,41,18,,"
对不起,因为机能所限这里暂时不能够对战...",0x034C4C,0x034AEF
1059,0x034C75,0x034C95,6,32,14,,"
交换机器也坏了...下次再来看看吧",0x034C76,0x034AF1
1060,0x034C96,0x034CA5,6,15,6,,"
欢迎!买东西吗?",0x034C97,0x034AF3
1061,0x034CA6,0x034CB1,6,11,4,,"
谢谢惠顾!!",0x034CA7,0x034AF5
1062,0x034CB2,0x034CD8,6,38,18,,"
我也在养育精灵!变强的话就不会让人欺负",0x034CB3,0x034AF7
1063,0x034CD9,0x034D05,6,44,21,,"
我相信科学的力量!现在电脑可以通信精灵和道具",0x034CDA,0x034AF9
1064,0x034D06,0x034D14,6,14,6,,"
休息一下如何?",0x034D07,0x034AFB
1065,0x034D15,0x034D38,6,35,15,,"
啊!你和精灵都很精神!小心去吧,保重!",0x034D16,0x034AFD
1066,0x034D39,0x034D54,6,27,13,,"
精灵好好培养的话会很亲近的",0x034D3A,0x034AFF
1067,0x034D55,0x034D75,6,32,15,,"
需要买抓精灵的精灵球时请到商店!",0x034D56,0x034B01
1068,0x034D76,0x034DA0,6,42,19,,"
在空中飞行有点害怕...但一下就能回到真新镇",0x034D77,0x034B03
1069,0x034DA1,0x034DBC,6,27,13,,"
你的精灵球是很方便的东西啊",0x034DA2,0x034B05
1070,0x034DBD,0x034DEC,6,47,22,,"
虫属性的精灵有两种类型,绿毛虫没有毒,独角虫有毒",0x034DBE,0x034B07
1071,0x034DED,0x034E06,6,25,12,,"
我从没见过这家道场的首领",0x034DEE,0x034B09
1072,0x034E07,0x034E1F,6,24,11,,"
啊!日记的内容我都记住了",0x034E08,0x034B0B
1073,0x034E20,0x034E31,6,17,8,,"
我也很喜欢精灵啊",0x034E21,0x034B0D
1074,0x034E32,0x034E54,6,34,16,,"
伤药很好,当精灵没有体力时可以使用",0x034E33,0x034B0F
1075,0x034E55,0x034E6C,6,23,11,,"
小拉达很小但前牙很厉害",0x034E56,0x034B11
1076,0x034E6D,0x034E89,6,28,13,,"
常青森林是天然的迷宫,小心啊",0x034E6E,0x034B13
1077,0x034E8A,0x034EB6,6,44,21,,"
道路上经常会有小树吧?用精灵的技能可以砍断的",0x034E8B,0x034B15
1078,0x034EB7,0x034EEE,6,55,27,,"
有的精灵只在森林或者洞穴生活要得到更多的精灵就要多走走",0x034EB8,0x034B17
1079,0x034EEF,0x034F17,6,40,19,,"
说起石山矿野很黑的,精灵用闪光术能看清吧",0x034EF0,0x034B19
1080,0x034F18,0x034F45,6,45,20,,"
啊!这长长的洞穴!是地鼠挖的!听说都到尼比市了!",0x034F19,0x034B1B
1081,0x034F46,0x034F6B,6,37,17,,"
尼比市的捉虫少年和道馆的小刚不一样!!",0x034F47,0x034B1D
1082,0x034F6C,0x034F85,6,25,12,,"
不要让野生的精灵进入花坛",0x034F6D,0x034B1F
1083,0x034F86,0x034F9D,6,23,11,,"
我的精灵是和别人交换的",0x034F87,0x034B21
1084,0x034F9E,0x034FBF,6,33,14,,"
有些精灵不听话...要是有徽章的话!",0x034F9F,0x034B23
1085,0x034FC0,0x034FD7,6,23,9,,"
小孩子需要50元,参观吗?",0x034FC1,0x034B25
1086,0x034FD8,0x034FE9,6,17,6,,"
好的,50元收下了!",0x034FD9,0x034B27
1087,0x034FEA,0x034FF1,6,7,3,,"
再来啊",0x034FEB,0x034B29
1088,0x034FF2,0x035004,6,18,8,,"
太好了,找到了龙骨",0x034FF3,0x034B2B
1089,0x035005,0x035016,6,17,8,,"
这个月要去宇宙中",0x035006,0x034B2D
1090,0x035017,0x035040,6,41,20,,"
当精灵抓到很多带不了时使用电脑通信存放好",0x035018,0x034B2F
1091,0x035041,0x035054,6,19,9,,"
能带着的精灵是六只",0x035042,0x034B31
1092,0x035055,0x03507B,6,38,17,,"
我很害怕...我经常在这里听到奇怪的声音",0x035056,0x034B33
1093,0x03507C,0x0350BB,6,63,29,,"
太不幸了,这家人被偷了!是火箭队干的!即使是警察也拿火箭队没办法!",0x03507D,0x034B35
1094,0x0350BC,0x0350D5,6,25,11,,"
你也有精灵吗!好好磨练吧!",0x0350BD,0x034B37
1095,0x0350D6,0x0350F4,6,30,12,,"
啊...!在完成精灵图鉴吗?太好了",0x0350D7,0x034B39
1096,0x0350F5,0x035106,6,17,8,,"
我也想要辆自行车",0x0350F6,0x034B3B
1097,0x035107,0x035124,6,29,13,,"
你好!骑自行车的心情你知道吗?",0x035108,0x034B3D
1098,0x035125,0x035138,6,19,9,,"
我的自行车很漂亮哦",0x035126,0x034B3F
1099,0x035139,0x035157,6,30,14,,"
火箭队让精灵挖洞一定有什么事!",0x03513A,0x034B41
1100,0x035158,0x035175,6,29,14,,"
找不到被偷的东西就只有放弃了",0x035159,0x034B43
1101,0x035176,0x03518D,6,23,11,,"
家里的爷爷想要交换精灵",0x035177,0x034B45
1102,0x03518E,0x0351AB,6,29,11,,"
哎...最近没有发生什么事情...",0x03518F,0x034B47
1103,0x0351AC,0x0351CA,6,30,13,,"
我老是培育不好我的妙娃种子...",0x0351AD,0x034B49
1104,0x0351CB,0x0351E5,6,26,11,,"
让精灵进化图鉴可以增加...",0x0351CC,0x034B4B
1105,0x0351E6,0x035204,6,30,13,,"
听说紫苑镇出现过幽灵精灵呢...",0x0351E7,0x034B4D
1106,0x035205,0x03523E,6,57,26,,"
这里是精灵的墓地,有名的城镇...精灵死的时候都会带到精灵塔",0x035206,0x034B4F
1107,0x03523F,0x03527C,6,61,27,,"
最近幽灵塔里好象出现幽灵...好像是被火箭队杀害的精灵的幽灵...",0x035240,0x034B51
1108,0x03527D,0x035293,6,22,10,,"
你相信有幽灵的存在吗?",0x03527E,0x034B53
1109,0x035294,0x0352CD,6,57,27,,"
我无法原谅火箭队!他们把逃亡中可拉可拉的妈妈抓了并杀害了!",0x035295,0x034B55
1110,0x0352CE,0x0352E3,6,21,10,,"
精灵塔有很多幽灵居住",0x0352CF,0x034B57
1111,0x0352E4,0x035334,6,80,38,,"
这个紫苑镇最有名的塔也是宠物精灵的墓园...人们将死亡的精灵带到这幽灵塔来祈求冥福",0x0352E5,0x034B59
1112,0x035335,0x035354,6,31,15,,"
吉野老人可以安慰可拉可拉的灵魂",0x035336,0x034B5B
1113,0x035355,0x035362,6,13,5,,"
现在戒严中!!",0x035356,0x034B5D
1114,0x035363,0x03537D,6,26,11,,"
这些火箭队的人太可恶了...",0x035364,0x034B5F
1115,0x03537E,0x035396,6,24,11,,"
你要对抗火箭队?真了不起",0x03537F,0x034B61
1116,0x035397,0x0353B7,6,32,14,,"
我看见了火箭队的老大进了大厦...",0x035398,0x034B63
1117,0x0353B8,0x0353D3,6,27,12,,"
我很崇拜你,我会为你加油的!",0x0353B9,0x034B65
1118,0x0353D4,0x0353EE,6,26,12,,"
我看过你的对战,你很厉害啊",0x0353D5,0x034B67
1119,0x0353EF,0x03542A,6,59,27,,"
你听过南晶开发部的卡美优吗?听说他的精灵都是神兽级别的哦...",0x0353F0,0x034B69
1120,0x03542B,0x03546B,6,64,29,,"
欢迎!通过游戏积累硬币能得到喜欢的奖品,不过你好像没有硬币盒哦...",0x03542C,0x034B6B
1121,0x03546C,0x03548B,6,31,13,,"
我太喜欢游戏了!都忘记时间了...",0x03546D,0x034B6D
1122,0x03548C,0x0354A9,6,29,13,,"
你也想玩吗?不行,你没有硬币盒",0x03548D,0x034B6F
1123,0x0354AA,0x0354E0,6,54,23,,"
您可以用赢得的硬币盒换取精灵哦...不行,你没有硬币盒...",0x0354AB,0x034B71
1124,0x0354E1,0x0354FF,6,30,13,,"
啊...游戏厅的下面好像有地下室",0x0354E2,0x034B73
1125,0x035500,0x035523,6,35,17,,"
我的精灵没有体力时就到商店买药给他",0x035501,0x034B75
1126,0x035524,0x03553F,6,27,10,,"
啊...游戏机很让人着迷啊...",0x035525,0x034B77
1127,0x035540,0x035555,6,21,10,,"
这里真是漂亮的地方啊",0x035541,0x034B79
1128,0x035556,0x035568,6,18,8,,"
铁达尼号出发了吗?",0x035557,0x034B7B
1129,0x035569,0x035589,6,32,15,,"
我想在这里盖大楼,但被精灵袭击了",0x03556A,0x034B7D
1130,0x03558A,0x03559C,6,18,7,,"
我的肚子好饿呀...",0x03558B,0x034B7F
1131,0x03559D,0x0355B0,6,19,9,,"
你的比卡丘很可爱呢",0x03559E,0x034B81
1132,0x0355B1,0x0355CF,6,30,13,,"
会长说起精灵来就没完没了啊...",0x0355B2,0x034B83
1133,0x0355D0,0x0355F7,6,39,17,,"
你知道吗?臭泥是从海里的污泥出生的呢...",0x0355D1,0x034B85
1134,0x0355F8,0x035613,6,27,13,,"
狩猎区内有很多特别的精灵哟",0x0355F9,0x034B87
1135,0x035614,0x035638,6,36,17,,"
奇怪,我的波波不知又飞到什么地方去了",0x035615,0x034B89
1136,0x035639,0x035661,6,40,18,,"
据说狩猎区有人曾经见过传说中的精灵呢...",0x03563A,0x034B8B
1137,0x035662,0x03567D,6,27,13,,"
听说石英高原的四天王很厉害",0x035663,0x034B8D
1138,0x03567E,0x035690,6,18,8,,"
你有经常看电视吗?",0x03567F,0x034B8F
1139,0x035691,0x0356A9,6,24,11,,"
这个世上有多少种精灵呢?",0x035692,0x034B91
1140,0x0356AA,0x0356D0,6,38,17,,"
你想要打败这个训练道馆啊...还是放弃吧",0x0356AB,0x034B93
1141,0x0356D1,0x0356E5,6,20,8,,"
我今天又胜了...哈哈",0x0356D2,0x034B95
1142,0x0356E6,0x0356F7,6,17,8,,"
道场的老头很厉害",0x0356E7,0x034B97
1143,0x0356F8,0x03571E,6,38,18,,"
想不到吧,我们在这个小岛生活了好多年呢",0x0356F9,0x034B99
1144,0x03571F,0x035736,6,23,8,,"
今天好虚啊...太累了...",0x035720,0x034B9B
1145,0x035737,0x03574F,6,24,11,,"
火系精灵碰上水系就惨了!",0x035738,0x034B9D
1146,0x035750,0x03576D,6,29,14,,"
欢迎带着珍贵精灵的客人来这里",0x035751,0x034B9F
1147,0x03576E,0x035783,6,21,10,,"
这里每天进行精灵研究",0x03576F,0x034BA1
1148,0x035784,0x0357AF,6,43,20,,"
我曾经在月见山找到的化石居然在这里复活了!!",0x035785,0x034BA3
1149,0x0357B0,0x0357C7,6,23,11,,"
现在的技术真的很先进呢",0x0357B1,0x034BA5
1150,0x0357C8,0x0357EF,6,39,17,,"
对了,伊布能进化的形态据说不只三种呢...",0x0357C9,0x034BA7
1151,0x0357F0,0x03580C,6,28,11,,"
你好,未来的冠军...祝你好运!",0x0357F1,0x034BA9
1152,0x03580D,0x03582A,6,29,12,,"
四天王都很厉害,你要小心啊...",0x03580E,0x034BAB
1153,0x03582B,0x03584C,6,33,13,,"
龙系的精灵很强...没有什么弱点...",0x03582C,0x034BAD
1154,0x03584D,0x035876,6,41,19,,"
如果胜利的话,就可以进入下一个房间,加油啊",0x03584E,0x034BAF
1155,0x035877,0x035894,6,29,13,,"
小茂姐姐:爷爷有任务交给你啊!",0x035878,0x034BB1
1156,0x035895,0x0358AB,6,22,10,,"
该怎么吧这家伙弄醒呢?",0x035896,0x034BB3
1157,0x0358AC,0x0358BC,6,16,7,,"
触动了一个开关!",0x0358AD,0x034BB5
1158,0x0358BD,0x0358D2,6,21,9,,"
这么好的化石不要嘛?!",0x0358BE,0x034BB7
1159,0x0358D3,0x0358F4,6,33,15,,"
使用怪兽的人不同,结果就有好有坏!",0x0358D4,0x034BB9
1160,0x0358F5,0x035920,6,43,20,,"
世上有很多人用怪兽作恶,那些混蛋就是火箭团!",0x0358F6,0x034BBB
1161,0x035921,0x035941,6,32,14,,"
物价太高了,也没人出来管一管,唉!",0x035922,0x034BBD
1162,0x035942,0x035962,6,32,15,,"
即使相同等级的怪兽强度也不一样.",0x035943,0x034BBF
1163,0x035963,0x03597E,6,27,10,,"
我的怪兽力量都用尽了......",0x035964,0x034BC1
1164,0x03597F,0x0359B9,6,58,25,,"
等级越高怪兽越强,但怪兽根据类型也有不擅长作战的对手......",0x035980,0x034BC3
1165,0x0359BA,0x0359DD,6,35,17,,"
不知什么时候草丛里会突然窜出精灵呢",0x0359BB,0x034BC5
1166,0x0359DE,0x035A01,6,35,17,,"
到大城市里去会认识很多优秀的训练师",0x0359DF,0x034BC7
1167,0x035A02,0x035A26,6,36,17,,"
你去过金黄市吗,听说那里有很高的大楼",0x035A03,0x034BC9
1168,0x035A27,0x035A5E,6,55,26,,"
我也想拥有传说中的精灵,可是到底哪儿才有传说中的精灵呢?",0x035A28,0x034BCB
1169,0x035A5F,0x035A9E,6,63,30,,"
看你的能力一定是训练师新手吧.告诉你要时刻关心自己的精灵状态哦!",0x035A60,0x034BCD
1170,0x035A9F,0x035AC9,6,42,19,,"
有飞行系的精灵就能带我飞向远方的城市了...",0x035AA0,0x034BCF
1171,0x035ACA,0x035AD9,6,15,7,,"
今天是个好天气",0x035ACB,0x034BD1
1172,0x035ADA,0x035AF7,6,29,13,,"
心情不错,偷偷告诉你我恋爱了!",0x035ADB,0x034BD3
1173,0x035AF8,0x035B24,6,44,21,,"
大海很宽阔啊,如果会冲浪术的话就能横渡大海了",0x035AF9,0x034BD5
1174,0x035B25,0x035B57,6,50,24,,"
你听过吗?在枯叶市上的铁达尼号上都是有钱的训练师呢",0x035B26,0x034BD7
1175,0x035B58,0x035B7B,6,35,17,,"
在月见山上的晚上偶尔会有皮皮出现呢",0x035B59,0x034BD9
1176,0x035B7C,0x035BAA,6,46,22,,"
宝石大陆你知道吗?我年轻时就是在宝石大陆修行呢",0x035B7D,0x034BDB
1177,0x035BAB,0x035BCE,6,35,17,,"
在精灵体力低下的时候要赶紧使用伤药",0x035BAC,0x034BDD
1178,0x035BCF,0x035BF1,6,34,16,,"
我不明白怎么照顾精灵,要加紧学习呢",0x035BD0,0x034BDF
1179,0x035BF2,0x035C1A,6,40,19,,"
我的精灵老是不听我的话,如果有徽章就好了",0x035BF3,0x034BE1
