pointer_reference_hex,chinese_target_hex,chinese_record_index,chinese_text,english_target_hex,english_entry_index,english_offset_hex,english_storage,english_text,fidelity_status,review_note
0x03AF2E,0x03BC17,1573,"
职员:今天运气不好",0x03B6D9,1475,0x03B6D9,ascii,You need a strategyto win!,pending_semantic_review,
0x03AF30,0x03BC2A,1574,"
职员:真是运气不好啊",0x03B6F4,1476,0x03B6F4,ascii,"Go with Grimer, and...and then...",pending_semantic_review,
0x03AF32,0x03BC3F,1575,"
大叔:宠物精灵之笛之所以可以叫醒睡着的宠物精灵是因为它可以发出人听不到的特殊声音",0x03BA87,1504,0x03BA87,ascii,I road uphill on Cycling Road from Fuchsia!,pending_semantic_review,
0x03AF34,0x03BC90,1576,"
阿姨:我是从枯叶市来的",0x03BA58,1503,0x03BA58,ascii,My sister's so im- mature! She drives me nuts!,pending_semantic_review,
0x03AF36,0x03BCA7,1577,"
营业员:您是我们这里新开店的一百位幸运顾客,本店特别送您一支矿泉水做纪念!!",0x03BCA7,1522,0x03BCA7,ascii,Hi! Would you care for some lemonade? It'll quench your thirst!,pending_semantic_review,
0x03AF38,0x03BCF1,1578,"
得到矿泉水",0x03BCE8,1523,0x03BCE8,ascii,Got Lemonade!,pending_semantic_review,
0x03AF3A,0x03BCFD,1579,"
小红:我是绘图师,画你的人就是我喔!",0x03BCF6,1524,0x03BCF6,ascii,My friend and I aretrading Pok@mon!,pending_semantic_review,
0x03AF3C,0x03BD20,1580,"
卡美优:我是写剧本的...比卡丘很可爱吧!",0x03BD1A,1525,0x03BD1A,ascii,Caught Pok@mon are given ID numbers.,pending_semantic_review,
0x03AF3E,0x03BD47,1581,"
魏村夫:我吗?我是程序师,多多关照!",0x03BD3F,1526,0x03BD3F,ascii,My buddy's sending me her Kangaskhan!,pending_semantic_review,
0x03AF40,0x03BD69,1582,"
BOSS:哎呀!我是BOSS!要集全所有的宠物精灵很难,不过好好加油吧!如果全部集全的话就去告诉卡美优吧!",0x03BD65,1527,0x03BD65,ascii,I heard you can seeghosts using Silph Co.'s Silph Scope!,pending_semantic_review,
0x03AF42,0x03BDC7,1583,"
蓓蓓:没有我不知道的事,就连电玩里的世界也一样!这只依布就送给你吧!",0x03BAB6,1505,0x03BAB6,ascii,"I'm looking for a good home for my Eevee, would you like him?",pending_semantic_review,
0x03AF44,0x03BE09,1584,"
得到依布",0x03A60F,1349,0x03A60F,ascii,Got Eevee!,pending_semantic_review,
0x03AF46,0x03BE13,1585,"
小李:被你发现了...我的事千万不要告诉任何人,这个给你拜托了!",0x03BE0E,1533,0x03BE0E,ascii,"Are you taking the gym challenge too? Here, this'll be helpful!",pending_semantic_review,
0x03AF48,0x03BE4F,1586,"
得到特技02飞天",0x03BE50,1534,0x03BE50,ascii,Got HM 02 Fly,pending_semantic_review,
0x03AF4A,0x03BE5F,1587,"
裁判:哈哈哈,这个道馆好啊,都是女生!",0x03B7C8,1485,0x03B7C8,ascii,Welcome to Celadon Pok@mon Gym!,pending_semantic_review,
0x03AF4C,0x03BE83,1588,"
女生:喂!这里是只有女孩才能进入的!",0x03B835,1488,0x03B835,ascii,You're not allowed in here!,pending_semantic_review,
0x03AF4E,0x03BEA6,1589,"
水手:你一定会被佳丽亚打败的!",0x03B7E8,1486,0x03B7E8,ascii,You're mean!,pending_semantic_review,
0x03AF50,0x03BEC4,1590,"
大姐姐:呀!这里都是女人真是无聊死了!",0x03B851,1489,0x03B851,ascii,I was getting bored,pending_semantic_review,
0x03AF52,0x03BEE9,1591,"
大姐姐:真无聊",0x03B865,1490,0x03B865,ascii,My makeup!,pending_semantic_review,
0x03AF54,0x03BEF8,1592,"
大姐姐:看,这是我的宠物精灵!草系的好处就是养起来很轻松!",0x03B870,1491,0x03B870,ascii,Grass Pok@mon are easy to raise!,pending_semantic_review,
0x03AF56,0x03BF30,1593,"
大姐姐:你真强",0x03B892,1492,0x03B892,ascii,They also help makeflower arrangements,pending_semantic_review,
0x03AF58,0x03BF3F,1594,"
女孩:你在看我!?",0x03B8B9,1493,0x03B8B9,ascii,Don't underestimategirl power!,pending_semantic_review,
0x03AF5A,0x03BF50,1595,"
女孩:你真的没有偷看吗?最近有很多这种人哦!",0x03B8D8,1494,0x03B8D8,ascii,I didn't have my best Pok@mon!,pending_semantic_review,
0x03AF5C,0x03BF7B,1596,"
迷你裙:喂,虫系和火系的精灵别带到这里来!",0x03B8F9,1495,0x03B8F9,ascii,Aren't you the peeping Tom?,pending_semantic_review,
0x03AF5E,0x03BFA4,1597,"
迷你裙:就是它!",0x03B919,1496,0x03B919,ascii,"Sorry, we get a lotof gawkers.",pending_semantic_review,
0x03AF60,0x03BFB4,1598,"
女孩:欢迎来到彩虹道场!不要以为这里都是女孩子就大意了喔!",0x03B938,1497,0x03B938,ascii,Don't bring fire orbug Pok@mon in here,pending_semantic_review,
0x03AF62,0x03BFED,1599,"
女孩:还蛮行的!",0x03B95F,1498,0x03B95F,ascii,Oh! You!,pending_semantic_review,
0x03AF64,0x03BFFD,1600,"
大姐姐:你的兴趣是?",0x03B968,1499,0x03B968,ascii,Nice to meet you.,pending_semantic_review,
0x03AF66,0x03C011,1601,"
大姐姐:下个礼拜要相亲...",0x03B97A,1500,0x03B97A,ascii,I have a blind datesoon.,pending_semantic_review,
0x03AF68,0x03C02B,1602,"
佳丽亚:今天天气真好!欢迎光临我是彩虹道场的佳丽亚!兴趣是插花哎呀!讨厌,你是来比赛的吗?我是不会输的!",0x03B993,1501,0x03B993,ascii,"Hello, I am Erika, leader of this gym.You wish to battle me? Very well, but I shall not lose.",pending_semantic_review,
0x03AF6A,0x03C08E,1603,"
佳丽亚:真是强啊!这个彩虹徽章就奉送给您吧,有了这个徽章就能使用怪力术了!",0x03B9F1,1502,0x03B9F1,ascii,I concede defeat.I confer to you the Rainbow badge. You can use the HM Strength outside ofbattle.,pending_semantic_review,
0x03AF6C,0x03C0D6,1604,"
火箭队:我是在这里看守这张海报的,妨碍我的话可是要尝到苦头的哦!",0x03C0D6,1550,0x03C0D6,graphical_codes,"<B5A2><B5A3><B5A4>:<B1C2><B0C2><B0B8><B0EE><B0BF><B0FD><B3DF><B0EE><B6F9><B6FC><B9A3><B0BC>,<B3C5><B3C6><B1C2><B0BC><B1EF><B0DE><B0C2><B0C3><B7EA><B0DB><B3C0><B1B3><B0BC><B2DD>!",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03AF6E,0x03C115,1605,"
火箭队:可恶,这样下去的话火箭队的基地会被发现的!要赶快和老大联络才行!",0x03C115,1551,0x03C114,graphical_codes,"<0A><B5A2><B5A3><B5A4>:<B0DE><B5E0>,<B0EE><B2DA><B0F9><B0C7><B0BC><B1EF><B5A2><B5A3><B5A4><B0BC><B9A4><B3BB><B1F9><B1B6><B2F4><B2F5><B0BC>!<B0C3><B1F3><B2EC><B0C9><B2CE><B1BE><B3CE><B9A5><B1F2><B3A9>!",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03AF70,0x03C15B,1606,"
啊?在海报的后面有秘密按钮!按按看吧!",0x03BAF9,1506,0x03BAF9,ascii,There's a switch! Let's push it.,pending_semantic_review,
0x03AF72,0x03C180,1607,"
火箭队:你是什么人?如何进到这里来的?",0x03BB1B,1507,0x03BB1B,ascii,You broke into our operation?,pending_semantic_review,
0x03AF74,0x03C1A5,1608,"
火箭队:可恶...你竟然小看我们火箭队!",0x03BB39,1508,0x03BB39,ascii,You won't get away with this!,pending_semantic_review,
0x03AF76,0x03C1CA,1609,"
火箭队:悄悄潜入火箭队的是什么家伙?",0x03BB57,1509,0x03BB57,ascii,Who are you? How'd you get here!?,pending_semantic_review,
0x03AF78,0x03C1EE,1610,"
火箭队:混蛋别想轻松的向前进!",0x03BB79,1510,0x03BB79,ascii,Oww! Beaten!,pending_semantic_review,
0x03AF7A,0x03C20C,1611,"
火箭队:老大说过使用精灵眼镜可看到平时看不到的幽灵...",0x03BB86,1511,0x03BB86,ascii,Do you really thinkyou can reach our Boss?,pending_semantic_review,
0x03AF7C,0x03C242,1612,"
火箭队:你太嚣张了!!",0x03BBB2,1512,0x03BBB2,ascii,I surrender!,pending_semantic_review,
0x03AF7E,0x03C257,1613,"
火箭队:你到这里的目的是什么",0x03BBBF,1513,0x03BBBF,ascii,This won't do!,pending_semantic_review,
0x03AF80,0x03C274,1614,"
火箭队:我明白了,请走好",0x03BBCE,1514,0x03BBCE,ascii,I'll talk! Take theelevator to see my Boss!,pending_semantic_review,
0x03AF82,0x03C28C,1615,"
火箭队:发现侵入者!",0x03BBFA,1515,0x03BBFA,ascii,Intruder alert!,pending_semantic_review,
0x03AF84,0x03C2A0,1616,"
火箭队:在找精灵眼镜吗?我不知道",0x03BC0A,1516,0x03BC0A,ascii,I don't know where the Silph Scope is!,pending_semantic_review,
0x03AF86,0x03C2C0,1617,"
火箭队:跟火箭队作对没有前途的!",0x03BC31,1517,0x03BC31,ascii,We heard you were coming!,pending_semantic_review,
0x03AF88,0x03C2E0,1618,"
火箭队:精灵眼镜不就是老大在南晶开发部中偷的东西!",0x03BC4C,1518,0x03BC4C,ascii,What? I lost?,pending_semantic_review,
0x03AF8A,0x03C312,1619,"
火箭队:我什么都不知道!",0x03BDC6,1530,0x03BDC5,ascii,"Are you lost, brat?",pending_semantic_review,
0x03AF8C,0x03C32A,1620,"
火箭队:真的不知道!",0x03BC9C,1521,0x03BC9C,ascii,"No, Why..?",pending_semantic_review,
0x03AF8E,0x03C33E,1621,"
大姐头:来的正好!",0x03BC5A,1519,0x03BC5A,ascii,Stop meddling in our affairs!,pending_semantic_review,
0x03AF90,0x03C350,1622,"
火箭队:有胆就尽管去找我们老大!!",0x03BC7A,1520,0x03BC7A,ascii,The Silph Scope's here somwhere.,pending_semantic_review,
0x03AF92,0x03C371,1623,"
火箭队:好大的胆子还敢到这里来捣乱!!",0x03BE5E,1535,0x03BE5E,ascii,"Jesse: Aha! I smella little brat! James:Hold it rightthere, brat! Our Boss is over here! Meowth: You better not disturb him!",pending_semantic_review,
0x03AFB4,0x03C515,1640,"
老大:哈哈!你真有办法能到这里!这是将世界上的宠物用来交易的火箭队总部,我就是火箭队的老大,我的名字叫沙奇!!想反抗我只有自讨苦吃",0x03BDE2,1532,0x03BDE2,ascii,"So,I must say, I amimpressed you got here!",pending_semantic_review,
0x03AFB6,0x03C592,1641,"
老大:怎...怎么可能?你相当珍惜和爱护宠物精灵啊,我是无法理解...正好我还有要事就不奉陪了!(老大隐掉)",0x03BF2D,1537,0x03BF2D,ascii,I see you raise Pok@mon with utmostcare. A child like you would never understand what I hope to achieve. I shall step aside this time! I hope we meet again...,pending_semantic_review,
0x03AFB8,0x03C5F4,1642,"
得到精灵眼镜",0x03BFD6,1538,0x03BFD6,ascii,Got Silph Scope!,pending_semantic_review,
0x03AFBA,0x03C602,1643,"
修女:......",0x03BD9E,1528,0x03BD9E,ascii,Urrg...Awaa...graa,pending_semantic_review,
0x03AFBC,0x03C60F,1644,"
修女:啊?我做了什么?对不起!被邪恶的力量附身而暴乱...",0x03BDB1,1529,0x03BDB1,ascii,Huh?What am I doing,pending_semantic_review,
0x03AFBE,0x03C644,1645,"
修女:一起诅咒吧...",0x03BFE7,1539,0x03BFE7,ascii,Kekeke...Kwaaah!,pending_semantic_review,
0x03AFC0,0x03C658,1646,"
修女:啊?我是怎么了?",0x03BFF8,1540,0x03BFF8,ascii,Hwa! I'm saved!,pending_semantic_review,
0x03AFC2,0x03C66D,1647,"
修女:你能赢吗?",0x03C04F,1545,0x03C04F,ascii,Huhuhu...,pending_semantic_review,
0x03AFC4,0x03C67D,1648,"
修女:啊?我是怎么了?",0x03C059,1546,0x03C059,ascii,May the souls of Pok@mon rest in peace...,pending_semantic_review,
0x03AFC6,0x03C692,1649,"
神婆:呜呜...幽灵...",0x03C02D,1543,0x03C02D,ascii,Kwaaah!,pending_semantic_review,
0x03AFC8,0x03C6A7,1650,"
神婆:啊?这是...",0x03C035,1544,0x03C035,ascii,We need the Silph Scope!,pending_semantic_review,
0x03AFCA,0x03C6B8,1651,"
修女:把灵魂交...出来!",0x03C008,1541,0x03C008,ascii,Begone evil spirit!,pending_semantic_review,
0x03AFCC,0x03C6CF,1652,"
修女:我是累了...",0x03C01C,1542,0x03C01C,ascii,The spirit left.,pending_semantic_review,
0x03AFCE,0x03C6E1,1653,"
神婆:可恶...",0x03C088,1547,0x03C088,ascii,Join...Us...,pending_semantic_review,
0x03AFD0,0x03C6EF,1654,"
神婆:晕晕的,我难道贫血吗?",0x03C096,1548,0x03C096,ascii,Step in the magic circle to heal yourPok@mon.,pending_semantic_review,
0x03AFD2,0x03C70A,1655,"
修女:僵尸啊...",0x03C0C5,1549,0x03C0C5,ascii,Ghost! Kwaaaaah!,pending_semantic_review,
0x03AFD4,0x03C71A,1656,"
修女:我的意识恢复了",0x03C15A,1552,0x03C15A,ascii,Was I dreaming?,pending_semantic_review,
0x03AFD6,0x03C72F,1657,"
修女:康儿...康儿...",0x03C16A,1553,0x03C16A,ascii,Give me your soul!,pending_semantic_review,
0x03AFD8,0x03C744,1658,"
修女:颤抖了...",0x03C17D,1554,0x03C17D,ascii,I was possessed.,pending_semantic_review,
0x03AFDA,0x03C754,1659,"
神婆:嘻嘻...嘻嘻...",0x03C1A2,1557,0x03C1A2,ascii,Urgah...Urff...,pending_semantic_review,
0x03AFDC,0x03C769,1660,"
神婆:嘻嘻...我到底是怎么了?",0x03C1B2,1558,0x03C1B2,ascii,I was controlled by evil spirits.,pending_semantic_review,
0x03AFDE,0x03C786,1661,"
修女:伤心啊...",0x03C18E,1555,0x03C18E,ascii,Zombies!,pending_semantic_review,
0x03AFE0,0x03C796,1662,"
修女:有什么从我身体里飞出...",0x03C197,1556,0x03C197,ascii,Huh? What?,pending_semantic_review,
0x03AFE2,0x03C7B4,1663,"
离开!离开这里!...",0x03C1D6,1559,0x03C1D6,ascii,Begone...intruders.,pending_semantic_review,
0x03AFE4,0x03C7C7,1664,"
使用精灵眼镜看穿幽灵的真正身份!",0x03C1EA,1560,0x03C1EA,ascii,The Silph Scope identified the Marowak ghost.,pending_semantic_review,
0x03AFE6,0x03C7E8,1665,"
小智:原来幽灵的真正身份是温柔的可拉可拉的妈妈...",0x03C21F,1561,0x03C21F,ascii,The Ghost was the restless soul of Cubone's mother! Her soul was calmedand she departed tothe afterlife.,pending_semantic_review,
0x03AFE8,0x03C81A,1666,"
火箭队:这个吉野老头真难缠!不打败我们是救不了吉野老头的!",0x03C28D,1562,0x03C28D,ascii,"Jessie: Stop right there! Meowth: Grampa herewanted to complain,so we're setting him straight. James: So render yourself invisible,or prepare to fight!",pending_semantic_review,
0x03B008,0x03C9B1,1682,"
吉野:你是来救我的吗?谢谢你...我是来告诫可拉可拉的母亲嘎拉嘎拉之灵而来的,看样子嘎拉嘎拉到天国去了!真要感谢你们特地来这!那现在跟我一起回家",0x03C370,1564,0x03C370,ascii,Fuji:Heh? You came to save me? Thank you. I came here tocalm the soul of Cubone's mother. I think her spirit isat rest and moved on. I must thank you. Follow me to my home.,pending_semantic_review,
0x03B00A,0x03CA3B,1683,"
吉野:小智在完成精灵图鉴的时候如果不对精灵们付出爱心想完成是很困难的...也不知该如何帮助你,这给你吧!",0x03C424,1565,0x03C424,ascii,"Here Ash, I think this Pok@Flute willhelp you on your quest.",pending_semantic_review,
0x03B00C,0x03CA9F,1684,"
吉野:吹起宠物精灵笛就算是熟睡的精灵也会跳起,遇到睡着的精灵使用看看吧!",0x03C464,1566,0x03C464,ascii,The Pok@Flute will wake any sleeping Pok@mon.,pending_semantic_review,
0x03B00E,0x03CAE6,1685,"
使用精灵笛唤醒睡着的卡比兽",0x03CAE7,1603,0x03CAE7,ascii,The Pok@mon woke up,pending_semantic_review,
0x03B010,0x03CB02,1686,"
钓鱼者:这里是有名的钓鱼区",0x03CAFB,1604,0x03CAFB,ascii,I got a bite here!,pending_semantic_review,
0x03B012,0x03CB1D,1687,"
钓鱼者:你不喜欢钓鱼吗?",0x03CB0E,1605,0x03CB0E,ascii,Just a small fry!,pending_semantic_review,
0x03B014,0x03CB35,1688,"
钓鱼者:水上也有很多精灵哦",0x03CB20,1606,0x03CB20,ascii,Fishing's a waitinggame!,pending_semantic_review,
0x03B016,0x03CB50,1689,"
钓鱼者:水系精灵最可爱!",0x03CB39,1607,0x03CB39,ascii,That one got away!,pending_semantic_review,
0x03B018,0x03CB68,1690,"
钓鱼者:你看不到我在钓鱼吗?",0x03CB64,1610,0x03CB64,ascii,I would rather be working!,pending_semantic_review,
0x03B01A,0x03CB84,1691,"
钓鱼者:算了...鱼都让你吓跑了",0x03CB80,1611,0x03CB80,ascii,It's not easy...,pending_semantic_review,
0x03B01C,0x03CBA2,1692,"
钓鱼者:我有好动西,要看吗",0x03CB91,1612,0x03CB91,ascii,You never know whatyou'll catch!,pending_semantic_review,
0x03B01E,0x03CBBC,1693,"
钓鱼者:水系精灵克火系的哦",0x03CBB2,1613,0x03CBB2,ascii,Lost it!,pending_semantic_review,
0x03B020,0x03CBD7,1694,"
电气团:在这里我的精灵难碰敌手",0x03CBBB,1614,0x03CBBB,ascii,Electricity is my specialty!,pending_semantic_review,
0x03B022,0x03CBF6,1695,"
电气团:居然栽跟头了...",0x03CBD9,1615,0x03CBD9,ascii,Water conducts electricity.,pending_semantic_review,
0x03B024,0x03CC0E,1696,"
侦察员:我什么要求都没有",0x03CBF5,1616,0x03CBF5,ascii,Water calms my mind,pending_semantic_review,
0x03B026,0x03CC27,1697,"
侦察员:我不是可疑的人哪",0x03CC09,1617,0x03CC09,ascii,Pok@mon battles arerelaxing as well.,pending_semantic_review,
0x03B028,0x03CC40,1698,"
女孩:水系精灵好漂亮",0x03CB4C,1608,0x03CB4C,ascii,You like fishing?,pending_semantic_review,
0x03B02A,0x03CC55,1699,"
女孩:你不喜欢吗?",0x03CB5E,1609,0x03CB5E,ascii,Ouch!,pending_semantic_review,
0x03B02C,0x03CC67,1700,"
捉鸟人:速度才是一切",0x03CC68,1620,0x03CC68,ascii,Bird Watcher Vs. Pok@mon Kid!,pending_semantic_review,
0x03B02E,0x03CC7C,1701,"
捉鸟人:失败了我的想法也不变!",0x03CC88,1621,0x03CC88,ascii,You beat me at Pok@mon.,pending_semantic_review,
0x03B030,0x03CC9A,1702,"
女孩:随便的人走开",0x03CC2E,1618,0x03CC2E,ascii,I saw a large Pok@-mon sleeping here!,pending_semantic_review,
0x03B032,0x03CCAD,1703,"
女孩:对不起,误会你了",0x03CC54,1619,0x03CC54,ascii,Snorlax love to nap,pending_semantic_review,
0x03B034,0x03CCC3,1704,"
大姐姐:你的样子让我的口水都流出来了",0x03CCA0,1622,0x03CCA0,ascii,"Sure,I'll play withyou!",pending_semantic_review,
0x03B036,0x03CCE8,1705,"
大姐姐:我知错了...",0x03CCB8,1623,0x03CCB8,ascii,You little brute!,pending_semantic_review,
0x03B038,0x03CCFC,1706,"
大姐姐:你说什么,我没有魅力吗?",0x03CCCA,1624,0x03CCCA,ascii,I'm told I'm good for a kid!,pending_semantic_review,
0x03B03A,0x03CD1B,1707,"
大姐姐:你说的是对的",0x03CCE8,1625,0x03CCE8,ascii,Ohh! I lost!,pending_semantic_review,
0x03B03C,0x03CD30,1708,"
女孩:又是你!!",0x03CCF5,1626,0x03CCF5,ascii,Your Badges are so cool!,pending_semantic_review,
0x03B03E,0x03CD3F,1709,"
女孩:我们还真有缘啊",0x03CD0E,1627,0x03CD0E,ascii,You're very strong!,pending_semantic_review,
0x03B040,0x03CD54,1710,"
女孩:别在我眼前走来走去",0x03CD22,1628,0x03CD22,ascii,Want to battle withme?,pending_semantic_review,
0x03B042,0x03CD6D,1711,"
女孩:我不该欺人太甚",0x03CD39,1629,0x03CD39,ascii,It's over already?,pending_semantic_review,
0x03B044,0x03CD82,1712,"
捉鸟人:我是鸟类训练专家",0x03CD4C,1630,0x03CD4C,ascii,I always go with bird Pok@mon!,pending_semantic_review,
0x03B046,0x03CD9B,1713,"
捉鸟人:你的精灵的确比我强",0x03CD6D,1631,0x03CD6D,ascii,I wish I could fly.,pending_semantic_review,
0x03B048,0x03CDB6,1714,"
捉鸟人:别以为打败了我大哥我就服你!!",0x03CD81,1632,0x03CD81,ascii,The wind's blowing my way!,pending_semantic_review,
0x03B04A,0x03CDDB,1715,"
捉鸟人:我无话可说了",0x03CD9C,1633,0x03CD9C,ascii,I'm beat.,pending_semantic_review,
0x03B04C,0x03CDF0,1716,"
暴走族:你喜欢速度吗?一起来吧",0x03CDA6,1634,0x03CDA6,ascii,What're you lookin'at?,pending_semantic_review,
0x03B04E,0x03CE0E,1717,"
暴走族:不该强人所难的",0x03CDBD,1635,0x03CDBD,ascii,Get lost!,pending_semantic_review,
0x03B050,0x03CE25,1718,"
捉鸟人:飞吧!我的精灵!!",0x03CDC7,1636,0x03CDC7,ascii,My bird Pok@mon want to fight!,pending_semantic_review,
0x03B052,0x03CE3D,1719,"
捉鸟人:什么都完了...",0x03CDE9,1637,0x03CDE9,ascii,My bird combo lost?,pending_semantic_review,
0x03B054,0x03CE53,1720,"
捉鸟人:你去过狩猎区吗",0x03CDFD,1638,0x03CDFD,ascii,My birds are the best!,pending_semantic_review,
0x03B056,0x03CE6A,1721,"
捉鸟人:那里有很多珍贵的精灵...",0x03CE16,1639,0x03CE16,ascii,Oh man!,pending_semantic_review,
0x03CE8E,0x03D0A8,1722,"
大婶婶:鸟类精灵是虫系精灵的克星!",0x03CE1E,1640,0x03CE1E,ascii,My Pok@mon wish to meet you!,pending_semantic_review,
0x03CE90,0x03D0CA,1723,"
大婶婶:原来你懂这个道理啊",0x03CE3B,1641,0x03CE3B,ascii,"Wow,You totally won",pending_semantic_review,
0x03CE92,0x03D0E5,1724,"
捉鸟人:你得罪我了",0x03CE4F,1642,0x03CE4F,ascii,My bird Pok@mon areready!,pending_semantic_review,
0x03CE94,0x03D0F8,1725,"
捉鸟人:没事...",0x03CE69,1643,0x03CE69,ascii,Not ready yet.,pending_semantic_review,
0x03CE96,0x03D108,1726,"
暴走族:老子要教训你",0x03D0C2,1647,0x03D0C2,ascii,"C'mon, Let's go!",pending_semantic_review,
0x03CE98,0x03D11D,1727,"
暴走族:我最喜欢有实力的人!",0x03D0D3,1648,0x03D0D3,ascii,Arrg! Get lost!,pending_semantic_review,
0x03CE9A,0x03D139,1728,"
捉鸟人:我有只珍贵的精灵",0x03D0E3,1649,0x03D0E3,ascii,Can your Pok@mon fly?,pending_semantic_review,
0x03CE9C,0x03D152,1729,"
捉鸟人:怎么样?不错吧...",0x03D0FB,1650,0x03D0FB,ascii,Best way to travel!,pending_semantic_review,
0x03CE9E,0x03D16B,1730,"
捉鸟人:拥有连续攻击能力的我你没有胜算",0x03D16B,1656,0x03D16B,graphical_codes,<B3E7><B8A7><B2B5>:<B6A9><B0AE><B6BA><B4D7><B4AB><B4AC><B0EC><B0E3><B0BC><B1C2><B0C5><B2B6><B0AE><B3F9><B3D0>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03CEA0,0x03D192,1731,"
捉鸟人:又说大话了",0x03D192,1657,0x03D191,graphical_codes,<0A><B3E7><B8A7><B2B5>:<B5B0><B1E7><B1BE><B1EF><B0F8>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03CEA2,0x03D1A5,1732,"
大姐姐:好可爱的样子哦",0x03CE78,1644,0x03CE78,ascii,"Sure, I'll fight!",pending_semantic_review,
0x03CEA4,0x03D1BC,1733,"
大姐姐:不要走吧,陪姐姐我说说话嘛",0x03D0A7,1646,0x03D0A7,ascii,"Win,lose,it doesn'tmatter.",pending_semantic_review,
0x03CEA6,0x03D1DE,1734,"
女孩:请多关照",0x03D10F,1651,0x03D10F,ascii,Do you use TMs?,pending_semantic_review,
0x03CEA8,0x03D1ED,1735,"
女孩:输的心服口服",0x03D11F,1652,0x03D11F,ascii,"Aww,bummer!",pending_semantic_review,
0x03CEAA,0x03D200,1736,"
暴走族:偶看你不惯!",0x03D157,1655,0x03D157,ascii,I need to burn time,pending_semantic_review,
0x03CEAC,0x03D214,1737,"
暴走族:现在看惯了,没事",0x03D1A4,1658,0x03D1A4,ascii,What? You!,pending_semantic_review,
0x03CEAE,0x03D22C,1738,"
暴走族:看你的样子一定不像好人!!",0x03D1AF,1659,0x03D1AF,ascii,Pok@mon fight? Cool,pending_semantic_review,
0x03CEB0,0x03D24D,1739,"
暴走族:你应该很讲义气吧!",0x03D1C3,1660,0x03D1C3,ascii,Blown away!,pending_semantic_review,
0x03CEB2,0x03D267,1740,"
女孩:糟了,你碰了我一下!",0x03D12B,1653,0x03D12B,ascii,I use TMs I bought!,pending_semantic_review,
0x03CEB4,0x03D280,1741,"
女孩:要是怀孕了怎么办...",0x03D13F,1654,0x03D13F,ascii,HMs are harder to get.,pending_semantic_review,
0x03CEB6,0x03D29A,1742,"
大姐姐:你是我第五十二任男朋友",0x03D1CF,1661,0x03D1CF,ascii,Have you heard of legendary Pok@mon?,pending_semantic_review,
0x03CEB8,0x03D2B9,1743,"
大姐姐:算了,放过你吧...",0x03D1F5,1662,0x03D1F5,ascii,There's 3 legendarybirds!,pending_semantic_review,
0x03CEBA,0x03D2D2,1744,"
捉鸟人:明白我的力量还不滚",0x03D20F,1663,0x03D20F,ascii,You don't stand a chance!,pending_semantic_review,
0x03CEBC,0x03D2ED,1745,"
捉鸟人:请您慢走,哈哈",0x03D22A,1664,0x03D22A,ascii,Not good enough!,pending_semantic_review,
0x03CEBE,0x03D303,1746,"
捉鸟人:我是专业捉鸟人",0x03D25A,1667,0x03D25A,ascii,What's cool?TradingPok@mon!,pending_semantic_review,
0x03CEC0,0x03D31A,1747,"
捉鸟人:今年我要参加精灵联盟大赛啊",0x03D276,1668,0x03D276,ascii,I trade with my friends.,pending_semantic_review,
0x03CEC2,0x03D33D,1748,"
女孩:谁叫你这么看人家的?",0x03D23B,1665,0x03D23B,ascii,"Oh,you're cute!",pending_semantic_review,
0x03CEC4,0x03D357,1749,"
女孩:可惜我有男朋友了...",0x03D24B,1666,0x03D24B,ascii,I forgive you!,pending_semantic_review,
0x03CEC6,0x03D371,1750,"
裁判:浅红道馆是栋有机关的房子.用眼睛是看不到墙的",0x03D292,1669,0x03D292,ascii,Yo Champ! This GYM has invisible wallsYou have to find the gaps in them.,pending_semantic_review,
0x03CEC8,0x03D3A3,1751,"
忍者:这里不是你能来的!",0x03D2DD,1670,0x03D2DD,ascii,Strategy is key!,pending_semantic_review,
0x03CECA,0x03D3BB,1752,"
忍者:你的忍术很厉害!",0x03D2EE,1671,0x03D2EE,ascii,Good strategy!,pending_semantic_review,
0x03CECC,0x03D3D1,1753,"
忍者:光只是力量强是没用的!你知道吗?最强的是技术!!",0x03D2FD,1672,0x03D2FD,ascii,Can you beat my techniques?,pending_semantic_review,
0x03CECE,0x03D404,1754,"
忍者:看来你已明白了",0x03D31C,1673,0x03D31C,ascii,I like poison and sleep techniques.,pending_semantic_review,
0x03CED0,0x03D419,1755,"
忍者:我对忍者充满幻想才进入这个浅红道馆的",0x03D3D8,1680,0x03D3D8,ascii,Master Koga comes from a long line ofninjas!,pending_semantic_review,
0x03CED2,0x03D444,1756,"
忍者:你的确很强大",0x03D406,1681,0x03D406,ascii,What do you descendfrom?,pending_semantic_review,
0x03CED4,0x03D457,1757,"
忍者:看你能过我这关吗?",0x03D3B7,1678,0x03D3B7,ascii,Stop right there!,pending_semantic_review,
0x03CED6,0x03D46F,1758,"
忍者:你过关了...",0x03D3C9,1679,0x03D3C9,ascii,I'm impressed!,pending_semantic_review,
0x03CED8,0x03D481,1759,"
忍者:你看来很有自信啊!",0x03D37C,1676,0x03D37C,ascii,I study the way of the Ninja!,pending_semantic_review,
