stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,source_capacity_bytes,compression,compression_justification,fidelity_comment,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x0363A1,MAIN,981,,Ordinary text,0x0363A1,0x030A5F,0x030A5F,,,310,0x030E42,海刺龙,ascii,Seadra,Seadra,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,"The Chinese species name unambiguously identifies Seadra, so its official English name is used.",,,,
MAIN:0x0363A8,MAIN,982,,Ordinary text,0x0363A8,0x030A61,0x030A61,,,311,0x030E4A,角金鱼,ascii,Goldeen,Goldeen,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"The Chinese species name unambiguously identifies Goldeen, so its official English name is used.",,,,
MAIN:0x0363B0,MAIN,983,,Ordinary text,0x0363B0,0x030A63,0x030A63,,,312,0x030E52,金鱼王,ascii,Seaking,Seaking,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"The Chinese species name unambiguously identifies Seaking, so its official English name is used.",,,,
MAIN:0x0363B8,MAIN,984,,Ordinary text,0x0363B8,0x030A65,0x030A65,,,313,0x030E5A,海星星,ascii,Staryu,Staryu,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,"The Chinese species name unambiguously identifies Staryu, so its official English name is used.",,,,
MAIN:0x0363BF,MAIN,985,,Ordinary text,0x0363BF,0x030A67,0x030A67,,,314,0x030E62,宝石海星,ascii,Starmie,Starmie,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"The Chinese species name unambiguously identifies Starmie, so its official English name is used.",,,,
MAIN:0x0363C7,MAIN,986,,Ordinary text,0x0363C7,0x030A69,0x030A69,,,315,0x030E6C,吸盘魔偶,ascii,Mr.Mime,Mr. Mime,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,The Chinese species name identifies Mr. Mime; the official English spacing and punctuation replace the cramped old form.,,,,
MAIN:0x0363CF,MAIN,987,,Ordinary text,0x0363CF,0x030A6B,0x030A6B,,,316,0x030E76,飞天螳螂,ascii,Scyther,Scyther,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"The Chinese species name unambiguously identifies Scyther, so its official English name is used.",,,,
MAIN:0x0363D7,MAIN,988,,Ordinary text,0x0363D7,0x030A6D,0x030A6D,,,317,0x030E80,迷唇姐,ascii,Jynx,Jynx,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,no,,"The Chinese species name unambiguously identifies Jynx, so its official English name is used.",,,,
MAIN:0x0363DC,MAIN,989,,Ordinary text,0x0363DC,0x030A6F,0x030A6F,,,318,0x030E88,电击兽,ascii,Electabuz,Electabuzz,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,The Chinese species name identifies Electabuzz; this restores the final z missing from the 2015 spelling.,,,,
MAIN:0x0363ED,MAIN,990,,Ordinary text,0x0363ED,0x030A73,0x030A73,,,320,0x030E9A,大甲,ascii,Pinsir,Pinsir,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese species name Dajia unambiguously identifies Pinsir in this Kanto species table.,,,,
MAIN:0x0363FB,MAIN,991,,Ordinary text,0x0363FB,0x030A77,0x030A77,,,322,0x030EA8,鲤鱼王,ascii,Magikarp,Magikarp,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,"The Chinese species name unambiguously identifies Magikarp, so its official English name is used.",,,,
MAIN:0x036404,MAIN,992,,Ordinary text,0x036404,0x030A79,0x030A79,,,323,0x030EB0,暴鲤龙,ascii,Gyarados,Gyarados,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,"The Chinese species name unambiguously identifies Gyarados, so its official English name is used.",,,,
MAIN:0x03640D,MAIN,993,,Ordinary text,0x03640D,0x030A7B,0x030A7B,,,324,0x030EB8,乘龙,ascii,Lapras,Lapras,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,"The Chinese species name unambiguously identifies Lapras, so its official English name is used.",,,,
MAIN:0x036414,MAIN,994,,Ordinary text,0x036414,0x030A7D,0x030A7D,,,325,0x030EBE,百变怪,ascii,Ditto,Ditto,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,"The Chinese species name unambiguously identifies Ditto, so its official English name is used.",,,,
MAIN:0x03641A,MAIN,995,,Ordinary text,0x03641A,0x030A7F,0x030A7F,,,326,0x030EC6,伊布,ascii,Eevee,Eevee,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,"The Chinese species name unambiguously identifies Eevee, so its official English name is used.",,,,
MAIN:0x036420,MAIN,996,,Ordinary text,0x036420,0x030A81,0x030A81,,,327,0x030ECC,水精灵,ascii,Vaporeon,Vaporeon,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,The Chinese water-evolution name unambiguously identifies Vaporeon.,,,,
MAIN:0x036429,MAIN,997,,Ordinary text,0x036429,0x030A83,0x030A83,,,328,0x030ED4,雷精灵,ascii,Jolteon,Jolteon,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,The Chinese electric-evolution name unambiguously identifies Jolteon.,,,,
MAIN:0x036431,MAIN,998,,Ordinary text,0x036431,0x030A85,0x030A85,,,329,0x030EDC,火精灵,ascii,Flareon,Flareon,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,The Chinese fire-evolution name unambiguously identifies Flareon.,,,,
MAIN:0x036441,MAIN,999,,Ordinary text,0x036441,0x030A89,0x030A89,,,331,0x030EEC,菊石兽,ascii,Omanyte,Omanyte,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"The Chinese species name unambiguously identifies Omanyte, so its official English name is used.",,,,
MAIN:0x036449,MAIN,1000,,Ordinary text,0x036449,0x030A8B,0x030A8B,,,332,0x030EF4,多刺菊石,ascii,Omastar,Omastar,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"The Chinese species name unambiguously identifies Omastar, so its official English name is used.",,,,
MAIN:0x036451,MAIN,1001,,Ordinary text,0x036451,0x030A8D,0x030A8D,,,333,0x030EFE,化石盔,ascii,Kabuto,Kabuto,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,"The Chinese species name unambiguously identifies Kabuto, so its official English name is used.",,,,
MAIN:0x036461,MAIN,1002,,Ordinary text,0x036461,0x030A91,0x030A91,,,335,0x030F0E,化石翼龙,ascii,Aerodactyl,Aerodactyl,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,10,no,,The Chinese fossil-winged-dragon name unambiguously identifies Aerodactyl.,,,,
MAIN:0x03646C,MAIN,1003,,Ordinary text,0x03646C,0x030A93,0x030A93,,,336,0x030F18,卡比兽,ascii,Snorlax,Snorlax,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"The Chinese species name unambiguously identifies Snorlax, so its official English name is used.",,,,
MAIN:0x036474,MAIN,1004,,Ordinary text,0x036474,0x030A95,0x030A95,,,337,0x030F20,急冻鸟,ascii,Articuno,Articuno,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,The Chinese ice-bird name unambiguously identifies Articuno.,,,,
MAIN:0x03647D,MAIN,1005,,Ordinary text,0x03647D,0x030A97,0x030A97,,,338,0x030F28,闪电鸟,ascii,Zapdos,Zapdos,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese lightning-bird name unambiguously identifies Zapdos.,,,,
MAIN:0x036484,MAIN,1006,,Ordinary text,0x036484,0x030A99,0x030A99,,,339,0x030F30,火焰鸟,ascii,Moltres,Moltres,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,The Chinese flame-bird name unambiguously identifies Moltres.,,,,
MAIN:0x03648C,MAIN,1007,,Ordinary text,0x03648C,0x030A9B,0x030A9B,,,340,0x030F38,迷你龙,ascii,Dratini,Dratini,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"The Chinese species name unambiguously identifies Dratini, so its official English name is used.",,,,
MAIN:0x036494,MAIN,1008,,Ordinary text,0x036494,0x030A9D,0x030A9D,,,341,0x030F40,哈克龙,ascii,Dragonair,Dragonair,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,"The Chinese species name unambiguously identifies Dragonair, so its official English name is used.",,,,
MAIN:0x03649E,MAIN,1009,,Ordinary text,0x03649E,0x030A9F,0x030A9F,,,342,0x030F48,快龙,ascii,Dragonite,Dragonite,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,"The Chinese species name unambiguously identifies Dragonite, so its official English name is used.",,,,
MAIN:0x0364F0,MAIN,1010,,Ordinary text,0x0364F0,0x0301AF,0x0301AF,,,192,0x03095A,使用了伤药,ascii,Used a Max Potion!,Used a Potion!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,18,no,,The Chinese explicitly names an ordinary Potion; Max in the 2015 English and French witnesses is unsupported and is not imported.,,,,
MAIN:0x03650D,MAIN,1011,,Ordinary text,0x03650D,0x030073,0x030073,,,37,0x03034A,麻痹了不能动,ascii,Can't attack!, is fully paralyzed!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,13,no,,"Restores both the paralysis and resulting inability to move, with a leading space for the affected Pokémon's name. Full-text review: Keeps the full-paralysis/no-action result grammatical on the engine-provided second row.",,,,
MAIN:0x03651B,MAIN,1012,,Ordinary text,0x03651B,0x030061,0x030061,,,28,0x0302F8,睡着了,ascii,Fell asleep!, fell asleep!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,12,no,,This status-infliction pointer marks entry into sleep and retains its structural leading join after the Pokémon name.,,,,
MAIN:0x036528,MAIN,1013,D0229,In-game dialogue,0x036528,0x034AF9,0x034AF9,dialogue_19_19,,1063,0x034CD9,我相信科学的力量!现在电脑可以通信精灵和道具,ascii,"I'm raising Pok@mon too! When they get strong, they can protect me!",Science is amazing! PCs can transfer Pokémon and items!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,68,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compressed directly against the Chinese source. Restores the science claim and the PC's ability to transfer both Pokémon and items; the 2015 raising dialogue is unrelated. Full-text review: Restores a complete natural version of the science NPC line.,,,,
MAIN:0x03656D,MAIN,1014,,Raw text,0x03656D,,0x034AF9,raw,,1063,0x034CD9,我相信科学的力量!现在电脑可以通信精灵和道具,ascii,Technology is incredible! You cannow store and recall items and Pok@mon as data viaPC!,I believe in the power of science! Computers can now transfer Pokémon and items.,translated_directly_from_reviewed_chinese_source_ai_review,unaligned,low,reviewed_source_adjudication,ai_source_reviewed,98,no,,Preserves the speaker's belief in science and the claim that computers can now transfer both Pokémon and items.,,,,
MAIN:0x0365D0,MAIN,1015,D0230,In-game dialogue,0x0365D0,0x034BC1,0x034BC1,dialogue_19_19,,1163,0x035963,我的怪兽力量都用尽了......,ascii,You can use that PC in the corner over there.,My team is spent...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,45,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 50 to 19 formatted bytes while retaining every Chinese-source detail identified in the fidelity comment.",Compressed directly against the Chinese source. Restores the speaker's exhausted Pokémon rather than the unrelated directions to a PC.,,,,
MAIN:0x0365FE,MAIN,1016,D0231,In-game dialogue,0x0365FE,0x034AFB,0x034AFB,dialogue_19_19,,1064,0x034D06,休息一下如何?,ascii,"Ash,if you drive your Pok@mon too hard, they'll dislike you.You should take a rest.",How about a rest?,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,102,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Translates the source question instead of reducing it to an order. Omits the contextual one-speaker label 'MOM', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x036665,MAIN,1017,D0232,In-game dialogue,0x036665,0x034AFD,0x034AFD,dialogue_19_19,,1065,0x034D15,"啊!你和精灵都很精神!小心去吧,保重!",ascii,Oh good! You and your Pok@mon are looking great! Takecare now!,You and your Pokémon look great! Take care!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,66,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compressed directly against the Chinese source. Keeps the good condition of both Trainer and Pokémon and the two closing wishes for caution and safety. Full-text review: Restores both subjects and a natural farewell.,,,,
MAIN:0x0366A8,MAIN,1018,D0233,In-game dialogue,0x0366A8,0x034BB1,0x034BB1,dialogue_19_19,GARY'S SISTER,1155,0x035877,小茂姐姐:爷爷有任务交给你啊!,ascii,"Gary's Sis:Pok@mon are living things! If they get tired, give them a rest!",GARY'S SIS: Grandpa has a task for you!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,74,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compressed directly against the Chinese source. Preserves Gary's sister as speaker and her message that Grandpa has an assignment for the player. Full-text review: Restores a finite verb without changing the source fact.,,,,
MAIN:0x0366F3,MAIN,1019,D0234,In-game dialogue,0x0366F3,0x034B05,0x034B05,dialogue_19_19,,1069,0x034DA1,你的精灵球是很方便的东西啊,ascii,"You know there's 2 kinds of caterpilarPok@mon? Caterpie has no poison, but Weedle does. Watch out for it!",Poké Balls are handy!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,106,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 30 to 25 formatted bytes while retaining every Chinese-source detail identified in the fidelity comment.",Compressed directly against the Chinese source. Restores the praise for the player's useful Poké Balls; the 2015 Caterpie and Weedle lesson is unrelated.,,,,
MAIN:0x03675E,MAIN,1020,D0235,In-game dialogue,0x03675E,0x034B0B,0x034B0B,dialogue_19_19,,1072,0x034E07,啊!日记的内容我都记住了,ascii,Coming up with nick names for my Pok@mon is fun.,You memorized the diary entry!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,54,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compressed directly against the Chinese source. Preserves the claim of remembering the diary's entire contents instead of the 2015 nickname remark. Full-text review: Uses a complete natural system message.,,,,
MAIN:0x036795,MAIN,1021,D0236,In-game dialogue,0x036795,0x034B0D,0x034B0D,dialogue_19_19,,1073,0x034E20,我也很喜欢精灵啊,ascii,"When you're using aPok@dex, it is updated instantly when you catch a Pok@mon.",I love Pokémon too!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,84,no,,Directly restores the speaker's shared affection for Pokémon.,,,,
MAIN:0x0367EA,MAIN,1022,D0237,In-game dialogue,0x0367EA,0x034B3B,0x034B3B,dialogue_19_19,,1096,0x0350F5,我也想要辆自行车,ascii,"If you press B whena Pok@mon is evolving,that will cancel the process.",I want a bike too!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,76,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 23 to 18 formatted bytes while retaining every Chinese-source detail identified in the fidelity comment.",Compressed directly against the Chinese source. Directly restores the desire for a bicycle; the 2015 evolution advice is unrelated.,,,,
MAIN:0x036837,MAIN,1023,D0238,In-game dialogue,0x036837,0x034B81,0x034B81,dialogue_19_19,,1131,0x03559D,你的比卡丘很可爱呢,ascii,Our Chairman loves Pok@mon!,Your Pikachu is cute!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,27,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 28 to 24 formatted bytes while retaining every Chinese-source detail identified in the fidelity comment.",Compressed directly against the Chinese source. Preserves the compliment directed specifically at the player's Pikachu.,,,,
MAIN:0x036853,MAIN,1024,D0239,In-game dialogue,0x036853,0x034B7F,0x034B7F,dialogue_19_19,,1130,0x03558A,我的肚子好饿呀...,ascii,I heard Grimer livein toxic waste.,So hungry...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,34,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 16 to 12 formatted bytes while retaining every Chinese-source detail identified in the fidelity comment.",Compressed directly against the Chinese source. Directly restores the speaker's hunger rather than the unrelated 2015 Grimer fact.,,,,
MAIN:0x036876,MAIN,1025,D0240,In-game dialogue,0x036876,0x034B7B,0x034B7B,dialogue_19_19,,1128,0x035556,铁达尼号出发了吗?,ascii,"Sorry, Lt. Surge isout right now.",Has Titanic left?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,33,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 28 to 17 formatted bytes while retaining every Chinese-source detail identified in the fidelity comment.",Compressed directly against the Chinese source. Preserves the question about the Titanic's departure and does not substitute the unrelated Lt. Surge absence.,,,,
MAIN:0x036898,MAIN,1026,D0241,In-game dialogue,0x036898,0x034BB3,0x034BB3,dialogue_19_19,,1156,0x035895,该怎么吧这家伙弄醒呢?,ascii,A sleeping Pok@mon blocks the path.,How do I wake him?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,35,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 31 to 18 formatted bytes while retaining every Chinese-source detail identified in the fidelity comment.","Compressed directly against the Chinese source. Keeps the practical question of how to wake the sleeper, rather than merely stating that the path is blocked.",,,,
MAIN:0x0368BC,MAIN,1027,D0242,In-game dialogue,0x0368BC,0x034B1B,0x034B1B,dialogue_19_19,,1080,0x034F18,啊!这长长的洞穴!是地鼠挖的!听说都到尼比市了!,ascii,Diglets dug this cave that goes to Viridian City.,Diglett dug this tunnel all the way to Pewter!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,52,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Corrected against the Chinese source: preserves Diglett, Pewter City, and the explicit hearsay rather than asserting the tunnel's reach as certain. Full-text review: Replaces the semicolon fragment with a complete source-faithful sentence.",,,,
MAIN:0x0368F1,MAIN,1028,,Raw text,0x0368F1,,0x034B51,raw,,1107,0x03523F,最近幽灵塔里好象出现幽灵...,ascii,Restless Pok@mon spirits have been seen in Pok@mon Tower.,It seems ghosts have appeared in Pokémon Tower lately...,translated_directly_from_reviewed_chinese_source_ai_review,unaligned,low,reviewed_source_adjudication,ai_source_reviewed,57,no,,Restores the recent ghost sighting and uses Pokémon Tower for the matching in-world location.,,,,
MAIN:0x03692B,MAIN,1029,D0243,In-game dialogue,0x03692B,0x034BA1,0x034BA1,dialogue_19_19,,1147,0x03576E,这里每天进行精灵研究,ascii,It never hurts to have extra items!,We study Pokémon here every day.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,36,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compressed directly against the Chinese source. Restores the statement that this site conducts daily Pokémon research. Full-text review: Restores the omitted subject and natural adverb placement.,,,,
MAIN:0x036950,MAIN,1030,,Pokédex,0x036950,0x032020,0x032020,pokedex_13x4,,745,0x03217C,背部能开出美丽的花,ascii,The bulb on its back has a sweet aroma,Beautiful flowers bloom on its back.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,39,no,,Direct Chinese-source rendering: Beautiful flowers bloom on its back; no divergent 2015 detail is imported.,,,,
MAIN:0x036978,MAIN,1031,,Pokédex,0x036978,0x032022,0x032022,pokedex_13x4,,746,0x032190,花的香气让人心情好,ascii,It stays on the move to seek sunlightfor energy,Its flower's scent cheers people up.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,49,no,,Direct Chinese-source rendering: Its flower's scent cheers people up; no divergent 2015 detail is imported.,,,,
MAIN:0x0369AA,MAIN,1032,,Pokédex,0x0369AA,0x032026,0x032026,pokedex_13x4,,748,0x0321BA,转动尾巴点燃火焰让周围温度上升,ascii,It blows blueand white flames when it's enraged,It spins its tail to spark fire and raise heat.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,51,no,,Direct Chinese-source rendering: It spins its tail to spark fire and raise heat; no divergent 2015 detail is imported.,,,,
MAIN:0x0369DE,MAIN,1033,,Pokédex,0x0369DE,0x032028,0x032028,pokedex_13x4,,749,0x0321DA,吐出的高温火焰可以烧化岩石,ascii,It spits firethat's hot enough to melt boulders,Its hot flames can melt rock.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,52,no,,Direct Chinese-source rendering: Its hot flames can melt rock; no divergent 2015 detail is imported.,,,,
MAIN:0x036A13,MAIN,1034,,Pokédex,0x036A13,0x032030,0x032030,pokedex_13x4,,753,0x03225A,足虽短但很有力量,ascii,Its feet havesuction pads that help it climb trees,Its short feet are very strong.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,50,no,,Direct Chinese-source rendering: Its short feet are very strong; no divergent 2015 detail is imported.,,,,
MAIN:0x036A46,MAIN,1035,,Pokédex,0x036A46,0x032034,0x032034,pokedex_13x4,,755,0x03228A,能放出毒粉顺利飞行,ascii,Its water- proof wings lets it fly in the rain,It releases toxic powder and flies well.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,50,no,,Direct Chinese-source rendering: It releases toxic powder and flies well; no divergent 2015 detail is imported.,,,,
MAIN:0x036A79,MAIN,1036,,Pokédex,0x036A79,0x032038,0x032038,pokedex_13x4,,757,0x0322BA,自己几乎不移动危险时会变硬保护,ascii,It may stick out its stin-ger to poisonan enemy,It hardens to guard itself from danger.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,47,yes,Rephrased to fit the four 13-cell Pokédex lines without splitting a word or dropping the source fact.,Direct Chinese-source rendering: It barely moves; danger makes it hard for safety; no divergent 2015 detail is imported. Full-text review: Replaces the malformed phrase 'danger makes it hard for safety'.,,,,
MAIN:0x036AA9,MAIN,1037,,Pokédex,0x036AA9,0x03203E,0x03203E,pokedex_13x4,,760,0x032308,拥有属于自己的地盘攻击入侵的敌人,ascii,It constantlyflies around in search of prey,It has territory and attacks intruders.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,43,no,,Direct Chinese-source rendering: It has territory and attacks intruders; no divergent 2015 detail is imported.,,,,
MAIN:0x036AD5,MAIN,1038,,Pokédex,0x036AD5,0x032042,0x032042,pokedex_13x4,,762,0x032346,身体小但移动灵敏,ascii,"Very common, if you see itthere may be 40 more near",It is small but moves nimbly.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,51,no,,Direct Chinese-source rendering: It is small but moves nimbly; no divergent 2015 detail is imported.,,,,
MAIN:0x036B09,MAIN,1039,,Pokédex,0x036B09,0x032046,0x032046,pokedex_13x4,,764,0x032370,以虫子为食喜欢整理羽毛,ascii,"Eats bugs in grassy areas,and can fly very quickly",It eats bugs and loves preening its feathers.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,51,no,,Direct Chinese-source rendering: It eats bugs and loves preening its feathers; no divergent 2015 detail is imported.,,,,
MAIN:0x036B3D,MAIN,1040,,Pokédex,0x036B3D,0x032048,0x032048,pokedex_13x4,,765,0x032388,有很大的翅膀可以在天空飞行,ascii,"With its hugewings, it canfly without ever resting",Its huge wings carry it through the sky.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,51,yes,Rephrased to fit the four 13-cell Pokédex lines without splitting a word or dropping the source fact.,Direct Chinese-source rendering: Its huge wings let it fly in the sky; no divergent 2015 detail is imported. Full-text review: Removes the redundant phrase 'fly in the sky'.,,,,
MAIN:0x036B71,MAIN,1041,,Pokédex,0x036B71,0x03204E,0x03204E,pokedex_13x4,,768,0x0323DA,很多聚在一起可以引发闪电,ascii,"When several get together,they could cause a storm",Many together can trigger lightning.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,52,no,,Direct Chinese-source rendering: Many together can trigger lightning; no divergent 2015 detail is imported.,,,,
MAIN:0x036BA6,MAIN,1042,,Pokédex,0x036BA6,0x032054,0x032054,pokedex_13x4,,771,0x03242A,身体团起来时像个刺球,ascii,"If its claws break,they'llgrow back in a day","Curled up, its body looks like a spiked ball.",translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,44,no,,"Direct Chinese-source rendering: Curled up, its body looks like a spiked ball; no divergent 2015 detail is imported.",,,,
MAIN:0x036BD3,MAIN,1043,,Pokédex,0x036BD3,0x032058,0x032058,pokedex_13x4,,773,0x032458,喜欢对战的精灵,ascii,This Pok@mon prefers phys-ical attacks like biting,It loves to battle.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,50,no,,Direct Chinese-source rendering: It loves to battle; no divergent 2015 detail is imported.,,,,
MAIN:0x036C06,MAIN,1044,,Pokédex,0x036C06,0x03205A,0x03205A,pokedex_13x4,,774,0x032468,有坚硬的鳞可以保护身体,ascii,It uses its hefty bulk toexecute very strong moves,Hard scales protect its body.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,51,no,,Direct Chinese-source rendering: Hard scales protect its body; no divergent 2015 detail is imported.,,,,
MAIN:0x036C3A,MAIN,1045,,Pokédex,0x036C3A,0x03205C,0x03205C,pokedex_13x4,,775,0x032480,遇到危险身体的刺可以放出强烈的毒,ascii,"If it senses danger,it'll attack using its horns",Its spines emit potent poison when threatened.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,48,yes,Rephrased to fit the four 13-cell Pokédex lines without splitting a word or dropping the source fact.,Direct Chinese-source rendering: its spines emit strong poison when danger strikes; no divergent 2015 detail is imported. Full-text review: Uses natural verb and adjective order.,,,,
MAIN:0x036C6B,MAIN,1046,,Pokédex,0x036C6B,0x032064,0x032064,pokedex_13x4,,779,0x0324E2,胆子小一遇到危险就跑,ascii,A timid Pok@-mon that willrun if it senses people,It is timid and flees at any danger.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,52,no,,Direct Chinese-source rendering: It is timid and flees at any danger; no divergent 2015 detail is imported.,,,,
