pointer_reference_hex,chinese_record_index,chinese_offset_hex,chinese_text,english_offset_hex,english_storage,english_text,english_translation_status,french_source_offset_hex,french_text,present_in_french,pointer_redirected_for_french
0x03B054,1720,0x03CE52,"
捉鸟人:你去过狩猎区吗",0x03CDFD,ascii,My birds are the best!,english_ascii_present,0x03CDFD,Tu es allé au Parc Safari ?,yes,no
0x03B056,1721,0x03CE69,"
捉鸟人:那里有很多珍贵的精灵...",0x03CE16,ascii,Oh man!,english_ascii_present,0x03CE16,"Le Parc regorge
de Pokémon rares...",yes,no
0x03CE8E,1722,0x03D0A7,"
大婶婶:鸟类精灵是虫系精灵的克星!",0x03CE1E,ascii,My Pok@mon wish to meet you!,english_ascii_present,0x03CE1E,"Le type Vol domine
le type Insecte !",yes,no
0x03CE90,1723,0x03D0C9,"
大婶婶:原来你懂这个道理啊",0x03CE3B,ascii,"Wow,You totally won",english_ascii_present,0x03CE3B,"Ah, tu avais donc
compris !",yes,no
0x03CE92,1724,0x03D0E4,"
捉鸟人:你得罪我了",0x03CE4F,ascii,My bird Pok@mon areready!,english_ascii_present,0x03CE4F,Tu m'as cherché !,yes,no
0x03CE94,1725,0x03D0F7,"
捉鸟人:没事...",0x03CE69,ascii,Not ready yet.,english_ascii_present,0x03CE69,Ce n'est rien...,yes,no
0x03CE96,1726,0x03D107,"
暴走族:老子要教训你",0x03D0C2,ascii,"C'mon, Let's go!",english_ascii_present,0x03D0C2,Je vais t'apprendre les bonnes manières !,yes,no
0x03CE98,1727,0x03D11C,"
暴走族:我最喜欢有实力的人!",0x03D0D3,ascii,Arrg! Get lost!,english_ascii_present,0x03D0D3,J'adore les gens forts !,yes,no
0x03CE9A,1728,0x03D138,"
捉鸟人:我有只珍贵的精灵",0x03D0E3,ascii,Can your Pok@mon fly?,english_ascii_present,0x03D0E3,J'ai un Pokémon rare.,yes,no
0x03CE9C,1729,0x03D151,"
捉鸟人:怎么样?不错吧...",0x03D0FB,ascii,Best way to travel!,english_ascii_present,0x03D0FB,"Alors ? Pas mal, hein ?",yes,no
0x03CE9E,1730,0x03D16A,"
捉鸟人:拥有连续攻击能力的我你没有胜算",0x03D16B,graphical_codes,<B3E7><B8A7><B2B5>:<B6A9><B0AE><B6BA><B4D7><B4AB><B4AC><B0EC><B0E3><B0BC><B1C2><B0C5><B2B6><B0AE><B3F9><B3D0>,not_translated_in_english,0x03D16B,"ORNITHOLOGUE : Avec mes attaques en rafale, tu n'as aucune chance !",yes,no
0x03CEA0,1731,0x03D191,"
捉鸟人:又说大话了",0x03D191,graphical_codes,<0A><B3E7><B8A7><B2B5>:<B5B0><B1E7><B1BE><B1EF><B0F8>,not_translated_in_english,0x03D191,ORNITHOLOGUE : J'ai encore parlé trop vite...,yes,no
0x03CEA2,1732,0x03D1A4,"
大姐姐:好可爱的样子哦",0x03CE78,ascii,"Sure, I'll fight!",english_ascii_present,0x03CE78,T'es trop mignon !,yes,no
0x03CEA4,1733,0x03D1BB,"
大姐姐:不要走吧,陪姐姐我说说话嘛",0x03D0A7,ascii,"Win,lose,it doesn'tmatter.",english_ascii_present,0x03D0A7,Ne pars pas ! Reste discuter avec moi !,yes,no
0x03CEA6,1734,0x03D1DD,"
女孩:请多关照",0x03D10F,ascii,Do you use TMs?,english_ascii_present,0x03D10F,"Enchantée !
À nous deux !",yes,no
0x03CEA8,1735,0x03D1EC,"
女孩:输的心服口服",0x03D11F,ascii,"Aww,bummer!",english_ascii_present,0x03D11F,Je m'incline !,yes,no
0x03CEAA,1736,0x03D1FF,"
暴走族:偶看你不惯!",0x03D157,ascii,I need to burn time,english_ascii_present,0x03D157,Ta tête m'agace !,yes,no
0x03CEAC,1737,0x03D213,"
暴走族:现在看惯了,没事",0x03D1A4,ascii,What? You!,english_ascii_present,0x03D1A4,Je m'y suis fait. Ça va.,yes,no
0x03CEAE,1738,0x03D22B,"
暴走族:看你的样子一定不像好人!!",0x03D1AF,ascii,Pok@mon fight? Cool,english_ascii_present,0x03D1AF,T'as vraiment pas l'air honnête !,yes,no
0x03CEB0,1739,0x03D24C,"
暴走族:你应该很讲义气吧!",0x03D1C3,ascii,Blown away!,english_ascii_present,0x03D1C3,"Tu es loyal, non ?",yes,no
0x03CEB2,1740,0x03D266,"
女孩:糟了,你碰了我一下!",0x03D12B,ascii,I use TMs I bought!,english_ascii_present,0x03D12B,Aïe ! Tu m'as touchée !,yes,no
0x03CEB4,1741,0x03D27F,"
女孩:要是怀孕了怎么办...",0x03D13F,ascii,HMs are harder to get.,english_ascii_present,0x03D13F,Et si je tombais enceinte ?,yes,no
0x03CEB6,1742,0x03D299,"
大姐姐:你是我第五十二任男朋友",0x03D1CF,ascii,Have you heard of legendary Pok@mon?,english_ascii_present,0x03D1CF,Tu es mon 52e petit ami.,yes,no
0x03CEB8,1743,0x03D2B8,"
大姐姐:算了,放过你吧...",0x03D1F5,ascii,There's 3 legendarybirds!,english_ascii_present,0x03D1F5,"Bon, je te laisse partir...",yes,no
0x03CEBA,1744,0x03D2D1,"
捉鸟人:明白我的力量还不滚",0x03D20F,ascii,You don't stand a chance!,english_ascii_present,0x03D20F,"T'as vu ma force ?
Alors, dégage !",yes,no
0x03CEBC,1745,0x03D2EC,"
捉鸟人:请您慢走,哈哈",0x03D22A,ascii,Not good enough!,english_ascii_present,0x03D22A,Bonne route ! Ha ha !,yes,no
0x03CEBE,1746,0x03D302,"
捉鸟人:我是专业捉鸟人",0x03D25A,ascii,What's cool?TradingPok@mon!,english_ascii_present,0x03D25A,"Je suis un pro
des Pokémon Vol.",yes,no
0x03CEC0,1747,0x03D319,"
捉鸟人:今年我要参加精灵联盟大赛啊",0x03D276,ascii,I trade with my friends.,english_ascii_present,0x03D276,Je vais à la Ligue cette année !,yes,no
0x03CEC2,1748,0x03D33C,"
女孩:谁叫你这么看人家的?",0x03D23B,ascii,"Oh,you're cute!",english_ascii_present,0x03D23B,Pourquoi ce drôle de regard ?,yes,no
0x03CEC4,1749,0x03D356,"
女孩:可惜我有男朋友了...",0x03D24B,ascii,I forgive you!,english_ascii_present,0x03D24B,"Dommage, j'ai déjà un petit ami...",yes,no
0x03CEC6,1750,0x03D370,"
裁判:浅红道馆是栋有机关的房子.用眼睛是看不到墙的",0x03D292,ascii,Yo Champ! This GYM has invisible wallsYou have to find the gaps in them.,english_ascii_present,0x03D292,"Hé, Champion !
Ici, les murs
sont invisibles !
Repère les trous !",yes,no
0x03CEC8,1751,0x03D3A2,"
忍者:这里不是你能来的!",0x03D2DD,ascii,Strategy is key!,english_ascii_present,0x03D2DD,"Tu n'as rien
à faire ici !",yes,no
0x03CECA,1752,0x03D3BA,"
忍者:你的忍术很厉害!",0x03D2EE,ascii,Good strategy!,english_ascii_present,0x03D2EE,"Belle technique
de ninja !",yes,no
0x03CECC,1753,0x03D3D0,"
忍者:光只是力量强是没用的!你知道吗?最强的是技术!!",0x03D2FD,ascii,Can you beat my techniques?,english_ascii_present,0x03D2FD,"La force brute ?
Ça ne suffit pas !
La technique,
voilà le secret !",yes,no
0x03CECE,1754,0x03D403,"
忍者:看来你已明白了",0x03D31C,ascii,I like poison and sleep techniques.,english_ascii_present,0x03D31C,"Apparemment,
t'as compris.",yes,no
0x03CED0,1755,0x03D418,"
忍者:我对忍者充满幻想才进入这个浅红道馆的",0x03D3D8,ascii,Master Koga comes from a long line ofninjas!,english_ascii_present,0x03D3D8,"Je rêvais de devenir ninja, alors j'ai rejoint cette Arène.",yes,no
0x03CED2,1756,0x03D443,"
忍者:你的确很强大",0x03D406,ascii,What do you descendfrom?,english_ascii_present,0x03D406,T'es très fort !,yes,no
0x03CED4,1757,0x03D456,"
忍者:看你能过我这关吗?",0x03D3B7,ascii,Stop right there!,english_ascii_present,0x03D3B7,"Voyons si tu peux
passer !",yes,no
0x03CED6,1758,0x03D46E,"
忍者:你过关了...",0x03D3C9,ascii,I'm impressed!,english_ascii_present,0x03D3C9,Tu as réussi...,yes,no
0x03CED8,1759,0x03D480,"
忍者:你看来很有自信啊!",0x03D37C,ascii,I study the way of the Ninja!,english_ascii_present,0x03D37C,"Tu as l'air
sûr de toi !",yes,no
0x03CEDA,1760,0x03D498,"
忍者:我很久没这么认真了",0x03D39A,ascii,I still have a lot to learn.,english_ascii_present,0x03D39A,"Enfin un combat
sérieux !
Depuis le temps !",yes,no
0x03CEDC,1761,0x03D4B1,"
忍者:这个道馆的首领很厉害,你最好小心",0x03D341,ascii,I joined to become a ninja!,english_ascii_present,0x03D341,Le Champion de cette Arène est fort. Sois prudent.,yes,no
0x03CEDE,1762,0x03D4D7,"
忍者:看来是我多心了...",0x03D35D,ascii,I'll keep training under Koga!,english_ascii_present,0x03D35D,Je me suis inquiété pour rien...,yes,no
0x03CEE0,1763,0x03D4EF,"
乔:你这种小子就想向我挑战?自讨苦吃!!中了毒就只有死路一条!!让你知道毒的艺术!!",0x03D41F,ascii,I shall show you true terror as a ninja master!,english_ascii_present,0x03D41F,"KOGA : Un gamin
ose me défier ?
Le poison tue.
Découvre son art !",yes,no
0x03CEE2,1764,0x03D53D,"
乔:你小子有一套,那么这个浅红徽章就交给你了,有了浅红徽章就能在大海中使用冲浪术了!",0x03D453,ascii,The Soulbadge lets you use Surf out- side of battle. Congratulations.,english_ascii_present,0x03D453,KOGA : Bien joué ! Prends le Badge Âme. Tu peux utiliser Surf hors combat !,yes,no
0x03CEE4,1765,0x03D58F,"
服务员:欢迎来到狩猎场!在这广大的狩猎广场有很多特有的宠物精灵,一次500元!要进去吗?",0x03D49D,ascii,"Welcome to the Safari Zone! For $500,you can catch all the Pok@mon youwant!",english_ascii_present,0x03D49D,"Bienvenue au Parc
Safari ! Ici vivent
des Pokémon rares.
Entrée : 500 $.
Ça te dit ?",yes,no
0x03CEE6,1766,0x03D5E1,"
是嘛!那下次再来啊!",0x03D4EF,ascii,Come again!,english_ascii_present,0x03D4EF,À la prochaine !,yes,no
0x03CEE8,1767,0x03D5F5,"
那么请进收您500元!祝您好运!!",0x03D4FB,ascii,That'll be $500!,english_ascii_present,0x03D4FB,"Ça fera 500 $.
Bonne chance !",yes,no
0x03CEEA,1768,0x03D613,"
男孩:这里是最深处平时都没有人会来,我就送件礼物给你吧!",0x03D50C,ascii,Congratulations!Youfound the Secret House!,english_ascii_present,0x03D50C,"Tu as trouvé
la Cabane Secrète !
Voici ton prix !",yes,no
0x03CEEC,1769,0x03D64A,"
得到特技03冲浪术",0x03D539,ascii,Got HM03!,english_ascii_present,0x03D539,CS03 obtenue !,yes,no
0x03CEEE,1770,0x03D65C,"
男孩:特技03是冲浪术,你可以坐在宠物精灵身上通过水面!而且这个技能机器是用后也不会消失的!能拿到这么好的奖品你还真是幸运!",0x03D543,ascii,HM03 is Surf! Pok@-mon can carry you across water using Surf!,english_ascii_present,0x03D543,"CS03 : Surf !
Un Pokémon te porte
sur l'eau.
Elle ne s'use pas !",yes,no
0x03CEF0,1771,0x03D6D3,"
得到金牙",0x03D582,ascii,Gold Teeth!,english_ascii_present,0x03D582,Dent d'Or obtenue !,yes,no
0x03CEF2,1772,0x03D6DD,"
园长:哎呀我的金牙不知道到哪里去了...不会掉到狩猎区去了吧...",0x03D58E,ascii,Hif fuff hefifoo! Heff hee fwee!,english_ascii_present,0x03D58E,"Ma Dent d'Or ?
Où est-elle donc ?
Je l'ai peut-être
perdue...
au Parc Safari ?",yes,no
0x03CEF4,1773,0x03D71A,"
园长:那个是我的金牙!!抱歉真是谢谢你的帮助!不要对任何人说哦,我的假牙丢了连办公室都不敢去露脸呢!为了谢谢你给你个好东西!",0x03D5B0,ascii,(Ash gave the teethto the Warden). Thanks kid! No one could understand a word I said. Here take this!,english_ascii_present,0x03D5B0,"Mes Dents d'Or !
Merci ! Secret :
sans mon dentier,
j'avais honte
au bureau. Voici
ta récompense !",yes,no
0x03CEF6,1774,0x03D791,"
得到秘传04怪力术",0x03D61A,ascii,Got HM04!,english_ascii_present,0x03D61A,CS04 obtenue !,yes,no
0x03CEF8,1775,0x03D7A3,"
园长:秘传04是怪力术,能推开挡路的大石头!!",0x03D624,ascii,Strength lets Pok@-mon move boulders!,english_ascii_present,0x03D624,"CS04 : Force !
Bouge les rochers !",yes,no
0x03CEFA,1776,0x03D7CD,"
守卫:好渴啊...想喝水...什么?这个矿泉水真的要送给我??好吧为了答谢你就特别的放你过去吧...",0x03C493,ascii,"Boy! I'm parched! Huh?I can have thisdrink? Thanks! If you want to go to Saffron, you can goon through.",english_ascii_present,0x03C493,"GARDE : J'ai soif.
Cette Eau Fraîche
est pour moi ?
Merci ! Safrania
t'est ouverte !",yes,no
0x03CEFC,1777,0x03D826,"
火箭队:小鬼滚一边去!!",0x03D827,graphical_codes,<B5A2><B5A3><B5A4>:<B0B6><B7B2><B9E7><B1D1><B4D5><B0C7>!!,not_translated_in_english,0x03D827,"TEAM ROCKET :
Dégage, morveux !",yes,no
0x03CEFE,1778,0x03D83D,"
火箭队:在那边的小鬼别到这里徘徊!!",0x03C4FE,ascii,What are you doing here kid!?,english_ascii_present,0x03C4FE,"Hé, gamin !
Ne traîne pas ici !",yes,no
0x03CF00,1779,0x03D860,"
火箭队:老大想侵占这栋新力公司...",0x03C51C,ascii,Silph Co.will mergewith Team Rocket!,english_ascii_present,0x03C51C,"TEAM ROCKET :
Le Boss convoite
la Sylphe SARL !",yes,no
0x03CF02,1780,0x03D882,"
火箭队:我就是火箭队四兄弟之一!",0x03C541,ascii,Go home kid!,english_ascii_present,0x03C541,Je suis l'un des quatre frères Rocket !,yes,no
0x03CF04,1781,0x03D8A2,"
火箭队:如果控制了新力就能把宠物精灵卖个好价钱!",0x03C54E,ascii,You're good.,english_ascii_present,0x03C54E,"Contrôler Sylphe SARL, c'est vendre les Pokémon au prix fort !",yes,no
0x03CF06,1782,0x03D8D2,"
火箭队:妨碍我的家伙,太可恶了!!",0x03C55B,ascii,Kids aren't allowedin here!,english_ascii_present,0x03C55B,Quel casse-pieds !,yes,no
0x03CF08,1783,0x03D8F2,"
火箭队:我错了...",0x03C577,ascii,Why do you fight us?,english_ascii_present,0x03C577,J'ai eu tort...,yes,no
0x03CF0A,1784,0x03D904,"
火箭队:发现可疑的家伙!!",0x03C58E,ascii,That's far enough kid!,english_ascii_present,0x03C58E,Un individu suspect !,yes,no
0x03CF0C,1785,0x03D91D,"
火箭队:你到底是什么人?",0x03C5A6,ascii,I work for Silph and Team Rocket!,english_ascii_present,0x03C5A6,"TEAM ROCKET : T'es qui, toi ?",yes,no
0x03CF0E,1786,0x03D935,"
火箭队:又是你在这里捣乱!?",0x03C66F,ascii,We have control of Silph Co.!,english_ascii_present,0x03C66F,"Encore toi ?
Tu viens semer
le trouble ?",yes,no
0x03CF10,1787,0x03D950,"
火箭队:请随便看...",0x03C68D,ascii,Boss has been afterthis place!,english_ascii_present,0x03C68D,Tu peux regarder...,yes,no
0x03CF12,1788,0x03D964,"
火箭队:没见过的家伙",0x03C5F0,ascii,I was a scientist for Silph.,english_ascii_present,0x03C5F0,"Toi, je t'ai jamais vu ici !",yes,no
0x03CF14,1789,0x03D979,"
火箭队:打倒我你就满足了吗?我是不会让你赢的",0x03C60E,ascii,"Team Rocket said ifI helped them, theywould let me study Pok@mon!",english_ascii_present,0x03C60E,"Tu me crois fini ?
Je t'empêcherai
de gagner !",yes,no
0x03CF16,1790,0x03D9A5,"
火箭队:能来到这里你还真有办法...",0x03C5CA,ascii,"Quit messing with us,kid!",english_ascii_present,0x03C5CA,T'as réussi à venir jusqu'ici...,yes,no
0x03CF18,1791,0x03D9C7,"
火箭队:我真要夸奖你能顺利到这来,但社长室可没这么容易让你过去",0x03C5E5,ascii,I give up!,english_ascii_present,0x03C5E5,"Bravo ! Le bureau
du Président reste
inaccessible.",yes,no
0x03CF1A,1792,0x03DA05,"
火箭队:这个新力公司被我们火箭队占据了!!",0x03C650,ascii,Intruder spotted!,english_ascii_present,0x03C650,La Team Rocket contrôle la Sylphe SARL !,yes,no
0x03CF1C,1793,0x03DA2E,"
火箭队:火箭队万岁!",0x03C662,ascii,Who are you?,english_ascii_present,0x03C662,"Vive
la Team Rocket !",yes,no
0x03CF1E,1794,0x03DA42,"
火箭队:你想干什么?",0x03C6AC,ascii,My Pok@mon are my loyal soldiers!,english_ascii_present,0x03C6AC,Tu veux quoi ?,yes,no
0x03CF20,1795,0x03DA56,"
火箭队:可恶的家伙",0x03C6CF,ascii,Darn these weak Pok@mon!,english_ascii_present,0x03C6CF,Sale morveux !,yes,no
0x03CF22,1796,0x03DA69,"
火箭队:新力已经是我们的了",0x03C722,ascii,There shouldn't be any children here!,english_ascii_present,0x03C722,La Team Rocket contrôle la Sylphe SARL !,yes,no
0x03CF24,1797,0x03DA84,"
火箭队:别打我,我也是被逼的...",0x03C748,ascii,It's a long way to our boss!,english_ascii_present,0x03C748,"Me frappe pas ! Moi aussi, on m'a forcé...",yes,no
0x03CF26,1798,0x03DAA3,"
大姐头:老大已经在这里我们就没有什么好害怕的!!",0x03C6EB,ascii,Show Team Rocket a little respect!,english_ascii_present,0x03C6EB,Le Boss est là. Rien à craindre !,yes,no
0x03CF28,1799,0x03DAD2,"
大姐头:我是新力的社员同时也是火箭队的一员",0x03C70E,ascii,Disrespectful brat!,english_ascii_present,0x03C70E,Employée de Sylphe SARL. Je suis aussi de la Team Rocket !,yes,no
0x03CF2A,1800,0x03DAFD,"
火箭队:我也是火箭队四兄弟其中之一!",0x03C861,ascii,I heard a kid was wandering around.,english_ascii_present,0x03C861,"Moi, je compte
parmi les quatre
frères Rocket !",yes,no
0x03CF2C,1801,0x03DB21,"
火箭队:算了,我弟弟会为我报仇的!",0x03C886,ascii,Blast it!,english_ascii_present,0x03C886,"Tant pis !
Mon cadet vengera
cet affront !",yes,no
0x03CF2E,1802,0x03DB42,"
火箭队:刚刚有消息说有小孩在这附近徘徊!",0x03C8B1,ascii,Oh ho! I smell a rat!,english_ascii_present,0x03C8B1,On dit qu'un gamin rôde dans le coin !,yes,no
0x03CF30,1803,0x03DB6A,"
火箭队:不要反抗火箭队的好...",0x03C8C9,ascii,You are a skilled trainer!,english_ascii_present,0x03C8C9,"Ne résiste pas
à la Team Rocket...",yes,no
0x03CF32,1804,0x03DB88,"
火箭队:你敢小看我?",0x03C890,ascii,You dare betray us?,english_ascii_present,0x03C890,Tu m'crois faible ?,yes,no
0x03CF34,1805,0x03DB9C,"
火箭队:小看就小看吧",0x03C8A4,ascii,You traitor!,english_ascii_present,0x03C8A4,Sous-estime-moi !,yes,no
0x03CF36,1806,0x03DBB1,"
小茂:等你很久了小智!!我就知道在这等你会出现的!好像被火箭队为难了!反正与我无关!!让我看看你底有没有变强!",0x03C765,ascii,"What kept you Ash? Haha! I guess Team Rocket slowed you down! I saw you in Saffron,so I wantedto see if you got better!",english_ascii_present,0x03C765,RÉGIS : Sacha ! Je savais que tu viendrais. La Team Rocket t'a ralenti ? Peu importe ! Montre tes progrès !,yes,no
0x03CF38,1807,0x03DC19,"
小茂:开玩笑...那小智我先走了...我还要去精灵联盟挑战最强的四天王啊!!小智你也要加油喔!再见了!!",0x03C7DF,ascii,"Well,Ash!I'm movingon up,I'm going to the Pok@mon League to boot out the Elite Four! Good luck to ya Ash! Smell ya later!",english_ascii_present,0x03C7DF,"RÉGIS : Je file
au Conseil des 4 !
Fais de ton mieux.
À plus, Sacha !",yes,no
0x03CF3A,1808,0x03DC77,"
火箭队:等等!老大在谈重要的事不能让你去打扰!",0x03C8E5,ascii,Jessie: Stop right there twerp! Jessie:Render your-self invisible or prepare to fight! Meowth:That's right,english_ascii_present,0x03C8E5,"JAMES : Avorton !
Notre Boss est
en réunion !
Ne le dérange pas !",yes,no
0x03CF3C,1809,0x03DCA4,"
小智:你们是?",0x03C958,ascii,Team Rocket: Looks like Team Rocket's blasting off again!,english_ascii_present,0x03C958,"SACHA :
Qui êtes-vous ?",yes,no
0x03CF5A,1824,0x03DE09,"
老大:哦?小智啊?又见面了...我现在在和新力的社员谈工作的事情.大人的世界小孩千万别插嘴!不然会很难看的!",0x03C992,ascii,Ash! We meet again!The President and Iare discussing a vital proposition. Keep your nose out of grown up matters...or experience a world of pain!,english_ascii_present,0x03C992,"GIOVANNI : Sacha !
Encore toi...
Le PDG et moi
parlons affaires.
Ne t'en mêle pas,
gamin. Gare à toi !",yes,no
0x03CF5C,1825,0x03DE6E,"
老大:混蛋!没办法只好暂时放弃新力!我们火箭队是不灭的!所有的怪兽是为我们火箭队而存在的!小智你千万不要忘了!我先走了!!",0x03CA26,ascii,"Blast! You ruined our plans for SilphBut, Team Rocket will never fall! Ash! All Pok@mon exist for Team Rocket! I shall return!",english_ascii_present,0x03CA26,"GIOVANNI : Zut !
La Sylphe m'échappe
mais la Team Rocket
est éternelle !
Tous les Pokémon
sont à nous !
Retiens ça, Sacha.
Je reviendrai !",yes,no
0x03CF5E,1826,0x03DEE2,"
秘书:呀真是谢谢你的相救!我和社长充满感激啊!",0x03CAB3,ascii,Thank you for resc-uing us! We admire your courage.,english_ascii_present,0x03CAB3,SECRÉTAIRE : Merci ! Le PDG et moi te sommes reconnaissants.,yes,no
0x03CF60,1827,0x03DF0F,"
社长:少年!谢谢你救了我,在我最需要帮助的时候救了我!这恩情我不会忘的...对了!这礼物可不能忘了!就给你这个好吗?",0x03D7CB,ascii,I have to thank youin some way! Maybe this will do!,english_ascii_present,0x03D7CB,"PRÉSIDENT :
Merci, mon garçon !
Tu m'as sauvé !
Juste à temps !
Je ne l'oublierai !
Prends ce cadeau !",yes,no
0x03CF62,1828,0x03DF7B,"
得到大师球",0x03D83E,ascii,Recieved MasterballThat will catch anyPok@mon without fail! Use it wisely,english_ascii_present,0x03D83E,Master Ball reçue !,yes,no
0x03CF64,1829,0x03DF87,"
空手道:还不想说道歉吗?",0x03D801,ascii,I hear you're good!Show me!,english_ascii_present,0x03D801,Toujours pas d'excuses ?,yes,no
0x03CF66,1830,0x03DF9F,"
空手道:这里是全国格斗家所聚集的道馆啊!",0x03D81D,ascii,I give up,english_ascii_present,0x03D81D,Les meilleurs combattants du pays sont ici !,yes,no
0x03CF68,1831,0x03DFC7,"
跆拳道:听说你很强,那我就不客气了!!",0x03D8AF,ascii,Nothing scares me!,english_ascii_present,0x03D8AF,"Tu serais fort ? Alors, aucune pitié !",yes,no
0x03CF6A,1832,0x03DFEB,"
空手道:大当家是格斗家之神,想挑战你要有相当的觉悟啊!",0x03D8C2,ascii,Only psychic power scares us!,english_ascii_present,0x03D8C2,"Notre Maître ?
Le dieu du combat !
Tu veux le défier ?
Prépare-toi !",yes,no
0x03CF6C,1833,0x03E020,"
空手道:硬的东西一点都不可怕!",0x03D8E0,ascii,Hoargh!,english_ascii_present,0x03D8E0,"Les pierres ?
Même pas peur !",yes,no
0x03CF6E,1834,0x03E03E,"
空手道:格斗家害怕的是超能力",0x03D8E8,ascii,"Ow,Stubbed fingers!",english_ascii_present,0x03D8E8,"Seul le type Psy
nous fait peur !",yes,no
0x03CF70,1835,0x03E05B,"
跆拳道:你想踢馆啊?",0x03D88B,ascii,Our Master's a pro!,english_ascii_present,0x03D88B,Tu viens défier notre dojo ?,yes,no
0x03CF72,1836,0x03E06F,"
空手道:格斗家害怕的是超能力",0x03D89F,ascii,Judge! 1 point!,english_ascii_present,0x03D89F,"Seul le type Psy
nous fait peur !",yes,no
0x03CF74,1837,0x03E08C,"
二当家:我是这个道馆的二当家,你想踢馆!那不能饶恕你!!看招",0x03D8FC,ascii,Take your shoes off,english_ascii_present,0x03D8FC,"Numéro 2 du dojo,
c'est moi !
Tu nous défies ?
Impardonnable !
En garde !",yes,no
0x03CF76,1838,0x03E0C5,"
二当家:看大当家怎么对付你!!",0x03D910,ascii,You wait 'til you see our master!,english_ascii_present,0x03D910,"Attends le Maître !
Tu vas dérouiller !",yes,no
0x03CF78,1839,0x03E0E2,"
大当家:我是这个道馆的大当家,你会后悔的!",0x03D933,ascii,I am the Karate Master! Expect no mercy!,english_ascii_present,0x03D933,"LE GRAND MAÎTRE :
Tu le regretteras !",yes,no
0x03CF7A,1840,0x03E10B,"
大当家:我输了...你千万别摘我的招牌,不如我送给你我最珍贵的怪兽吧...你是喜欢空手道还是跆拳道??",0x03D960,ascii,"Indeed I have lost!As your trophy, I will give you a prized Fighting Pok@mon! Whichever one you like!",english_ascii_present,0x03D960,"J'ai perdu...
Épargne l'enseigne.
Choisis ton prix :
Kicklee ou Tygnon ?",yes,no
0x03CF7C,1841,0x03E169,"
得到艾比郎",0x03D9CD,ascii,Got Hitmonchan!,english_ascii_present,0x03D9CD,Tygnon reçu !,yes,no
0x03CF7E,1842,0x03E175,"
裁判:未来的冠军!娜梅的精灵是使用超能力的...格斗系的攻击是没用的!",0x03D9EC,ascii,Yo Champ! Sabrina'sPok@mon are Psychictypes.Fighting Pok@mon have no chance!,english_ascii_present,0x03D9EC,"Hé, Champion !
Les Pokémon Psy
de Morgane ignorent
le type Combat !",yes,no
0x03CF80,1843,0x03E1B7,"
超能力:娜梅年纪轻轻就掌管这个金黄道馆实力不容小看!",0x03DA39,ascii,Sabrina's young butvery strong!,english_ascii_present,0x03DA39,"Morgane est jeune,
mais dirige l'Arène
de Safrania !",yes,no
0x03CF82,1844,0x03E1EB,"
超能力:告诉你吧,曾经金黄市有两个道馆,隔壁的道馆在比赛中输了...",0x03DA59,ascii,I lost my concentr-ation!,english_ascii_present,0x03DA59,"Safrania avait deux
Arènes. L'Arène
voisine a perdu...",yes,no
0x03CF84,1845,0x03E22B,"
精神师:你知道吗?精灵只靠力量是不会赢的!",0x03DA73,ascii,Power alone isn't enough!,english_ascii_present,0x03DA73,"La force seule
ne suffit pas !",yes,no
0x03CF86,1846,0x03E254,"
超能力:我怎么会输呢?",0x03DA8E,ascii,Sabrina wiped out the Karate Master next door!,english_ascii_present,0x03DA8E,Comment ai-je pu perdre ?,yes,no
0x03CF88,1847,0x03E26A,"
精神师:使用看不到的力量就是使用不超能力!",0x03DABF,ascii,Does our unseen power scare you?,english_ascii_present,0x03DABF,"Le pouvoir Psy, c'est une force invisible !",yes,no
0x03CF8A,1848,0x03E294,"
超能力:有这样的事?",0x03DAE3,ascii,I never foresaw this!,english_ascii_present,0x03DAE3,Comment est-ce possible ?,yes,no
0x03CF8C,1849,0x03E2A8,"
超能力:娜梅比我还年轻啊...",0x03DAFC,ascii,"Sabrina is younger,but I respect her.",english_ascii_present,0x03DAFC,"Morgane est encore
plus jeune que moi.",yes,no
0x03CF8E,1850,0x03E2C4,"
超能力:想赢娜梅的话必须要有强大的念力!",0x03DB22,ascii,The one of strongerwill wins!,english_ascii_present,0x03DB22,"Face à Morgane,
il faut de grands
pouvoirs Psy !",yes,no
0x03CF90,1851,0x03E2EC,"
超能力:精灵性格会像主人你知道吗?",0x03DB40,ascii,We're famous for our psychics!,english_ascii_present,0x03DB40,"Le Pokémon reflète
le caractère
de son Dresseur.",yes,no
0x03CF92,1852,0x03E30E,"
超能力:嗯...看来你明白啊",0x03DB61,ascii,I foresaw this loss,english_ascii_present,0x03DB61,"Hmm...
Tu as donc compris.",yes,no
0x03CF94,1853,0x03E328,"
精神师:哦,你不想学超能力吗?",0x03DBB5,ascii,Our Pok@mon shall fight!,english_ascii_present,0x03DBB5,"Oh ? Apprendre
les pouvoirs Psy
ne te tente pas ?",yes,no
0x03CF96,1854,0x03E345,"
超能力:不想学就算了...",0x03DBCF,ascii,I lost after all!,english_ascii_present,0x03DBCF,"Si tu ne veux pas apprendre, tant pis...",yes,no
0x03CF98,1855,0x03E35D,"
超能力:你想见娜梅吧",0x03DB75,ascii,I can read your mind!,english_ascii_present,0x03DB75,Tu veux voir Morgane ?,yes,no
