entry_index,english_offset_hex,script_line,layout,source_length,alignment_method,alignment_confidence,pointer_references,chinese_record_indexes,chinese_offsets,chinese_text,english_storage,english_text,fidelity_status,review_note
1507,0x03BB57,2302,dialogue_19_19,33,pointer_table,high,0x03AF76,1609,0x03C1C9,"
火箭队:悄悄潜入火箭队的是什么家伙?",ascii,Who are you? How'd you get here!?,pending_semantic_review,
1508,0x03BB79,5471,dialogue_19_19,12,pointer_table,high,0x03AF78,1610,0x03C1ED,"
火箭队:混蛋别想轻松的向前进!",ascii,Oww! Beaten!,pending_semantic_review,
1509,0x03BB86,2307,dialogue_19_19,43,pointer_table,high,0x03AF7A,1611,0x03C20B,"
火箭队:老大说过使用精灵眼镜可看到平时看不到的幽灵...",ascii,Do you really thinkyou can reach our Boss?,pending_semantic_review,
1510,0x03BBB2,2314,dialogue_19_19,12,pointer_table,high,0x03AF7C,1612,0x03C241,"
火箭队:你太嚣张了!!",ascii,I surrender!,pending_semantic_review,
1511,0x03BBBF,2315,dialogue_19_19,14,pointer_table,high,0x03AF7E,1613,0x03C256,"
火箭队:你到这里的目的是什么",ascii,This won't do!,pending_semantic_review,
1512,0x03BBCE,2320,dialogue_19_19,43,pointer_table,high,0x03AF80,1614,0x03C273,"
火箭队:我明白了,请走好",ascii,I'll talk! Take theelevator to see my Boss!,pending_semantic_review,
1513,0x03BBFA,2325,dialogue_19_19,15,pointer_table,high,0x03AF82,1615,0x03C28B,"
火箭队:发现侵入者!",ascii,Intruder alert!,pending_semantic_review,
1514,0x03BC0A,2330,dialogue_19_19,38,pointer_table,high,0x03AF84,1616,0x03C29F,"
火箭队:在找精灵眼镜吗?我不知道",ascii,I don't know where the Silph Scope is!,pending_semantic_review,
1515,0x03BC31,2335,dialogue_19_19,26,pointer_table,high,0x03AF86,1617,0x03C2BF,"
火箭队:跟火箭队作对没有前途的!",ascii,We heard you were coming!,pending_semantic_review,
1516,0x03BC4C,2344,dialogue_19_19,13,pointer_table,high,0x03AF88,1618,0x03C2DF,"
火箭队:精灵眼镜不就是老大在南晶开发部中偷的东西!",ascii,What? I lost?,pending_semantic_review,
1517,0x03BC5A,2349,dialogue_19_19,31,pointer_table,high,0x03AF8E,1621,0x03C33D,"
大姐头:来的正好!",ascii,Stop meddling in our affairs!,pending_semantic_review,
1518,0x03BC7A,2350,dialogue_19_19,33,pointer_table,high,0x03AF90,1622,0x03C34F,"
火箭队:有胆就尽管去找我们老大!!",ascii,The Silph Scope's here somwhere.,pending_semantic_review,
1519,0x03BC9C,2361,dialogue_19_19,10,pointer_table,high,0x03AF8C,1620,0x03C329,"
火箭队:真的不知道!",ascii,"No, Why..?",pending_semantic_review,
1520,0x03BCA7,2367,dialogue_19_19,64,pointer_table,high,0x03AF36,1577,0x03BCA6,"
营业员:您是我们这里新开店的一百位幸运顾客,本店特别送您一支矿泉水做纪念!!",ascii,Hi! Would you care for some lemonade? It'll quench your thirst!,pending_semantic_review,
1521,0x03BCE8,2368,dialogue_19_19,13,pointer_table,high,0x03AF38,1578,0x03BCF0,"
得到矿泉水",ascii,Got Lemonade!,pending_semantic_review,
1522,0x03BCF6,2369,dialogue_19_19,35,pointer_table,high,0x03AF3A,1579,0x03BCFC,"
小红:我是绘图师,画你的人就是我喔!",ascii,My friend and I aretrading Pok@mon!,pending_semantic_review,
1523,0x03BD1A,2374,dialogue_19_19,36,pointer_table,high,0x03AF3C,1580,0x03BD1F,"
卡美优:我是写剧本的...比卡丘很可爱吧!",ascii,Caught Pok@mon are given ID numbers.,pending_semantic_review,
1524,0x03BD3F,2377,dialogue_19_19,37,pointer_table,high,0x03AF3E,1581,0x03BD46,"
魏村夫:我吗?我是程序师,多多关照!",ascii,My buddy's sending me her Kangaskhan!,pending_semantic_review,
1525,0x03BD65,2378,dialogue_19_19,56,pointer_table,high,0x03AF40,1582,0x03BD68,"
BOSS:哎呀!我是BOSS!要集全所有的宠物精灵很难,不过好好加油吧!如果全部集全的话就去告诉卡美优吧!",ascii,I heard you can seeghosts using Silph Co.'s Silph Scope!,pending_semantic_review,
1526,0x03BD9E,5871,dialogue_19_19,18,pointer_table,high,0x03AFBA,1643,0x03C601,"
修女:......",ascii,Urrg...Awaa...graa,pending_semantic_review,
1527,0x03BDB1,2388,dialogue_19_19,19,pointer_table,high,0x03AFBC,1644,0x03C60E,"
修女:啊?我做了什么?对不起!被邪恶的力量附身而暴乱...",ascii,Huh?What am I doing,pending_semantic_review,
1528,0x03BDC5,2399,dialogue_19_19,20,pointer_table,high,0x03AF8A,1619,0x03C311,"
火箭队:我什么都不知道!",ascii,"Are you lost, brat?",pending_semantic_review,
1529,0x03BDDA,5477,,7,containing_offset,medium,,1583,0x03BDC6,"
蓓蓓:没有我不知道的事,就连电玩里的世界也一样!这只依布就送给你吧!",ascii,Why...?,pending_semantic_review,
1530,0x03BDE2,2401,dialogue_19_19,43,pointer_table,high,0x03AFB4,1640,0x03C514,"
老大:哈哈!你真有办法能到这里!这是将世界上的宠物用来交易的火箭队总部,我就是火箭队的老大,我的名字叫沙奇!!想反抗我只有自讨苦吃",ascii,"So,I must say, I amimpressed you got here!",pending_semantic_review,
1531,0x03BE0E,2418,dialogue_19_19,65,pointer_table,high,0x03AF46,1585,0x03BE12,"
小李:被你发现了...我的事千万不要告诉任何人,这个给你拜托了!",ascii,"Are you taking the gym challenge too? Here, this'll be helpful!",pending_semantic_review,
1532,0x03BE50,2423,dialogue_19_19,13,pointer_table,high,0x03AF48,1586,0x03BE4E,"
得到特技02飞天",ascii,Got HM 02 Fly,pending_semantic_review,
1533,0x03BE5E,2429,dialogue_19_19,130,pointer_table,high,0x03AF92,1623,0x03C370,"
火箭队:好大的胆子还敢到这里来捣乱!!",ascii,"Jesse: Aha! I smella little brat! James:Hold it rightthere, brat! Our Boss is over here! Meowth: You better not disturb him!",pending_semantic_review,
1534,0x03BEE1,2443,dialogue_19_19,75,containing_offset,medium,,1590,0x03BEC3,"
大姐姐:呀!这里都是女人真是无聊死了!",ascii,"Like always...Team Rocket, Blast off at the speed of light!...Again...",pending_semantic_review,
1535,0x03BF2D,2453,dialogue_19_19,168,pointer_table,high,0x03AFB6,1641,0x03C591,"
老大:怎...怎么可能?你相当珍惜和爱护宠物精灵啊,我是无法理解...正好我还有要事就不奉陪了!(老大隐掉)",ascii,I see you raise Pok@mon with utmostcare. A child like you would never understand what I hope to achieve. I shall step aside this time! I hope we meet again...,pending_semantic_review,
1536,0x03BFD6,2473,dialogue_19_19,16,pointer_table,high,0x03AFB8,1642,0x03C5F3,"
得到精灵眼镜",ascii,Got Silph Scope!,pending_semantic_review,
1537,0x03BFE7,5872,dialogue_19_19,16,pointer_table,high,0x03AFBE,1645,0x03C643,"
修女:一起诅咒吧...",ascii,Kekeke...Kwaaah!,pending_semantic_review,
1538,0x03BFF8,2479,dialogue_19_19,15,pointer_table,high,0x03AFC0,1646,0x03C657,"
修女:啊?我是怎么了?",ascii,Hwa! I'm saved!,pending_semantic_review,
1539,0x03C008,2484,dialogue_19_19,19,pointer_table,high,0x03AFCA,1651,0x03C6B7,"
修女:把灵魂交...出来!",ascii,Begone evil spirit!,pending_semantic_review,
1540,0x03C01C,2489,dialogue_19_19,16,pointer_table,high,0x03AFCC,1652,0x03C6CE,"
修女:我是累了...",ascii,The spirit left.,pending_semantic_review,
1541,0x03C02D,5873,dialogue_19_19,7,pointer_table,high,0x03AFC6,1649,0x03C691,"
神婆:呜呜...幽灵...",ascii,Kwaaah!,pending_semantic_review,
1542,0x03C035,2490,dialogue_19_19,25,pointer_table,high,0x03AFC8,1650,0x03C6A6,"
神婆:啊?这是...",ascii,We need the Silph Scope!,pending_semantic_review,
1543,0x03C04F,5877,dialogue_19_19,9,pointer_table,high,0x03AFC2,1647,0x03C66C,"
修女:你能赢吗?",ascii,Huhuhu...,pending_semantic_review,
1544,0x03C059,2491,dialogue_19_19,46,pointer_table,high,0x03AFC4,1648,0x03C67C,"
修女:啊?我是怎么了?",ascii,May the souls of Pok@mon rest in peace...,pending_semantic_review,
1545,0x03C088,5478,dialogue_19_19,12,pointer_table,high,0x03AFCE,1653,0x03C6E0,"
神婆:可恶...",ascii,Join...Us...,pending_semantic_review,
1546,0x03C096,2492,dialogue_19_19,46,pointer_table,high,0x03AFD0,1654,0x03C6EE,"
神婆:晕晕的,我难道贫血吗?",ascii,Step in the magic circle to heal yourPok@mon.,pending_semantic_review,
1547,0x03C0C5,2500,dialogue_19_19,16,pointer_table,high,0x03AFD2,1655,0x03C709,"
修女:僵尸啊...",ascii,Ghost! Kwaaaaah!,pending_semantic_review,
1548,0x03C0D6,6616,dialogue_19_19,61,pointer_table,high,0x03AF6C,1604,0x03C0D5,"
火箭队:我是在这里看守这张海报的,妨碍我的话可是要尝到苦头的哦!",graphical_codes,"<B5A2><B5A3><B5A4>:<B1C2><B0C2><B0B8><B0EE><B0BF><B0FD><B3DF><B0EE><B6F9><B6FC><B9A3><B0BC>,<B3C5><B3C6><B1C2><B0BC><B1EF><B0DE><B0C2><B0C3><B7EA><B0DB><B3C0><B1B3><B0BC><B2DD>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
1549,0x03C114,6634,dialogue_19_19,69,pointer_table,high,0x03AF6E,1605,0x03C114,"
火箭队:可恶,这样下去的话火箭队的基地会被发现的!要赶快和老大联络才行!",graphical_codes,"<0A><B5A2><B5A3><B5A4>:<B0DE><B5E0>,<B0EE><B2DA><B0F9><B0C7><B0BC><B1EF><B5A2><B5A3><B5A4><B0BC><B9A4><B3BB><B1F9><B1B6><B2F4><B2F5><B0BC>!<B0C3><B1F3><B2EC><B0C9><B2CE><B1BE><B3CE><B9A5><B1F2><B3A9>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
1550,0x03C15A,2501,dialogue_19_19,15,pointer_table,high,0x03AFD4,1656,0x03C719,"
修女:我的意识恢复了",ascii,Was I dreaming?,pending_semantic_review,
1551,0x03C16A,2502,dialogue_19_19,18,pointer_table,high,0x03AFD6,1657,0x03C72E,"
修女:康儿...康儿...",ascii,Give me your soul!,pending_semantic_review,
1552,0x03C17D,2503,dialogue_19_19,16,pointer_table,high,0x03AFD8,1658,0x03C743,"
修女:颤抖了...",ascii,I was possessed.,pending_semantic_review,
1553,0x03C18E,6643,dialogue_19_19,8,pointer_table,high,0x03AFDE,1661,0x03C785,"
修女:伤心啊...",ascii,Zombies!,pending_semantic_review,
1554,0x03C197,2504,dialogue_19_19,10,pointer_table,high,0x03AFE0,1662,0x03C795,"
修女:有什么从我身体里飞出...",ascii,Huh? What?,pending_semantic_review,
1555,0x03C1A2,5878,dialogue_19_19,15,pointer_table,high,0x03AFDA,1659,0x03C753,"
神婆:嘻嘻...嘻嘻...",ascii,Urgah...Urff...,pending_semantic_review,
1556,0x03C1B2,2505,dialogue_19_19,35,pointer_table,high,0x03AFDC,1660,0x03C768,"
神婆:嘻嘻...我到底是怎么了?",ascii,I was controlled by evil spirits.,pending_semantic_review,
1557,0x03C1D6,5479,dialogue_19_19,19,pointer_table,high,0x03AFE2,1663,0x03C7B3,"
离开!离开这里!...",ascii,Begone...intruders.,pending_semantic_review,
1558,0x03C1EA,2510,dialogue_19_19,52,pointer_table,high,0x03AFE4,1664,0x03C7C6,"
使用精灵眼镜看穿幽灵的真正身份!",ascii,The Silph Scope identified the Marowak ghost.,pending_semantic_review,
1559,0x03C21F,2516,dialogue_19_19,109,pointer_table,high,0x03AFE6,1665,0x03C7E7,"
小智:原来幽灵的真正身份是温柔的可拉可拉的妈妈...",ascii,The Ghost was the restless soul of Cubone's mother! Her soul was calmedand she departed tothe afterlife.,pending_semantic_review,
1560,0x03C28D,2524,dialogue_19_19,177,pointer_table,high,0x03AFE8,1666,0x03C819,"
火箭队:这个吉野老头真难缠!不打败我们是救不了吉野老头的!",ascii,"Jessie: Stop right there! Meowth: Grampa herewanted to complain,so we're setting him straight. James: So render yourself invisible,or prepare to fight!",pending_semantic_review,
1561,0x03C33F,2540,dialogue_19_19,48,containing_offset,medium,,1621,0x03C33D,"
大姐头:来的正好!",ascii,Looks like Team Rocket's blasting off again!,pending_semantic_review,
1562,0x03C370,2546,dialogue_19_19,179,pointer_table,high,0x03B008,1682,0x03C9B0,"
吉野:你是来救我的吗?谢谢你...我是来告诫可拉可拉的母亲嘎拉嘎拉之灵而来的,看样子嘎拉嘎拉到天国去了!真要感谢你们特地来这!那现在跟我一起回家",ascii,Fuji:Heh? You came to save me? Thank you. I came here tocalm the soul of Cubone's mother. I think her spirit isat rest and moved on. I must thank you. Follow me to my home.,pending_semantic_review,
1563,0x03C424,2552,dialogue_19_19,63,pointer_table,high,0x03B00A,1683,0x03CA3A,"
吉野:小智在完成精灵图鉴的时候如果不对精灵们付出爱心想完成是很困难的...也不知该如何帮助你,这给你吧!",ascii,"Here Ash, I think this Pok@Flute willhelp you on your quest.",pending_semantic_review,
1564,0x03C464,2565,dialogue_19_19,46,pointer_table,high,0x03B00C,1684,0x03CA9E,"
吉野:吹起宠物精灵笛就算是熟睡的精灵也会跳起,遇到睡着的精灵使用看看吧!",ascii,The Pok@Flute will wake any sleeping Pok@mon.,pending_semantic_review,
1565,0x03C493,2575,dialogue_19_19,106,pointer_table,high,0x03CEFA,1776,0x03D7CD,"
守卫:好渴啊...想喝水...什么?这个矿泉水真的要送给我??好吧为了答谢你就特别的放你过去吧...",ascii,"Boy! I'm parched! Huh?I can have thisdrink? Thanks! If you want to go to Saffron, you can goon through.",pending_semantic_review,
1566,0x03C4FE,2581,dialogue_19_19,29,pointer_table,high,0x03CEFE,1778,0x03D83D,"
火箭队:在那边的小鬼别到这里徘徊!!",ascii,What are you doing here kid!?,pending_semantic_review,
1567,0x03C51C,2591,dialogue_19_19,36,pointer_table,high,0x03CF00,1779,0x03D860,"
火箭队:老大想侵占这栋新力公司...",ascii,Silph Co.will mergewith Team Rocket!,pending_semantic_review,
1568,0x03C541,2596,dialogue_19_19,12,pointer_table,high,0x03CF02,1780,0x03D882,"
火箭队:我就是火箭队四兄弟之一!",ascii,Go home kid!,pending_semantic_review,
1569,0x03C54E,2597,dialogue_19_19,12,pointer_table,high,0x03CF04,1781,0x03D8A2,"
火箭队:如果控制了新力就能把宠物精灵卖个好价钱!",ascii,You're good.,pending_semantic_review,
1570,0x03C55B,2602,dialogue_19_19,27,pointer_table,high,0x03CF06,1782,0x03D8D2,"
火箭队:妨碍我的家伙,太可恶了!!",ascii,Kids aren't allowedin here!,pending_semantic_review,
1571,0x03C577,2603,dialogue_19_19,22,pointer_table,high,0x03CF08,1783,0x03D8F2,"
火箭队:我错了...",ascii,Why do you fight us?,pending_semantic_review,
1572,0x03C58E,2604,dialogue_19_19,23,pointer_table,high,0x03CF0A,1784,0x03D904,"
火箭队:发现可疑的家伙!!",ascii,That's far enough kid!,pending_semantic_review,
1573,0x03C5A6,2605,dialogue_19_19,35,pointer_table,high,0x03CF0C,1785,0x03D91D,"
火箭队:你到底是什么人?",ascii,I work for Silph and Team Rocket!,pending_semantic_review,
1574,0x03C5CA,2610,dialogue_19_19,26,pointer_table,high,0x03CF16,1790,0x03D9A5,"
火箭队:能来到这里你还真有办法...",ascii,"Quit messing with us,kid!",pending_semantic_review,
1575,0x03C5E5,2615,dialogue_19_19,10,pointer_table,high,0x03CF18,1791,0x03D9C7,"
火箭队:我真要夸奖你能顺利到这来,但社长室可没这么容易让你过去",ascii,I give up!,pending_semantic_review,
1576,0x03C5F0,2622,dialogue_19_19,29,pointer_table,high,0x03CF12,1788,0x03D964,"
火箭队:没见过的家伙",ascii,I was a scientist for Silph.,pending_semantic_review,
1577,0x03C60E,2624,dialogue_19_19,65,pointer_table,high,0x03CF14,1789,0x03D979,"
火箭队:打倒我你就满足了吗?我是不会让你赢的",ascii,"Team Rocket said ifI helped them, theywould let me study Pok@mon!",pending_semantic_review,
1578,0x03C650,2638,dialogue_19_19,17,pointer_table,high,0x03CF1A,1792,0x03DA05,"
火箭队:这个新力公司被我们火箭队占据了!!",ascii,Intruder spotted!,pending_semantic_review,
1579,0x03C662,2643,dialogue_19_19,12,pointer_table,high,0x03CF1C,1793,0x03DA2E,"
火箭队:火箭队万岁!",ascii,Who are you?,pending_semantic_review,
1580,0x03C66F,2644,dialogue_19_19,29,pointer_table,high,0x03CF0E,1786,0x03D935,"
火箭队:又是你在这里捣乱!?",ascii,We have control of Silph Co.!,pending_semantic_review,
1581,0x03C68D,2651,dialogue_19_19,30,pointer_table,high,0x03CF10,1787,0x03D950,"
火箭队:请随便看...",ascii,Boss has been afterthis place!,pending_semantic_review,
1582,0x03C6AC,2660,dialogue_19_19,34,pointer_table,high,0x03CF1E,1794,0x03DA42,"
火箭队:你想干什么?",ascii,My Pok@mon are my loyal soldiers!,pending_semantic_review,
1583,0x03C6CF,2661,dialogue_19_19,27,pointer_table,high,0x03CF20,1795,0x03DA56,"
火箭队:可恶的家伙",ascii,Darn these weak Pok@mon!,pending_semantic_review,
1584,0x03C6EB,2662,dialogue_19_19,34,pointer_table,high,0x03CF26,1798,0x03DAA3,"
大姐头:老大已经在这里我们就没有什么好害怕的!!",ascii,Show Team Rocket a little respect!,pending_semantic_review,
1585,0x03C70E,2667,dialogue_19_19,19,pointer_table,high,0x03CF28,1799,0x03DAD2,"
大姐头:我是新力的社员同时也是火箭队的一员",ascii,Disrespectful brat!,pending_semantic_review,
1586,0x03C722,2668,dialogue_19_19,37,pointer_table,high,0x03CF22,1796,0x03DA69,"
火箭队:新力已经是我们的了",ascii,There shouldn't be any children here!,pending_semantic_review,
1587,0x03C748,2673,dialogue_19_19,28,pointer_table,high,0x03CF24,1797,0x03DA84,"
火箭队:别打我,我也是被逼的...",ascii,It's a long way to our boss!,pending_semantic_review,
1588,0x03C765,2683,dialogue_19_19,121,pointer_table,high,0x03CF36,1806,0x03DBB1,"
小茂:等你很久了小智!!我就知道在这等你会出现的!好像被火箭队为难了!反正与我无关!!让我看看你底有没有变强!",ascii,"What kept you Ash? Haha! I guess Team Rocket slowed you down! I saw you in Saffron,so I wantedto see if you got better!",pending_semantic_review,
1589,0x03C7DF,2689,dialogue_19_19,129,pointer_table,high,0x03CF38,1807,0x03DC19,"
小茂:开玩笑...那小智我先走了...我还要去精灵联盟挑战最强的四天王啊!!小智你也要加油喔!再见了!!",ascii,"Well,Ash!I'm movingon up,I'm going to the Pok@mon League to boot out the Elite Four! Good luck to ya Ash! Smell ya later!",pending_semantic_review,
1590,0x03C861,2699,dialogue_19_19,36,pointer_table,high,0x03CF2A,1800,0x03DAFD,"
火箭队:我也是火箭队四兄弟其中之一!",ascii,I heard a kid was wandering around.,pending_semantic_review,
1591,0x03C886,2706,dialogue_19_19,9,pointer_table,high,0x03CF2C,1801,0x03DB21,"
火箭队:算了,我弟弟会为我报仇的!",ascii,Blast it!,pending_semantic_review,
1592,0x03C890,2715,dialogue_19_19,19,pointer_table,high,0x03CF32,1804,0x03DB88,"
火箭队:你敢小看我?",ascii,You dare betray us?,pending_semantic_review,
1593,0x03C8A4,2716,dialogue_19_19,12,pointer_table,high,0x03CF34,1805,0x03DB9C,"
火箭队:小看就小看吧",ascii,You traitor!,pending_semantic_review,
1594,0x03C8B1,2717,dialogue_19_19,23,pointer_table,high,0x03CF2E,1802,0x03DB42,"
火箭队:刚刚有消息说有小孩在这附近徘徊!",ascii,Oh ho! I smell a rat!,pending_semantic_review,
1595,0x03C8C9,2720,dialogue_19_19,27,pointer_table,high,0x03CF30,1803,0x03DB6A,"
火箭队:不要反抗火箭队的好...",ascii,You are a skilled trainer!,pending_semantic_review,
1596,0x03C8E5,2729,dialogue_19_19,114,pointer_table,high,0x03CF3A,1808,0x03DC77,"
火箭队:等等!老大在谈重要的事不能让你去打扰!",ascii,Jessie: Stop right there twerp! Jessie:Render your-self invisible or prepare to fight! Meowth:That's right,pending_semantic_review,
1597,0x03C958,2748,dialogue_19_19,57,pointer_table,high,0x03CF3C,1809,0x03DCA4,"
小智:你们是?",ascii,Team Rocket: Looks like Team Rocket's blasting off again!,pending_semantic_review,
1598,0x03C992,2765,dialogue_19_19,147,pointer_table,high,0x03CF5A,1824,0x03DE09,"
老大:哦?小智啊?又见面了...我现在在和新力的社员谈工作的事情.大人的世界小孩千万别插嘴!不然会很难看的!",ascii,Ash! We meet again!The President and Iare discussing a vital proposition. Keep your nose out of grown up matters...or experience a world of pain!,pending_semantic_review,
1599,0x03CA26,2771,dialogue_19_19,140,pointer_table,high,0x03CF5C,1825,0x03DE6E,"
老大:混蛋!没办法只好暂时放弃新力!我们火箭队是不灭的!所有的怪兽是为我们火箭队而存在的!小智你千万不要忘了!我先走了!!",ascii,"Blast! You ruined our plans for SilphBut, Team Rocket will never fall! Ash! All Pok@mon exist for Team Rocket! I shall return!",pending_semantic_review,
1600,0x03CAB3,2777,dialogue_19_19,51,pointer_table,high,0x03CF5E,1826,0x03DEE2,"
秘书:呀真是谢谢你的相救!我和社长充满感激啊!",ascii,Thank you for resc-uing us! We admire your courage.,pending_semantic_review,
1601,0x03CAE7,2787,dialogue_19_19,19,pointer_table,high,0x03B00E,1685,0x03CAE5,"
使用精灵笛唤醒睡着的卡比兽",ascii,The Pok@mon woke up,pending_semantic_review,
1602,0x03CAFB,2788,dialogue_19_19,18,pointer_table,high,0x03B010,1686,0x03CB01,"
钓鱼者:这里是有名的钓鱼区",ascii,I got a bite here!,pending_semantic_review,
1603,0x03CB0E,2789,dialogue_19_19,17,pointer_table,high,0x03B012,1687,0x03CB1C,"
钓鱼者:你不喜欢钓鱼吗?",ascii,Just a small fry!,pending_semantic_review,
1604,0x03CB20,2790,dialogue_19_19,24,pointer_table,high,0x03B014,1688,0x03CB34,"
钓鱼者:水上也有很多精灵哦",ascii,Fishing's a waitinggame!,pending_semantic_review,
1605,0x03CB39,2799,dialogue_19_19,18,pointer_table,high,0x03B016,1689,0x03CB4F,"
钓鱼者:水系精灵最可爱!",ascii,That one got away!,pending_semantic_review,
1606,0x03CB4C,2800,dialogue_19_19,17,pointer_table,high,0x03B028,1698,0x03CC3F,"
女孩:水系精灵好漂亮",ascii,You like fishing?,pending_semantic_review,
1607,0x03CB5E,5879,dialogue_19_19,5,pointer_table,high,0x03B02A,1699,0x03CC54,"
女孩:你不喜欢吗?",ascii,Ouch!,pending_semantic_review,
1608,0x03CB64,2801,dialogue_19_19,27,pointer_table,high,0x03B018,1690,0x03CB67,"
钓鱼者:你看不到我在钓鱼吗?",ascii,I would rather be working!,pending_semantic_review,
1609,0x03CB80,2802,dialogue_19_19,16,pointer_table,high,0x03B01A,1691,0x03CB83,"
钓鱼者:算了...鱼都让你吓跑了",ascii,It's not easy...,pending_semantic_review,
1610,0x03CB91,2803,dialogue_19_19,32,pointer_table,high,0x03B01C,1692,0x03CBA1,"
钓鱼者:我有好动西,要看吗",ascii,You never know whatyou'll catch!,pending_semantic_review,
1611,0x03CBB2,5484,dialogue_19_19,8,pointer_table,high,0x03B01E,1693,0x03CBBB,"
钓鱼者:水系精灵克火系的哦",ascii,Lost it!,pending_semantic_review,
1612,0x03CBBB,2808,dialogue_19_19,29,pointer_table,high,0x03B020,1694,0x03CBD6,"
电气团:在这里我的精灵难碰敌手",ascii,Electricity is my specialty!,pending_semantic_review,
1613,0x03CBD9,2819,dialogue_19_19,27,pointer_table,high,0x03B022,1695,0x03CBF5,"
电气团:居然栽跟头了...",ascii,Water conducts electricity.,pending_semantic_review,
1614,0x03CBF5,2820,dialogue_19_19,19,pointer_table,high,0x03B024,1696,0x03CC0D,"
侦察员:我什么要求都没有",ascii,Water calms my mind,pending_semantic_review,
1615,0x03CC09,2825,dialogue_19_19,36,pointer_table,high,0x03B026,1697,0x03CC26,"
侦察员:我不是可疑的人哪",ascii,Pok@mon battles arerelaxing as well.,pending_semantic_review,
1616,0x03CC2E,2826,dialogue_19_19,37,pointer_table,high,0x03B030,1702,0x03CC99,"
女孩:随便的人走开",ascii,I saw a large Pok@-mon sleeping here!,pending_semantic_review,
1617,0x03CC54,2827,dialogue_19_19,19,pointer_table,high,0x03B032,1703,0x03CCAC,"
女孩:对不起,误会你了",ascii,Snorlax love to nap,pending_semantic_review,
1618,0x03CC68,2828,dialogue_19_19,31,pointer_table,high,0x03B02C,1700,0x03CC66,"
捉鸟人:速度才是一切",ascii,Bird Watcher Vs. Pok@mon Kid!,pending_semantic_review,
1619,0x03CC88,2829,dialogue_19_19,23,pointer_table,high,0x03B02E,1701,0x03CC7B,"
捉鸟人:失败了我的想法也不变!",ascii,You beat me at Pok@mon.,pending_semantic_review,
1620,0x03CCA0,2839,dialogue_19_19,23,pointer_table,high,0x03B034,1704,0x03CCC2,"
大姐姐:你的样子让我的口水都流出来了",ascii,"Sure,I'll play withyou!",pending_semantic_review,
1621,0x03CCB8,2840,dialogue_19_19,17,pointer_table,high,0x03B036,1705,0x03CCE7,"
大姐姐:我知错了...",ascii,You little brute!,pending_semantic_review,
1622,0x03CCCA,2841,dialogue_19_19,29,pointer_table,high,0x03B038,1706,0x03CCFB,"
大姐姐:你说什么,我没有魅力吗?",ascii,I'm told I'm good for a kid!,pending_semantic_review,
1623,0x03CCE8,2846,dialogue_19_19,12,pointer_table,high,0x03B03A,1707,0x03CD1A,"
大姐姐:你说的是对的",ascii,Ohh! I lost!,pending_semantic_review,
1624,0x03CCF5,2847,dialogue_19_19,24,pointer_table,high,0x03B03C,1708,0x03CD2F,"
女孩:又是你!!",ascii,Your Badges are so cool!,pending_semantic_review,
1625,0x03CD0E,2848,dialogue_19_19,19,pointer_table,high,0x03B03E,1709,0x03CD3E,"
女孩:我们还真有缘啊",ascii,You're very strong!,pending_semantic_review,
1626,0x03CD22,2853,dialogue_19_19,22,pointer_table,high,0x03B040,1710,0x03CD53,"
女孩:别在我眼前走来走去",ascii,Want to battle withme?,pending_semantic_review,
1627,0x03CD39,2858,dialogue_19_19,18,pointer_table,high,0x03B042,1711,0x03CD6C,"
女孩:我不该欺人太甚",ascii,It's over already?,pending_semantic_review,
1628,0x03CD4C,2859,dialogue_19_19,32,pointer_table,high,0x03B044,1712,0x03CD81,"
捉鸟人:我是鸟类训练专家",ascii,I always go with bird Pok@mon!,pending_semantic_review,
1629,0x03CD6D,2865,dialogue_19_19,19,pointer_table,high,0x03B046,1713,0x03CD9A,"
捉鸟人:你的精灵的确比我强",ascii,I wish I could fly.,pending_semantic_review,
1630,0x03CD81,2866,dialogue_19_19,26,pointer_table,high,0x03B048,1714,0x03CDB5,"
捉鸟人:别以为打败了我大哥我就服你!!",ascii,The wind's blowing my way!,pending_semantic_review,
1631,0x03CD9C,2871,dialogue_19_19,9,pointer_table,high,0x03B04A,1715,0x03CDDA,"
捉鸟人:我无话可说了",ascii,I'm beat.,pending_semantic_review,
1632,0x03CDA6,2872,dialogue_19_19,22,pointer_table,high,0x03B04C,1716,0x03CDEF,"
暴走族:你喜欢速度吗?一起来吧",ascii,What're you lookin'at?,pending_semantic_review,
1633,0x03CDBD,2873,dialogue_19_19,9,pointer_table,high,0x03B04E,1717,0x03CE0D,"
暴走族:不该强人所难的",ascii,Get lost!,pending_semantic_review,
1634,0x03CDC7,2878,dialogue_19_19,33,pointer_table,high,0x03B050,1718,0x03CE24,"
捉鸟人:飞吧!我的精灵!!",ascii,My bird Pok@mon want to fight!,pending_semantic_review,
1635,0x03CDE9,2883,dialogue_19_19,19,pointer_table,high,0x03B052,1719,0x03CE3C,"
捉鸟人:什么都完了...",ascii,My bird combo lost?,pending_semantic_review,
1636,0x03CDFD,2884,dialogue_19_19,24,pointer_table,high,0x03B054,1720,0x03CE52,"
捉鸟人:你去过狩猎区吗",ascii,My birds are the best!,pending_semantic_review,
