stable_key,record_type,offset_hex,layout,max_len,chinese_text,source_en,fr_text,source_alignment
MAIN:0x03D1A4,MAIN,0x03D1A4,dialogue_19_19,10,"
暴走族:现在看惯了,没事",What? You!,Je m'y suis fait. Ça va.,unique
MAIN:0x03D1AF,MAIN,0x03D1AF,dialogue_19_19,19,"
暴走族:看你的样子一定不像好人!!",Pok@mon fight? Cool,T'as vraiment pas l'air honnête !,unique
MAIN:0x03D1C3,MAIN,0x03D1C3,dialogue_19_19,11,"
暴走族:你应该很讲义气吧!",Blown away!,"Tu es loyal, non ?",unique
MAIN:0x03D1CF,MAIN,0x03D1CF,dialogue_19_19,37,"
大姐姐:你是我第五十二任男朋友",Have you heard of  legendary Pok@mon?,Tu es mon 52e petit ami.,unique
MAIN:0x03D1F5,MAIN,0x03D1F5,dialogue_19_19,25,"
大姐姐:算了,放过你吧...",There's 3 legendarybirds!,"Bon, je te laisse partir...",unique
MAIN:0x03D20F,MAIN,0x03D20F,dialogue_19_19,26,"
捉鸟人:明白我的力量还不滚",You don't stand a  chance!,"T'as vu ma force ?
Alors, dégage !",unique
MAIN:0x03D22A,MAIN,0x03D22A,dialogue_19_19,16,"
捉鸟人:请您慢走,哈哈",Not good enough!,Bonne route ! Ha ha !,unique
MAIN:0x03D23B,MAIN,0x03D23B,dialogue_19_19,15,"
女孩:谁叫你这么看人家的?","Oh,you're cute!",Pourquoi ce drôle de regard ?,unique
MAIN:0x03D24B,MAIN,0x03D24B,dialogue_19_19,14,"
女孩:可惜我有男朋友了...",I forgive you!,"Dommage, j'ai déjà un petit ami...",unique
MAIN:0x03D25A,MAIN,0x03D25A,dialogue_19_19,27,"
捉鸟人:我是专业捉鸟人",What's cool?TradingPok@mon!,"Je suis un pro
des Pokémon Vol.",unique
MAIN:0x03D276,MAIN,0x03D276,dialogue_19_19,27,"
捉鸟人:今年我要参加精灵联盟大赛啊",I trade with my    friends.,Je vais à la Ligue cette année !,unique
MAIN:0x03D292,MAIN,0x03D292,dialogue_19_19,74,"
裁判:浅红道馆是栋有机关的房子.用眼睛是看不到墙的",Yo Champ! This GYM has invisible wallsYou have to find   the gaps in them.,"Hé, Champion !
Ici, les murs
sont invisibles !
Repère les trous !",unique
MAIN:0x03D2DD,MAIN,0x03D2DD,dialogue_19_19,16,"
忍者:这里不是你能来的!",Strategy is key!,"Tu n'as rien
à faire ici !",unique
MAIN:0x03D2EE,MAIN,0x03D2EE,dialogue_19_19,14,"
忍者:你的忍术很厉害!",Good strategy!,"Belle technique
de ninja !",unique
MAIN:0x03D2FD,MAIN,0x03D2FD,dialogue_19_19,30,"
忍者:光只是力量强是没用的!你知道吗?最强的是技术!!",Can you beat my    techniques?,"La force brute ?
Ça ne suffit pas !
La technique,
voilà le secret !",unique
MAIN:0x03D31C,MAIN,0x03D31C,dialogue_19_19,36,"
忍者:看来你已明白了",I like poison and  sleep techniques.,"Apparemment,
t'as compris.",unique
MAIN:0x03D341,MAIN,0x03D341,dialogue_19_19,27,"
忍者:这个道馆的首领很厉害,你最好小心",I joined to become a ninja!,Le Champion de cette Arène est fort. Sois prudent.,unique
MAIN:0x03D35D,MAIN,0x03D35D,dialogue_19_19,30,"
忍者:看来是我多心了...",I'll keep training under Koga!,Je me suis inquiété pour rien...,unique
MAIN:0x03D37C,MAIN,0x03D37C,dialogue_19_19,29,"
忍者:你看来很有自信啊!",I study the way of the Ninja!,"Tu as l'air
sûr de toi !",unique
MAIN:0x03D39A,MAIN,0x03D39A,dialogue_19_19,28,"
忍者:我很久没这么认真了",I still have a lot to learn.,"Enfin un combat
sérieux !
Depuis le temps !",unique
MAIN:0x03D3B7,MAIN,0x03D3B7,dialogue_19_19,17,"
忍者:看你能过我这关吗?",Stop right there!,"Voyons si tu peux
passer !",unique
MAIN:0x03D3C9,MAIN,0x03D3C9,dialogue_19_19,14,"
忍者:你过关了...",I'm impressed!,Tu as réussi...,unique
MAIN:0x03D3D8,MAIN,0x03D3D8,dialogue_19_19,45,"
忍者:我对忍者充满幻想才进入这个浅红道馆的",Master Koga comes  from a long line ofninjas!,"Je rêvais de devenir ninja, alors j'ai rejoint cette Arène.",unique
MAIN:0x03D406,MAIN,0x03D406,dialogue_19_19,24,"
忍者:你的确很强大",What do you descendfrom?,T'es très fort !,unique
MAIN:0x03D41F,MAIN,0x03D41F,dialogue_19_19,51,"
乔:你这种小子就想向我挑战?自讨苦吃!!中了毒就只有死路一条!!让你知道毒的艺术!!",I shall show you   true terror as a   ninja master!,"KOGA : Un gamin
ose me défier ?
Le poison tue.
Découvre son art !",unique
MAIN:0x03D453,MAIN,0x03D453,dialogue_19_19,73,"
乔:你小子有一套,那么这个浅红徽章就交给你了,有了浅红徽章就能在大海中使用冲浪术了!",The Soulbadge lets you use Surf out-  side of battle.    Congratulations.,KOGA : Bien joué ! Prends le Badge Âme. Tu peux utiliser Surf hors combat !,unique
MAIN:0x03D49D,MAIN,0x03D49D,dialogue_19_19,81,"
服务员:欢迎来到狩猎场!在这广大的狩猎广场有很多特有的宠物精灵,一次500元!要进去吗?","Welcome to the     Safari Zone! For   $500,you can catch all the Pok@mon youwant!","Bienvenue au Parc
Safari ! Ici vivent
des Pokémon rares.
Entrée : 500 $.
Ça te dit ?",unique
MAIN:0x03D4EF,MAIN,0x03D4EF,dialogue_19_19,11,"
是嘛!那下次再来啊!",Come again!,À la prochaine !,unique
MAIN:0x03D4FB,MAIN,0x03D4FB,dialogue_19_19,16,"
那么请进收您500元!祝您好运!!",That'll be $500!,"Ça fera 500 $.
Bonne chance !",unique
MAIN:0x03D50C,MAIN,0x03D50C,dialogue_19_19,44,"
男孩:这里是最深处平时都没有人会来,我就送件礼物给你吧!",Congratulations!Youfound the Secret   House!,"Tu as trouvé
la Cabane Secrète !
Voici ton prix !",unique
MAIN:0x03D539,MAIN,0x03D539,dialogue_19_19,9,"
得到特技03冲浪术",Got HM03!,CS03 obtenue !,unique
MAIN:0x03D543,MAIN,0x03D543,dialogue_19_19,62,"
男孩:特技03是冲浪术,你可以坐在宠物精灵身上通过水面!而且这个技能机器是用后也不会消失的!能拿到这么好的奖品你还真是幸运!",HM03 is Surf! Pok@-mon can carry you  across water using Surf!,"CS03 : Surf !
Un Pokémon te porte
sur l'eau.
Elle ne s'use pas !",unique
MAIN:0x03D582,MAIN,0x03D582,dialogue_19_19,11,"
得到金牙",Gold Teeth!,Dent d'Or obtenue !,unique
MAIN:0x03D58E,MAIN,0x03D58E,dialogue_19_19,33,"
园长:哎呀我的金牙不知道到哪里去了...不会掉到狩猎区去了吧...",Hif fuff hefifoo!  Heff hee fwee!,"Ma Dent d'Or ?
Où est-elle donc ?
Je l'ai peut-être
perdue...
au Parc Safari ?",unique
MAIN:0x03D5B0,MAIN,0x03D5B0,dialogue_19_19,105,"
园长:那个是我的金牙!!抱歉真是谢谢你的帮助!不要对任何人说哦,我的假牙丢了连办公室都不敢去露脸呢!为了谢谢你给你个好东西!",(Ash gave the teethto the Warden).    Thanks kid! No one could understand a word I said. Here  take this!,"Mes Dents d'Or !
Merci ! Secret :
sans mon dentier,
j'avais honte
au bureau. Voici
ta récompense !",unique
MAIN:0x03D61A,MAIN,0x03D61A,dialogue_19_19,9,"
得到秘传04怪力术",Got HM04!,CS04 obtenue !,unique
MAIN:0x03D624,MAIN,0x03D624,dialogue_19_19,37,"
园长:秘传04是怪力术,能推开挡路的大石头!!",Strength lets Pok@-mon move boulders!,"CS04 : Force !
Bouge les rochers !",unique
MAIN:0x03D64A,MAIN,0x03D64A,dialogue_19_19,16,"
游泳女:不要愁眉苦脸的",I love swimming!,"Allons, ne fais pas cette tête.",unique
MAIN:0x03D65B,MAIN,0x03D65B,dialogue_19_19,11,"
游泳女:和我约会吧",Belly flop!,Sors avec moi !,unique
MAIN:0x03D667,MAIN,0x03D667,dialogue_19_19,27,"
游泳男:没见过的面孔",What's beyond the  horizon?,Je ne t'ai jamais vu par ici.,unique
MAIN:0x03D683,MAIN,0x03D683,dialogue_19_19,14,"
游泳男:你是我见过最强的训练师",I see islands!,Tu es le meilleur Dresseur que j'aie vu !,unique
MAIN:0x03D692,MAIN,0x03D692,dialogue_19_19,17,"
游泳女:再看我揍你!",Swimming's great!,"Encore un regard ?
Je te frappe !",unique
MAIN:0x03D6A4,MAIN,0x03D6A4,dialogue_19_19,16,"
游泳女:我不敢了!",Sunburns aren't!,Je ne recommencerai plus !,unique
MAIN:0x03D6B5,MAIN,0x03D6B5,dialogue_19_19,25,"
游泳男:哈哈哈...","I swam here,but I'mtired.",Ha ha ha...,unique
MAIN:0x03D6CF,MAIN,0x03D6CF,dialogue_19_19,16,"
游泳男:没什么",I'm exhausted...,Ce n'est rien.,unique
MAIN:0x03D6E0,MAIN,0x03D6E0,dialogue_19_19,31,"
游泳男:说什么也不能让你过去",These waters are   treacherous!,Tu ne passeras pas.,unique
MAIN:0x03D700,MAIN,0x03D700,dialogue_19_19,14,"
游泳男:和你开玩笑的",I got a cramp!,Je plaisantais !,unique
MAIN:0x03D70F,MAIN,0x03D70F,dialogue_19_19,29,"
游泳男:你惹火了我!",I look at the sea  to forget.,Tu m'as vraiment énervé !,unique
MAIN:0x03D72D,MAIN,0x03D72D,dialogue_19_19,4,"
游泳男:我的火灭了...",Ooh!,Ma flamme est éteinte...,unique
MAIN:0x03D732,MAIN,0x03D732,dialogue_19_19,19,"
游泳女","Oh,I love your ride",...,unique
MAIN:0x03D746,MAIN,0x03D746,dialogue_19_19,32,"
游泳女",Must be fun to rideyour Pok@mon!,...,unique
MAIN:0x03D767,MAIN,0x03D767,dialogue_19_19,35,"
游泳男:不要和我开玩笑",I have to warm up  before swimming!,"Ne te moque pas
de moi !",unique
MAIN:0x03D78B,MAIN,0x03D78B,dialogue_19_19,14,"
游泳男:对不起...",All warmed up!,Désolé...,unique
MAIN:0x03D79A,MAIN,0x03D79A,dialogue_19_19,24,"
游泳男:水系精灵也有防御力高的哦",The water's shallowhere.,Certains Pokémon Eau ont une Défense élevée.,unique
MAIN:0x03D7B3,MAIN,0x03D7B3,dialogue_19_19,6,"
游泳男:不错,高防御你都有办法对付...",Spash!,Même la Défense cède devant toi...,unique
MAIN:0x03D7BA,MAIN,0x03D7BA,dialogue_19_19,16,"
游泳男:我怎么都要让你知道...",I love floating.,Tu vas comprendre !,unique
MAIN:0x03D7CB,MAIN,0x03D7CB,dialogue_19_19,53,"
社长:少年!谢谢你救了我,在我最需要帮助的时候救了我!这恩情我不会忘的...对了!这礼物可不能忘了!就给你这个好吗?",00I have to thank youin some way! Maybe this will do!,"PRÉSIDENT :
Merci, mon garçon !
Tu m'as sauvé !
Juste à temps !
Je ne l'oublierai !
Prends ce cadeau !",unique
MAIN:0x03D801,MAIN,0x03D801,dialogue_19_19,27,"
空手道:还不想说道歉吗?",I hear you're good!Show me!,Toujours pas d'excuses ?,unique
MAIN:0x03D81D,MAIN,0x03D81D,dialogue_19_19,9,"
空手道:这里是全国格斗家所聚集的道馆啊!",I give up,Les meilleurs combattants du pays sont ici !,unique
MAIN:0x03D827,MAIN,0x03D827,dialogue_19_19,21,"
火箭队:小鬼滚一边去!!",<B5A2><B5A3><B5A4>:<B0B6><B7B2><B9E7><B1D1><B4D5><B0C7>!!,"TEAM ROCKET :
Dégage, morveux !",unique
MAIN:0x03D83E,MAIN,0x03D83E,dialogue_19_19,76,"
得到大师球",Recieved MasterballThat will catch anyPok@mon without    fail! Use it wisely,Master Ball reçue !,unique
MAIN:0x03D88B,MAIN,0x03D88B,dialogue_19_19,19,"
跆拳道:你想踢馆啊?",Our Master's a pro!,Tu viens défier notre dojo ?,unique
MAIN:0x03D89F,MAIN,0x03D89F,dialogue_19_19,15,"
空手道:格斗家害怕的是超能力",Judge! 1 point!,"Seul le type Psy
nous fait peur !",unique
MAIN:0x03D8AF,MAIN,0x03D8AF,dialogue_19_19,18,"
跆拳道:听说你很强,那我就不客气了!!",Nothing scares me!,"Tu serais fort ? Alors, aucune pitié !",unique
MAIN:0x03D8C2,MAIN,0x03D8C2,dialogue_19_19,29,"
空手道:大当家是格斗家之神,想挑战你要有相当的觉悟啊!",Only psychic power scares us!,"Notre Maître ?
Le dieu du combat !
Tu veux le défier ?
Prépare-toi !",unique
MAIN:0x03D8E0,MAIN,0x03D8E0,dialogue_19_19,7,"
空手道:硬的东西一点都不可怕!",Hoargh!,"Les pierres ?
Même pas peur !",unique
MAIN:0x03D8E8,MAIN,0x03D8E8,dialogue_19_19,19,"
空手道:格斗家害怕的是超能力","Ow,Stubbed fingers!","Seul le type Psy
nous fait peur !",unique
MAIN:0x03D8FC,MAIN,0x03D8FC,dialogue_19_19,19,"
二当家:我是这个道馆的二当家,你想踢馆!那不能饶恕你!!看招",Take your shoes off,"Numéro 2 du dojo,
c'est moi !
Tu nous défies ?
Impardonnable !
En garde !",unique
MAIN:0x03D910,MAIN,0x03D910,dialogue_19_19,34,"
二当家:看大当家怎么对付你!!",You wait 'til you  see our master!,"Attends le Maître !
Tu vas dérouiller !",unique
MAIN:0x03D933,MAIN,0x03D933,dialogue_19_19,44,"
大当家:我是这个道馆的大当家,你会后悔的!",I am the Karate    Master! Expect no  mercy!,"LE GRAND MAÎTRE :
Tu le regretteras !",unique
MAIN:0x03D960,MAIN,0x03D960,dialogue_19_19,108,"
大当家:我输了...你千万别摘我的招牌,不如我送给你我最珍贵的怪兽吧...你是喜欢空手道还是跆拳道??","Indeed I have lost!As your trophy, I  will give you a    prized Fighting    Pok@mon! Whichever one you like!","J'ai perdu...
Épargne l'enseigne.
Choisis ton prix :
Kicklee ou Tygnon ?",unique
MAIN:0x03D9CD,MAIN,0x03D9CD,dialogue_19_19,15,"
得到艾比郎",Got Hitmonchan!,Tygnon reçu !,unique
MAIN:0x03D9DD,MAIN,0x03D9DD,dialogue_19_19,14,,Got Hitmonlee!,Kicklee reçu !,non_aligne
MAIN:0x03D9EC,MAIN,0x03D9EC,dialogue_19_19,76,"
裁判:未来的冠军!娜梅的精灵是使用超能力的...格斗系的攻击是没用的!",Yo Champ! Sabrina'sPok@mon are Psychictypes.Fighting Pok@mon have no chance!,"Hé, Champion !
Les Pokémon Psy
de Morgane ignorent
le type Combat !",unique
MAIN:0x03DA39,MAIN,0x03DA39,dialogue_19_19,31,"
超能力:娜梅年纪轻轻就掌管这个金黄道馆实力不容小看!",Sabrina's young butvery strong!,"Morgane est jeune,
mais dirige l'Arène
de Safrania !",unique
MAIN:0x03DA59,MAIN,0x03DA59,dialogue_19_19,25,"
超能力:告诉你吧,曾经金黄市有两个道馆,隔壁的道馆在比赛中输了...",I lost my concentr-ation!,"Safrania avait deux
Arènes. L'Arène
voisine a perdu...",unique
MAIN:0x03DA73,MAIN,0x03DA73,dialogue_19_19,26,"
精神师:你知道吗?精灵只靠力量是不会赢的!",Power alone isn't  enough!,"La force seule
ne suffit pas !",unique
MAIN:0x03DA8E,MAIN,0x03DA8E,dialogue_19_19,48,"
超能力:我怎么会输呢?",Sabrina wiped out  the Karate Master  next door!,Comment ai-je pu perdre ?,unique
MAIN:0x03DABF,MAIN,0x03DABF,dialogue_19_19,35,"
精神师:使用看不到的力量就是使用不超能力!",Does our unseen    power scare you?,"Le pouvoir Psy, c'est une force invisible !",unique
MAIN:0x03DAE3,MAIN,0x03DAE3,dialogue_19_19,24,"
超能力:有这样的事?",I never foresaw    this!,Comment est-ce possible ?,unique
MAIN:0x03DAFC,MAIN,0x03DAFC,dialogue_19_19,37,"
超能力:娜梅比我还年轻啊...","Sabrina is younger,but I respect her.","Morgane est encore
plus jeune que moi.",unique
MAIN:0x03DB22,MAIN,0x03DB22,dialogue_19_19,29,"
超能力:想赢娜梅的话必须要有强大的念力!",The one of strongerwill wins!,"Face à Morgane,
il faut de grands
pouvoirs Psy !",unique
MAIN:0x03DB40,MAIN,0x03DB40,dialogue_19_19,32,"
超能力:精灵性格会像主人你知道吗?",We're famous for   our psychics!,"Le Pokémon reflète
le caractère
de son Dresseur.",unique
MAIN:0x03DB61,MAIN,0x03DB61,dialogue_19_19,19,"
超能力:嗯...看来你明白啊",I foresaw this loss,"Hmm...
Tu as donc compris.",unique
MAIN:0x03DB75,MAIN,0x03DB75,dialogue_19_19,24,"
超能力:你想见娜梅吧",I can read your    mind!,Tu veux voir Morgane ?,unique
MAIN:0x03DB8E,MAIN,0x03DB8E,dialogue_19_19,38,"
超能力:我不会阻止你的",You want Sabrina's Gym badge!I see it!,Je te laisse passer.,unique
MAIN:0x03DBB5,MAIN,0x03DBB5,dialogue_19_19,25,"
精神师:哦,你不想学超能力吗?",Our Pok@mon shall  fight!,"Oh ? Apprendre
les pouvoirs Psy
ne te tente pas ?",unique
MAIN:0x03DBCF,MAIN,0x03DBCF,dialogue_19_19,17,"
超能力:不想学就算了...",I lost after all!,"Si tu ne veux pas apprendre, tant pis...",unique
MAIN:0x03DBE1,MAIN,0x03DBE1,dialogue_19_19,86,"
娜梅:我有预感你会来,我是超能力少女,我不喜欢战斗,不过我可以让你看看我的厉害!","I had a vision of  your arrival! I    dislike fighting,  but I will show youmy powers!","MORGANE :
J'avais prédit
ta venue.
Je suis médium
et hais le combat.
Vois mes pouvoirs !",unique
MAIN:0x03DC38,MAIN,0x03DC38,dialogue_19_19,74,"
娜梅:好吧金色徽章就给你吧!还有技能机器40也拿去吧.技能机器40是精神波动!强大的念力使对方受到巨大的伤害",A loss is a loss.  You have earned theMarshbadge. Please take this TM too.,MORGANE : Le Badge Marais et la CT40 sont à toi ! Vague Psy inflige de gros dégâts psychiques.,unique
MAIN:0x03DC83,MAIN,0x03DC83,dialogue_19_19,10,"
得到金色徽章",Got TM 40!,Badge Marais reçu !,unique
MAIN:0x03DC8E,MAIN,0x03DC8E,dialogue_19_19,27,"
得到技能机器40",That TM teaches    Psybeam.,CT40 reçue !,unique
MAIN:0x03DCAA,MAIN,0x03DCAA,dialogue_19_19,57,,All people have    Psychic power. Theyjust don't know it.,"MORGANE :
Encore toi ? Pff !",non_aligne
MAIN:0x03DCE4,MAIN,0x03DCE4,dialogue_19_19,6,"
游泳男:我想你已经知道了!",Yowch!,Je crois que tu as compris !,unique
MAIN:0x03DCEB,MAIN,0x03DCEB,dialogue_19_19,27,"
滑雪男:什么我耳朵不好!",I tried diving for Pok@mon.,Hein ? J'entends mal !,unique
MAIN:0x03DD07,MAIN,0x03DD07,dialogue_19_19,31,"
滑雪男:现在听到了",You have to fish   for Pok@mon!,"Cette fois,
j'ai bien entendu.",unique
MAIN:0x03DD27,MAIN,0x03DD27,dialogue_19_19,27,"
滑雪女:你到过双子岛吗?",Seafoam's a quiet  getaway.,Déjà allé aux Îles Écume ?,unique
MAIN:0x03DD43,MAIN,0x03DD43,dialogue_19_19,8,"
滑雪女:传说里面有传说中的精灵...",Quit it!,On raconte qu'un Pokémon légendaire vivrait là...,unique
MAIN:0x03DD4C,MAIN,0x03DD4C,dialogue_19_19,17,"
成熟姐姐:又是你?",Wait! Be careful!,Encore toi ?,unique
MAIN:0x03DD5E,MAIN,0x03DD5E,dialogue_19_19,24,"
成熟姐姐:如何,不想和我约会吗",Watch out for Tentacool!,Tu ne veux pas sortir avec moi ?,unique
MAIN:0x03DD77,MAIN,0x03DD77,dialogue_19_19,16,"
急冻鸟:......",Articuno: Gyaoo!,ARTIKODIN : ...,unique
MAIN:0x03DD88,MAIN,0x03DD88,dialogue_19_19,15,"
游泳女:好可爱的样子",Can't you swim?,T'es trop mignon !,unique
MAIN:0x03DD98,MAIN,0x03DD98,dialogue_19_19,10,"
游泳女:是吗?太可惜了...",Torpedoed!,Ah bon ? Dommage...,unique
MAIN:0x03DDA3,MAIN,0x03DDA3,dialogue_19_19,23,"
游泳男:我比你长的帅!",Are you on vacationtoo?,Je suis plus beau que toi !,unique
MAIN:0x03DDBB,MAIN,0x03DDBB,dialogue_19_19,16,"
游泳男:原来你长的比我还帅啊!",No mercy at all!,"En fait,
t'es le plus beau !",unique
MAIN:0x03DDCC,MAIN,0x03DDCC,dialogue_19_19,28,"
游泳男:大海是所有生命的源泉",Check out my buff  physique!,La mer est la source de toute vie.,unique
MAIN:0x03DDE9,MAIN,0x03DDE9,dialogue_19_19,34,"
游泳男:我明白了!你说的都是对的",I should buff my   Pok@mon up too!,"J'ai compris !
Tu avais raison.",unique
MAIN:0x03DE0C,MAIN,0x03DE0C,dialogue_19_19,24,"
游泳女:你要去哪里?",I rode my Pok@mon  here!,Où vas-tu ?,unique
MAIN:0x03DE25,MAIN,0x03DE25,dialogue_19_19,6,"
游泳女:你去哪里我管不着...",Oh no!,Va où tu veux. Ça m'est égal.,unique
MAIN:0x03DE2C,MAIN,0x03DE2C,dialogue_19_19,29,"
游泳女:不要盯着人家看!",My boyfriend gave  me pearls!,Cesse de me fixer !,unique
MAIN:0x03DE4A,MAIN,0x03DE4A,dialogue_19_19,28,"
游泳女:请随便看",They grew inside a Cloyster!,"Vas-y, regarde tant que tu veux.",unique
MAIN:0x03DE67,MAIN,0x03DE67,dialogue_19_19,35,"
游泳女:你想干什么?",I'm swimming to    Cinnabar Island!,Que veux-tu ?,unique
MAIN:0x03DE8B,MAIN,0x03DE8B,dialogue_19_19,19,"
游泳女:想干什么都可以啦",I'm so disappointed,"Finalement, fais comme tu veux.",unique
MAIN:0x03DE9F,MAIN,0x03DE9F,dialogue_19_19,31,"
游泳男:和我一起玩吧!",Cinnabar has a lab for Pok@mon.,On joue ensemble ?,unique
MAIN:0x03DEBF,MAIN,0x03DEBF,dialogue_19_19,31,"
游泳男:对不起,我知道你很忙",Cinnabar is a volc-anic island!,Désolé... Je sais que tu es occupé.,unique
MAIN:0x03DEDF,MAIN,0x03DEDF,dialogue_19_19,45,"
博士:我一直都在研究珍贵的化石你有不错的化石吗?","Hi,I study Pok@mon!You have a fossil  for me?",Salut ! J'étudie les fossiles rares. T'aurais un fossile pour moi ?,unique
MAIN:0x03DF0D,MAIN,0x03DF0D,raw,109,,"000<BAAB><B2EB>:<B3E9><B3EA>!<B0D8><B0D8><B0C5><B6F1><B0F8><B1C2>,<B0B8><B1C2><B3F2><B3C7><B0C3><B7D7><B9CD><B0BC><B0F0><B7CD><B6F1><B0F8><B1C2>!<B0EE><BAB5><B7AB><B1C2><B0CE><B1F9><B2E5><B0BC>...<B0E7><B0F8>!<B0EE><B6CE><B0C1><B0DE><B0CE><B0EC><B2E5><B0F8>!<B2AB><B0C4><B0C5><B0EE><B0BA><B1B4><B0D7>?",Salut ! Je suis scientifique. J'étudie les fossiles de Pokémon rares. Tu en as un pour moi ?,non_aligne
MAIN:0x03DF7B,MAIN,0x03DF7B,,11,,<0A><B2C1><B0DB><B1BE><B2DF><B0BD>,Dommage !,non_aligne
MAIN:0x03DF87,MAIN,0x03DF87,dialogue_19_19,56,"
博士:啊?这个是古代菊石兽的化石!!如果使用我的再生机器一定可以让他复活!!把化石交给我吧",Oh! That's a Helix Fossil! It is a    fossil of Omanyte!,"Fossile Nautile !
Celui d'Amonita !
Je le ressusciterai
avec ma machine.
Confie-le-moi !",unique
MAIN:0x03DFC0,MAIN,0x03DFC0,dialogue_19_19,55,"
再生机器再生出菊石兽",My Resurrection    machine will give  Omanyte new life!,Amonita revit !,unique
MAIN:0x03DFF8,MAIN,0x03DFF8,dialogue_19_19,12,"
得到菊石兽",Got Omanyte!,Amonita reçu !,unique
MAIN:0x03E005,MAIN,0x03E005,dialogue_19_19,56,"
博士:啊?这个是古代化石盔的化石!!如果使用我的再生机器一定可以让他复活!!把化石交给我吧",Oh! That's a Dome  Fossil! It is a    fossil of Kabuto! ,"Fossile Dôme !
Il contient Kabuto.
Je le ressusciterai
avec ma machine.
Confie-le-moi !",unique
MAIN:0x03E03E,MAIN,0x03E03E,dialogue_19_19,55,"
再生机器再生出化石盔",My Resurrection    machine will give  Kabuto new life! ,"Ma machine va
réanimer Kabuto !",unique
MAIN:0x03E076,MAIN,0x03E076,dialogue_19_19,11,"
得到化石盔",Got Kabuto!,Kabuto reçu !,unique
MAIN:0x03E082,MAIN,0x03E082,dialogue_19_19,12,"
小偷:这种地方没想到还有人",Who're you!?,Je me croyais seul.,unique
MAIN:0x03E08F,MAIN,0x03E08F,dialogue_19_19,25,"
小偷:我知道错了...",I don't know about a key!,J'avais tort...,unique
MAIN:0x03E0A9,MAIN,0x03E0A9,dialogue_19_19,29,"
研究员:这个研究所被火山给毁了",My Mentor used to  live here.,Le volcan a détruit ce laboratoire.,unique
MAIN:0x03E0C7,MAIN,0x03E0C7,dialogue_19_19,45,"
研究员:这里面应该有珍稀的精灵...",He discovered a NewPok@mon and named  it Mew.,Il doit encore y avoir des Pokémon rares ici...,unique
MAIN:0x03E0F5,MAIN,0x03E0F5,dialogue_19_19,37,"
研究员:你来干什么",We used Mew's DNA  to create a clone!,Tu fais quoi ici ?,unique
MAIN:0x03E11B,MAIN,0x03E11B,dialogue_19_19,35,"
研究员:请随便参观","We named the new   Pok@mon, Mewtwo.",Visite librement.,unique
MAIN:0x03E13F,MAIN,0x03E13F,dialogue_19_19,70,"
研究员:真不小心...",Mewtwo is far too  powerful.We failed to curb its vicioustendencies...,Quelle imprudence !,unique
MAIN:0x03E186,MAIN,0x03E186,dialogue_19_19,19,"
小偷:糟了!被发现了",This place is huge!,"Zut !
Tu m'as trouvé !",unique
MAIN:0x03E19A,MAIN,0x03E19A,dialogue_19_19,32,"
小偷:放过我吧",I wonder where my  partner went.,Épargne-moi !,unique
MAIN:0x03E1BB,MAIN,0x03E1BB,dialogue_19_19,68,"
裁判:未来的冠军!热情的阿桂是炎系的行家",Yo Champ! Blaine isa fire Pok@mon pro!Douse his spirits  with water!,"Salut !
Champion en herbe !
Auguste maîtrise
les Pokémon Feu !",unique
MAIN:0x03E200,MAIN,0x03E200,dialogue_19_19,50,"
研究员:反正就是喜欢炎系的精灵!",I'll tell you how  to get to Blaine ifyou beat me!,"Les Pokémon Feu,
j'adore ça !",unique
MAIN:0x03E233,MAIN,0x03E233,dialogue_19_19,37,"
研究员:烧起来了...",These computers    operate the doors.,Je brûle...,unique
MAIN:0x03E259,MAIN,0x03E259,dialogue_19_19,32,"
研究员:火系是最强的!!","I'll win, I have   studied hard!","Le type Feu est
le plus fort !",unique
MAIN:0x03E27A,MAIN,0x03E27A,dialogue_19_19,17,"
研究员:还需要多做点研究...",Waah! My Studies!,"J'ai encore tant
à étudier...",unique
MAIN:0x03E28C,MAIN,0x03E28C,dialogue_19_19,32,"
研究员:能过我这关吗?",I just like using  fire Pok@mon!,Tu crois pouvoir passer ?,unique
MAIN:0x03E2AD,MAIN,0x03E2AD,dialogue_19_19,18,"
研究员:哈哈你可以过去了",Too hot to handle!,Ha ha ! Tu peux passer.,unique
MAIN:0x03E2C0,MAIN,0x03E2C0,dialogue_19_19,25,"
研究员:你知道精灵喜欢什么吗?",Fire's weak againstwater!,"Chacun a ses goûts.
Tu les connais ?",unique
MAIN:0x03E2DA,MAIN,0x03E2DA,dialogue_19_19,15,"
研究员:怎么会...",Fire melts ice!,Comment est-ce possible...,unique
MAIN:0x03E2EA,MAIN,0x03E2EA,dialogue_19_19,29,"
小偷:去过许多道馆这个道馆最适合偷了",I know why Blaine'sa trainer!,"J'ai vu beaucoup
d'Arènes. Celle-ci
est parfaite
pour un vol !",unique
MAIN:0x03E308,MAIN,0x03E308,dialogue_19_19,62,"
小偷:好热",A fiery bird helpedBlaine off a mount-ain when he was    lost!,Quelle chaleur !,unique
MAIN:0x03E347,MAIN,0x03E347,dialogue_19_19,30,"
小偷:以前我是小偷,如今金盆洗手了",This is my favoritegym of all!,J'étais voleur. J'ai changé de vie.,unique
MAIN:0x03E366,MAIN,0x03E366,dialogue_19_19,15,"
小偷:哈哈你可以过去了",Yowza! Too hot!,Ha ha ! Tu peux passer.,unique
