stable_key,record_type,dialogue_id,category,layout,speaker,source_offset_or_pointer,chinese_text,english_2015,french_v2_gloss,english_v2,official_reference_class,reference_disposition,reference_url,reference_revision,changed_during_official_reference_pass,english_before_reference_pass,reference_reason,compression,compression_justification,fidelity_comment,alignment_confidence,source_resolution,ai_review_status,human_review_status,human_reviewer,human_review_notes
MAIN:0x03B8D8,MAIN,D0621,In-game dialogue,dialogue_19_19,,0x03B8D8,女孩:你真的没有偷看吗?最近有很多这种人哦!,I didn't have my best Pok@mon!,Tu ne matais pas ? Les voyeurs sont partout !,You weren't peeking? Many people like you come here!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores subjects in both clauses. Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03B8F9,MAIN,D0622,In-game dialogue,dialogue_19_19,,0x03B8F9,"迷你裙:喂,虫系和火系的精灵别带到这里来!",Aren't you the peeping Tom?,Pas de Pokémon Insecte ou Feu ici !,Don't bring Bug- or Fire-type Pokémon here!,Pokémon Yellow,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,No,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses grammatical compound type modifiers. Omits the contextual one-speaker label 'LASS', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03B919,MAIN,D0623,In-game dialogue,dialogue_19_19,,0x03B919,迷你裙:就是它!,"Sorry, we get a lotof gawkers.",C'est ça !,That's it!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly restores the Lass's brief emphatic confirmation.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03B938,MAIN,D0624,In-game dialogue,dialogue_19_19,,0x03B938,女孩:欢迎来到彩虹道场!不要以为这里都是女孩子就大意了喔!,Don't bring fire orbug Pok@mon in here,"Bienvenue à l'Arène
de Céladopole !
Ne sous-estime pas
les filles !",Welcome to Celadon Gym! Don't underrate us girls!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Preserves the Celadon Gym welcome and the warning not to underestimate its all-girl roster. The compact wording retains those source facts.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03B95F,MAIN,D0625,In-game dialogue,dialogue_19_19,,0x03B95F,女孩:还蛮行的!,Oh! You!,Pas mal !,Not bad!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Restores the girl's concise acknowledgment that the player performed well. The compact wording retains those source facts.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03B968,MAIN,D0626,In-game dialogue,dialogue_19_19,,0x03B968,大姐姐:你的兴趣是?,Nice to meet you.,Qu'aimes-tu faire ?,What's your hobby?,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Translates the source question precisely. Omits the contextual one-speaker label 'WOMAN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03B97A,MAIN,D0627,In-game dialogue,dialogue_19_19,,0x03B97A,大姐姐:下个礼拜要相亲...,I have a blind datesoon.,J'ai un rendez-vous arrangé la semaine prochaine...,I have a blind date next week...,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject and verb. Omits the contextual one-speaker label 'WOMAN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03B993,MAIN,D0628,In-game dialogue,dialogue_19_19,ERIKA,0x03B993,"佳丽亚:今天天气真好!欢迎光临我是彩虹道场的佳丽亚!兴趣是插花哎呀!讨厌,你是来比赛的吗?我是不会输的!","Hello, I am Erika, leader of this gym.You wish to battle me? Very well, but I shall not lose.","ERIKA : Quel beau
temps ! Bienvenue
dans mon Arène.
J'aime les fleurs.
Tu veux combattre ?
Je ne perdrai pas !","ERIKA: What lovely weather! Welcome to Celadon Gym. I'm Erika, and I enjoy flower arranging. Oh! You're here for a battle? How annoying! I won't lose!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Preserves Erika's weather greeting, welcome and introduction, flower-arranging hobby, surprised annoyance, battle question, and confidence. The compact wording retains those source facts. Full-text review: Uses complete official-scene clauses without dropping the source hobby or reaction.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03B9F1,MAIN,D0629,In-game dialogue,dialogue_19_19,ERIKA,0x03B9F1,"佳丽亚:真是强啊!这个彩虹徽章就奉送给您吧,有了这个徽章就能使用怪力术了!",I concede defeat.I confer to you the Rainbow badge. You can use the HM Strength outside ofbattle.,ERIKA : Bravo ! Voici le Badge Prisme. Il permet d'utiliser Force !,ERIKA: You're very strong! Please take the Rainbow Badge. It lets you use Strength!,Red/Blue/Yellow shared,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Yes,ERIKA: Strong! This Rainbow Badge lets you use Strength! Take it!,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology. Full-text review: Restores the compliment's subject and a natural award formula.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BA58,MAIN,D0630,In-game dialogue,dialogue_19_19,,0x03BA58,阿姨:我是从枯叶市来的,My sister's so im- mature! She drives me nuts!,Je viens de Carmin sur Mer.,I'm from Vermilion City.,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly restores the woman's origin in Vermilion City; the 2015 sister complaint is unrelated.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BA87,MAIN,D0631,In-game dialogue,dialogue_19_19,,0x03BA87,大叔:宠物精灵之笛之所以可以叫醒睡着的宠物精灵是因为它可以发出人听不到的特殊声音,I road uphill on Cycling Road from Fuchsia!,"La Poké Flûte
émet un son spécial
inaudible à l'homme
qui réveille
un Pokémon endormi.",The Poké Flute makes a special sound people can't hear. It wakes sleeping Pokémon.,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Splits an overloaded semicolon into two natural source-faithful sentences. Omits the contextual one-speaker label 'MAN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BAB6,MAIN,D0632,In-game dialogue,dialogue_19_19,BEIBEI,0x03BAB6,"蓓蓓:没有我不知道的事,就连电玩里的世界也一样!这只依布就送给你吧!","I'm looking for a good home for my Eevee, would you like him?","BEIBEI : Je sais tout, jeux vidéo compris ! Cet Évoli est pour toi !","BEIBEI: I know everything, even the world inside games! This Eevee is yours!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Compressed directly against the Chinese source. Preserves Beibei's cameo, claim to know even the video-game world, and explicit gift of Eevee. Full-text review: Replaces the unidiomatic 'I know all' while preserving the creator cameo.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BAF9,MAIN,D0633,In-game dialogue,dialogue_19_19,,0x03BAF9,啊?在海报的后面有秘密按钮!按按看吧!,There's a switch! Let's push it.,Oh ? Un bouton secret derrière l'affiche ! Essayons !,Hey! A switch behind the poster!? Let's push it!,Red/Blue/Yellow shared,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Yes,Huh? Secret button behind the poster! Push it!,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BB1B,MAIN,D0634,In-game dialogue,dialogue_19_19,,0x03BB1B,火箭队:你是什么人?如何进到这里来的?,You broke into our operation?,"T'es qui ? Comment
t'es entré ici ?",Who are you? How'd you get in?,Pokémon Yellow,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,No,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BB39,MAIN,D0635,In-game dialogue,dialogue_19_19,,0x03BB39,火箭队:可恶...你竟然小看我们火箭队!,You won't get away with this!,"Tu sous-estimes
la Team Rocket ?!",You dared underestimate us!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Corrected against the Chinese source: the Rocket member accuses the player of underestimating Team Rocket, not mocking it.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BB57,MAIN,D0636,In-game dialogue,dialogue_19_19,TEAM ROCKET,0x03BB57,火箭队:悄悄潜入火箭队的是什么家伙?,Who are you? How'd you get here!?,TEAM ROCKET : Qui ose s'infiltrer ici ?,Who are you? How did you get here?,Red/Blue/Yellow shared,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Yes,ROCKET: Who dares infiltrate us?,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BB79,MAIN,D0637,In-game dialogue,dialogue_19_19,,0x03BB79,火箭队:混蛋别想轻松的向前进!,Oww! Beaten!,"Pas si vite !
Tu ne passeras pas.",Punk! You won't get far!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Restores the insult and threat to prevent the player from advancing easily.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BB86,MAIN,D0638,In-game dialogue,dialogue_19_19,,0x03BB86,火箭队:老大说过使用精灵眼镜可看到平时看不到的幽灵...,Do you really thinkyou can reach our Boss?,"Le chef dit qu'un
Scope Sylphe révèle
les fantômes.",Boss says Silph Scope reveals unseen ghosts...,Pokémon Yellow,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,No,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BBB2,MAIN,D0639,In-game dialogue,dialogue_19_19,,0x03BBB2,火箭队:你太嚣张了!!,I surrender!,Tu te crois tout permis ?!,You're too cocky!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Directly restores the accusation of arrogance instead of the unrelated 2015 surrender.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BBBF,MAIN,D0640,In-game dialogue,dialogue_19_19,,0x03BBBF,火箭队:你到这里的目的是什么,This won't do!,Tu viens faire quoi ici ?,Why are you here?,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Directly preserves the question about the player's purpose in coming here.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BBCE,MAIN,D0641,In-game dialogue,dialogue_19_19,,0x03BBCE,"火箭队:我明白了,请走好",I'll talk! Take theelevator to see my Boss!,D'accord. Tu peux y aller.,I see. Farewell.,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Keeps the Rocket member's acknowledgment and polite permission to continue without adding the 2015 elevator instruction.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BBFA,MAIN,D0642,In-game dialogue,dialogue_19_19,TEAM ROCKET,0x03BBFA,火箭队:发现侵入者!,Intruder alert!,TEAM ROCKET : Intrus repéré !,Intruder alert!,Red/Blue/Yellow shared,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Yes,ROCKET: Intruder!,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BC0A,MAIN,D0643,In-game dialogue,dialogue_19_19,TEAM ROCKET,0x03BC0A,火箭队:在找精灵眼镜吗?我不知道,I don't know where the Silph Scope is!,"TEAM ROCKET :
Le Scope Sylphe ?
Je ne sais rien !",Silph Scope? I don't know where it is!,Red/Blue/Yellow shared,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Yes,ROCKET: Silph Scope? No idea.,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BC31,MAIN,D0644,In-game dialogue,dialogue_19_19,,0x03BC31,火箭队:跟火箭队作对没有前途的!,We heard you were coming!,Défier la Team Rocket est inutile !,"If you oppose Team Rocket, you'll get nowhere!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the complete source conditional. Omits the contextual one-speaker label 'ROCKET', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BC4C,MAIN,D0645,In-game dialogue,dialogue_19_19,,0x03BC4C,火箭队:精灵眼镜不就是老大在南晶开发部中偷的东西!,What? I lost?,Le Boss a dérobé ce Scope à Nanjing Tech !,Boss stole Silph Scope from Nanjing Tech!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Compressed directly against the Chinese source. Preserves the stolen Silph Scope, the Boss's responsibility, and the creator reference to Nanjing Tech.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BC5A,MAIN,D0646,In-game dialogue,dialogue_19_19,,0x03BC5A,大姐头:来的正好!,Stop meddling in our affairs!,Tu tombes à pic !,Just in time!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Preserves the female Rocket speaker's statement that the player arrived at exactly the right time.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BC7A,MAIN,D0647,In-game dialogue,dialogue_19_19,,0x03BC7A,火箭队:有胆就尽管去找我们老大!!,The Silph Scope's here somwhere.,"Tu as du cran ?
Va donc trouver
notre Boss !","If you've got the nerve, go find our Boss!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the conditional clause. Omits the contextual one-speaker label 'ROCKET', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BC9C,MAIN,D0648,In-game dialogue,dialogue_19_19,,0x03BC9C,火箭队:真的不知道!,"No, Why..?","Je ne sais rien, moi !",I really don't know!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Directly preserves the emphatic denial of knowledge.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BCA7,MAIN,D0649,In-game dialogue,dialogue_19_19,,0x03BCA7,"营业员:您是我们这里新开店的一百位幸运顾客,本店特别送您一支矿泉水做纪念!!",Hi! Would you care for some lemonade? It'll quench your thirst!,100e client ! Eau Fraîche offerte !,You're customer 100 at our new store! Take Fresh Water as a souvenir!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Compressed directly against the Chinese source. Preserves the new store, exact 100th-customer milestone, luck, free mineral water, and commemorative purpose, using the official item name Fresh Water.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BCE8,MAIN,D0650,In-game dialogue,dialogue_19_19,,0x03BCE8,得到矿泉水,Got Lemonade!,Eau Fraîche reçue !,Got Fresh Water!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Drops only the optional English determiner in the acquisition formula, reducing this entry from 25 to 16 formatted bytes; the exact item Fresh Water remains explicit.",Compressed directly against the Chinese source. Restores the mineral-water acquisition under its matching official English item name Fresh Water; the 2015 Lemonade is incorrect.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BCF6,MAIN,D0651,In-game dialogue,dialogue_19_19,XIAOHONG,0x03BCF6,"小红:我是绘图师,画你的人就是我喔!",My friend and I aretrading Pok@mon!,"XIAOHONG : C'est moi, la graphiste qui t'a dessiné !",XIAOHONG: I'm the artist; I drew you!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 51 to 38 formatted bytes while retaining every Chinese-source detail named in the fidelity comment.","Compressed directly against the Chinese source. Preserves Xiaohong's creator cameo, role as the artist, and claim to have drawn the player character.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BD1A,MAIN,D0652,In-game dialogue,dialogue_19_19,KAMEIYU,0x03BD1A,卡美优:我是写剧本的...比卡丘很可爱吧!,Caught Pok@mon are given ID numbers.,"KAMEIYU : Le scénario, c'est moi ! Pikachu est mignon, non ?","KAMEIYU: I wrote the script... Pikachu is cute, right?",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compressed directly against the Chinese source. Preserves Kameiyu's creator cameo as scriptwriter and his question about Pikachu's cuteness. Full-text review: Uses a complete creator-credit sentence.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BD3F,MAIN,D0653,In-game dialogue,dialogue_19_19,WEI CUNFU,0x03BD3F,"魏村夫:我吗?我是程序师,多多关照!",My buddy's sending me her Kangaskhan!,WEI CUNFU : Je suis le programmeur. Enchanté !,WEI CUNFU: I'm the programmer. Nice to meet you!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Compressed directly against the Chinese source. Preserves Wei Cunfu's name, creator cameo, programmer role, and friendly introduction. Full-text review: Replaces the vague greeting with the source's polite introduction.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BD65,MAIN,D0654,In-game dialogue,dialogue_19_19,BOSS,0x03BD65,"BOSS:哎呀!我是BOSS!要集全所有的宠物精灵很难,不过好好加油吧!如果全部集全的话就去告诉卡美优吧!",I heard you can seeghosts using Silph Co.'s Silph Scope!,"BOSS : La tâche est
rude : les attraper
tous ! Courage !
Une fois ta quête
achevée, préviens
Kameiyu.","I'm BOSS! It's hard to catch all Pokémon. Keep trying, then tell Kameiyu!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Compressed directly against the Chinese source. Preserves the BOSS cameo, difficulty of collecting every Pokémon, encouragement, completion condition, and instruction to report to Kameiyu.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BD9E,MAIN,D0655,In-game dialogue,dialogue_19_19,,0x03BD9E,修女:......,Urrg...Awaa...graa,...,...,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Keeps the Nun silent instead of replacing the ellipsis with the 2015 growls.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BDB1,MAIN,D0656,In-game dialogue,dialogue_19_19,,0x03BDB1,修女:啊?我做了什么?对不起!被邪恶的力量附身而暴乱...,Huh?What am I doing,"Qu'ai-je fait ?
Pardon... J'étais
possédée !",What did I do? Sorry! I was possessed by an evil force...,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Replaces a semicolon fragment with a natural possession statement. Omits the contextual one-speaker label 'NUN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BDC5,MAIN,D0657,In-game dialogue,dialogue_19_19,,0x03BDC5,火箭队:我什么都不知道!,"Are you lost, brat?",Je ne sais rien !,I know nothing!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Directly restores the Rocket member's denial instead of the unrelated 2015 taunt.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BDDA,MAIN,,Ordinary text,,,0x03BDDA,"蓓蓓:没有我不知道的事,就连电玩里的世界也一样!这只依布就送给你吧!",Why...?,Hein..?,BEIBEI,Not identified as a Gen I scene,n/a,,,No,,,yes,Unreachable duplicate shadow with a fixed seven-byte cell; the complete source meaning is preserved at the live owner MAIN:0x03BAB6.,"This unreachable seven-byte shadow cell keeps Beibei's identity; live pointer 0x03AF42 is owned by MAIN:0x03BAB6, which carries the full reviewed knowledge-and-Eevee dialogue.",medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x03BDE2,MAIN,D0658,In-game dialogue,dialogue_19_19,GIOVANNI,0x03BDE2,"老大:哈哈!你真有办法能到这里!这是将世界上的宠物用来交易的火箭队总部,我就是火箭队的老大,我的名字叫沙奇!!想反抗我只有自讨苦吃","So,I must say, I amimpressed you got here!","GIOVANNI : Ha ha !
Bien joué.
Je dirige ce QG
de trafic Pokémon.
Tu vas le payer !","GIOVANNI: Ha! You made it here! This is Team Rocket HQ, where we trade Pokémon worldwide. I'm Boss Giovanni! Resist me, and you'll suffer!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Compressed directly against the Chinese source. Uses Giovanni as the official English identity of Sakaki while preserving his praise, worldwide Pokémon trafficking HQ, leadership, self-introduction, and threat. Full-text review: Restores complete clauses in Giovanni's NJ046-specific headquarters speech.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BE0E,MAIN,D0659,In-game dialogue,dialogue_19_19,XIAO LI,0x03BE0E,"小李:被你发现了...我的事千万不要告诉任何人,这个给你拜托了!","Are you taking the gym challenge too? Here, this'll be helpful!","XIAO LI : Tu m'as trouvé... Garde ça secret. Tiens, prends ça !",XIAO LI: You found me... Tell no one. Please take this!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 75 to 55 formatted bytes while retaining every Chinese-source detail named in the fidelity comment.","Compressed directly against the Chinese source. Preserves Xiao Li's cameo, discovery, plea for secrecy, and offered item.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BE50,MAIN,D0660,In-game dialogue,dialogue_19_19,HM02,0x03BE50,得到特技02飞天,Got HM 02 Fly,CS02 : Vol reçue !,Got HM02: FLY!,Red/Blue/Yellow shared,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,No,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,no,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03BE5E,MAIN,D0661,In-game dialogue,dialogue_19_19,JAMES,0x03BE5E,火箭队:好大的胆子还敢到这里来捣乱!!,"Jesse: Aha! I smella little brat! James:Hold it rightthere, brat! Our Boss is over here! Meowth: You better not disturb him!","JAMES : Cette fois, tu vas prendre cher !",JAMES: How dare you come here and cause trouble again!,Pokémon Yellow,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Yes,JAMES: How dare you cause trouble here!,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology. Full-text review: Removes an unsupported Boss-meeting claim and translates the Chinese Rocket threat.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
