surface,stable_key,domain,source_text,previous_english,reviewed_english,status,review_class,reason,encoded_length,layout
catalogue,MAIN:0x03CBBB,dialogue,电气团:在这里我的精灵难碰敌手,ROCKER: My Pokémon rule here!,My Pokémon rule here!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'ROCKER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",24,dialogue_19_19
catalogue,MAIN:0x03CBD9,dialogue,电气团:居然栽跟头了...,ROCKER: I actually lost...,I actually lost...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'ROCKER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",18,dialogue_19_19
catalogue,MAIN:0x03CBF5,dialogue,侦察员:我什么要求都没有,SCOUT: No demands.,I don't want anything from you.,corrected,natural_english+contextual_label_omission,"Turns a noun fragment into the complete contextual statement. Omits the contextual one-speaker label 'SCOUT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",37,dialogue_19_19
catalogue,MAIN:0x03CC09,dialogue,侦察员:我不是可疑的人哪,SCOUT: Not suspicious!,I'm not suspicious!,corrected,natural_english+contextual_label_omission,"Restores the omitted subject. Omits the contextual one-speaker label 'SCOUT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",19,dialogue_19_19
catalogue,MAIN:0x03CC2E,dialogue,女孩:随便的人走开,"GIRL: Strangers, go!","Get lost, stranger!",corrected,natural_english+contextual_label_omission,"Replaces the unnatural plural imperative with a direct source dismissal. Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",19,dialogue_19_19
catalogue,MAIN:0x03CC54,dialogue,"女孩:对不起,误会你了","GIRL: Sorry, a mix-up.",Sorry. I mistook you for someone else.,corrected,natural_english+contextual_label_omission,"Explains the source misunderstanding in natural English. Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",43,dialogue_19_19
catalogue,MAIN:0x03CC68,dialogue,捉鸟人:速度才是一切,BIRD KPR: Speed is all!,Speed is all!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",13,dialogue_19_19
catalogue,MAIN:0x03CC88,dialogue,捉鸟人:失败了我的想法也不变!,BIRD KPR: Defeat changes nothing!,Defeat changes nothing!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",27,dialogue_19_19
catalogue,MAIN:0x03CCA0,dialogue,大姐姐:你的样子让我的口水都流出来了,BEAUTY: You make me drool.,You make me drool.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BEAUTY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",18,dialogue_19_19
catalogue,MAIN:0x03CCB8,dialogue,大姐姐:我知错了...,BEAUTY: I was wrong...,I was wrong...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BEAUTY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",14,dialogue_19_19
catalogue,MAIN:0x03CCCA,dialogue,"大姐姐:你说什么,我没有魅力吗?",BEAUTY: What? I'm not charming?,What? I'm not charming?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BEAUTY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",28,dialogue_19_19
catalogue,MAIN:0x03CCE8,dialogue,大姐姐:你说的是对的,BEAUTY: Right.,You're right.,corrected,natural_english+contextual_label_omission,"Restores the omitted subject and copula. Omits the contextual one-speaker label 'BEAUTY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",13,dialogue_19_19
catalogue,MAIN:0x03CCF5,dialogue,女孩:又是你!!,GIRL: You again!!,You again!!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",11,dialogue_19_19
catalogue,MAIN:0x03CD0E,dialogue,女孩:我们还真有缘啊,GIRL: Fate reunites us.,Fate reunites us.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",17,dialogue_19_19
catalogue,MAIN:0x03CD22,dialogue,女孩:别在我眼前走来走去,GIRL: Stop pacing before me.,Stop pacing before me.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",22,dialogue_19_19
catalogue,MAIN:0x03CD39,dialogue,女孩:我不该欺人太甚,GIRL: Too harsh on you.,I was too hard on you.,corrected,natural_english+contextual_label_omission,"Restores the omitted subject and source regret. Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",23,dialogue_19_19
catalogue,MAIN:0x03CD4C,dialogue,捉鸟人:我是鸟类训练专家,BIRD KPR: Expert bird trainer.,I specialize in bird Pokémon.,corrected,natural_english+contextual_label_omission,"Uses a natural statement of the speaker's specialty and full class label. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",32,dialogue_19_19
catalogue,MAIN:0x03CD6D,dialogue,捉鸟人:你的精灵的确比我强,BIRD KPR: Yours are stronger.,Yours are stronger.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",19,dialogue_19_19
catalogue,MAIN:0x03CD81,dialogue,捉鸟人:别以为打败了我大哥我就服你!!,BIRD KPR: Beat my big brother? I won't yield!,Don't think beating my big brother will make me submit!,corrected,natural_english+contextual_label_omission,"Restores the source warning as a complete sentence. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",53,dialogue_19_19
catalogue,MAIN:0x03CD9C,dialogue,捉鸟人:我无话可说了,BIRD KPR: Nothing to say.,I have nothing to say.,corrected,natural_english+contextual_label_omission,"Restores the omitted subject and verb. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",23,dialogue_19_19
catalogue,MAIN:0x03CDA6,dialogue,暴走族:你喜欢速度吗?一起来吧,BIKER: Like speed? Join me!,Like speed? Join me!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIKER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",22,dialogue_19_19
catalogue,MAIN:0x03CDBD,dialogue,暴走族:不该强人所难的,BIKER: Shouldn't have forced you.,I shouldn't have pushed you.,corrected,natural_english+contextual_label_omission,"Restores the omitted subject and idiomatic verb. Omits the contextual one-speaker label 'BIKER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",30,dialogue_19_19
catalogue,MAIN:0x03CDC7,dialogue,捉鸟人:飞吧!我的精灵!!,"BIRD KPR: Fly, my Pokémon!","Fly, my Pokémon!",corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",16,dialogue_19_19
catalogue,MAIN:0x03CDE9,dialogue,捉鸟人:什么都完了...,BIRD KPR: All is lost...,All is lost...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",14,dialogue_19_19
catalogue,MAIN:0x03CDFD,dialogue,捉鸟人:你去过狩猎区吗,BIRD KPR: Been to Safari Zone?,Have you been to the Safari Zone?,corrected,natural_english+contextual_label_omission,"Restores the auxiliary and article. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",35,dialogue_19_19
catalogue,MAIN:0x03CE16,dialogue,捉鸟人:那里有很多珍贵的精灵...,BIRD KPR: Many rare Pokémon there...,There are many rare Pokémon there...,corrected,natural_english+contextual_label_omission,"Restores the existential construction. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",35,dialogue_19_19
catalogue,MAIN:0x03CE1E,dialogue,大婶婶:鸟类精灵是虫系精灵的克星!,AUNTIE: Flying beats Bug!,Flying beats Bug!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'AUNTIE', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",17,dialogue_19_19
catalogue,MAIN:0x03CE3B,dialogue,大婶婶:原来你懂这个道理啊,AUNTIE: So you knew!,So you knew!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'AUNTIE', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",12,dialogue_19_19
catalogue,MAIN:0x03CE4F,dialogue,捉鸟人:你得罪我了,BIRD KPR: You offended me.,You offended me.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",16,dialogue_19_19
catalogue,MAIN:0x03CE69,dialogue,捉鸟人:没事...,BIRD KPR: It's fine...,It's fine...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",12,dialogue_19_19
catalogue,MAIN:0x03CE78,dialogue,大姐姐:好可爱的样子哦,BEAUTY: So cute!,So cute!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BEAUTY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",8,dialogue_19_19
catalogue,MAIN:0x03D088,dialogue,捉鸟人:那里有很多珍贵的精灵...,BIRD KEEPER: There are many rare Pokémon there...,There are many rare Pokémon there...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",35,dialogue_19_19
catalogue,MAIN:0x03D0A7,dialogue,"大姐姐:不要走吧,陪姐姐我说说话嘛",BEAUTY: Stay! Chat with me.,Don't go! Stay and chat with me.,corrected,natural_english+contextual_label_omission,"Restores both complete imperatives. Omits the contextual one-speaker label 'BEAUTY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",32,dialogue_19_19
catalogue,MAIN:0x03D0C2,dialogue,暴走族:老子要教训你,BIKER: Time for a lesson!,Time for a lesson!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIKER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",18,dialogue_19_19
catalogue,MAIN:0x03D0D3,dialogue,暴走族:我最喜欢有实力的人!,BIKER: I love the strong!,I like strong people!,corrected,natural_english+contextual_label_omission,"Uses natural English for the source preference. Omits the contextual one-speaker label 'BIKER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",26,dialogue_19_19
catalogue,MAIN:0x03D0E3,dialogue,捉鸟人:我有只珍贵的精灵,BIRD KPR: I own a rare Pokémon.,I own a rare Pokémon.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",27,dialogue_19_19
catalogue,MAIN:0x03D0FB,dialogue,捉鸟人:怎么样?不错吧...,"BIRD KPR: Well? Nice, right...?","Well? Nice, isn't it?",corrected,natural_english+contextual_label_omission,"Repairs the malformed tag punctuation. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",22,dialogue_19_19
catalogue,MAIN:0x03D10F,dialogue,女孩:请多关照,GIRL: Nice to meet you!,Nice to meet you!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",17,dialogue_19_19
catalogue,MAIN:0x03D11F,dialogue,女孩:输的心服口服,GIRL: I yield!,I yield!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",8,dialogue_19_19
catalogue,MAIN:0x03D12B,dialogue,"女孩:糟了,你碰了我一下!",GIRL: Oh! You touched me!,Oh! You touched me!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",19,dialogue_19_19
catalogue,MAIN:0x03D13F,dialogue,女孩:要是怀孕了怎么办...,GIRL: What if I'm pregnant...?,What if I'm pregnant...?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",31,dialogue_19_19
catalogue,MAIN:0x03D157,dialogue,暴走族:偶看你不惯!,BIKER: Can't stand you!,Can't stand you!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIKER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",16,dialogue_19_19
catalogue,MAIN:0x03D16B,dialogue,捉鸟人:拥有连续攻击能力的我你没有胜算,BIRD KPR: My attack barrage leaves no chance!,My attack barrage leaves you no chance!,corrected,natural_english+contextual_label_omission,"Restores the missing object. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",45,dialogue_19_19
catalogue,MAIN:0x03D191,dialogue,捉鸟人:又说大话了,BIRD KPR: Boasting again...,I boasted again...,corrected,natural_english+contextual_label_omission,"Restores the omitted subject. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",18,dialogue_19_19
catalogue,MAIN:0x03D1A4,dialogue,"暴走族:现在看惯了,没事",BIKER: Used to your face now. Fine.,Used to your face now. Fine.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIKER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",29,dialogue_19_19
catalogue,MAIN:0x03D1AF,dialogue,暴走族:看你的样子一定不像好人!!,BIKER: You don't look decent!,You look like trouble!,corrected,natural_english+contextual_label_omission,"Uses an idiomatic rendering of the source suspicion. Omits the contextual one-speaker label 'BIKER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",27,dialogue_19_19
catalogue,MAIN:0x03D1C3,dialogue,暴走族:你应该很讲义气吧!,"BIKER: Loyal, aren't you?","Loyal, aren't you?",corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIKER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",18,dialogue_19_19
catalogue,MAIN:0x03D1CF,dialogue,大姐姐:你是我第五十二任男朋友,BEAUTY: You're my 52nd boyfriend.,You're my 52nd boyfriend.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BEAUTY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",29,dialogue_19_19
catalogue,MAIN:0x03D1F5,dialogue,"大姐姐:算了,放过你吧...","BEAUTY: Fine, you can go...","Fine, you can go...",corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BEAUTY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",19,dialogue_19_19
catalogue,MAIN:0x03D20F,dialogue,捉鸟人:明白我的力量还不滚,BIRD KPR: Know my power? Get lost!,You've seen my power. Now get lost!,corrected,natural_english+contextual_label_omission,"Restores tense and sequence. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",43,dialogue_19_19
catalogue,MAIN:0x03D22A,dialogue,"捉鸟人:请您慢走,哈哈",BIRD KPR: Safe travels. Ha ha!,Safe travels. Ha ha!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",22,dialogue_19_19
catalogue,MAIN:0x03D23B,dialogue,女孩:谁叫你这么看人家的?,GIRL: Why stare like that?,Why stare like that?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",24,dialogue_19_19
catalogue,MAIN:0x03D24B,dialogue,女孩:可惜我有男朋友了...,GIRL: Too bad. I have a boyfriend.,Too bad. I have a boyfriend.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",29,dialogue_19_19
catalogue,MAIN:0x03D25A,dialogue,捉鸟人:我是专业捉鸟人,BIRD KPR: Pro bird catcher.,I raise bird Pokémon for a living.,corrected,natural_english+contextual_label_omission,"Restores the subject and expresses the profession naturally. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",45,dialogue_19_19
catalogue,MAIN:0x03D276,dialogue,捉鸟人:今年我要参加精灵联盟大赛啊,BIRD KPR: Entering Pokémon League this year!,I'm entering the Pokémon League this year!,corrected,natural_english+contextual_label_omission,"Restores the subject and article. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",43,dialogue_19_19
catalogue,MAIN:0x03D292,dialogue,裁判:浅红道馆是栋有机关的房子.用眼睛是看不到墙的,GUIDE: Fuchsia Gym has invisible walls! Watch for gaps!,Fuchsia Gym has invisible walls! Watch for gaps!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GUIDE', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",53,dialogue_19_19
catalogue,MAIN:0x03D2DD,dialogue,忍者:这里不是你能来的!,NINJA: You can't come here!,You can't come here!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",24,dialogue_19_19
catalogue,MAIN:0x03D2EE,dialogue,忍者:你的忍术很厉害!,NINJA: Fine ninjutsu!,Your ninjutsu is impressive!,corrected,natural_english+contextual_label_omission,"Turns a noun phrase into a complete compliment. Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",30,dialogue_19_19
catalogue,MAIN:0x03D2FD,dialogue,忍者:光只是力量强是没用的!你知道吗?最强的是技术!!,NINJA: Strength alone fails! You know? Technique is best!,Strength alone fails! Technique matters most!,corrected,natural_english+contextual_label_omission,"Replaces the unidiomatic phrase 'Technique is best'. Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",51,dialogue_19_19
catalogue,MAIN:0x03D31C,dialogue,忍者:看来你已明白了,NINJA: Now you understand.,Now you understand.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",19,dialogue_19_19
catalogue,MAIN:0x03D341,dialogue,"忍者:这个道馆的首领很厉害,你最好小心",NINJA: This Gym Leader is strong. Take care.,This Gym Leader is strong. Take care.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",37,dialogue_19_19
catalogue,MAIN:0x03D35D,dialogue,忍者:看来是我多心了...,NINJA: I worried too much...,I worried too much...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",26,dialogue_19_19
catalogue,MAIN:0x03D37C,dialogue,忍者:你看来很有自信啊!,NINJA: So confident!,So confident!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",13,dialogue_19_19
catalogue,MAIN:0x03D39A,dialogue,忍者:我很久没这么认真了,NINJA: Not this serious in ages.,I haven't fought this seriously in ages.,corrected,natural_english+contextual_label_omission,"Restores the subject, verb, and natural time expression. Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",43,dialogue_19_19
catalogue,MAIN:0x03D3B7,dialogue,忍者:看你能过我这关吗?,NINJA: Can you pass me?,Let's see if you can get past me!,corrected,natural_english+contextual_label_omission,"Uses the idiomatic challenge. Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",35,dialogue_19_19
catalogue,MAIN:0x03D3C9,dialogue,忍者:你过关了...,NINJA: You passed...,You passed...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",13,dialogue_19_19
catalogue,MAIN:0x03D3D8,dialogue,忍者:我对忍者充满幻想才进入这个浅红道馆的,NINJA: Ninja dreams led me to Fuchsia Gym.,Ninja dreams led me to Fuchsia Gym.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",34,dialogue_19_19
catalogue,MAIN:0x03D406,dialogue,忍者:你的确很强大,NINJA: Truly strong.,You truly are strong.,corrected,natural_english+contextual_label_omission,"Restores the omitted subject and copula. Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",26,dialogue_19_19
catalogue,MAIN:0x03D41F,dialogue,乔:你这种小子就想向我挑战?自讨苦吃!!中了毒就只有死路一条!!让你知道毒的艺术!!,KOGA: A kid challenges me? Fool! Poison kills! Witness its art!,KOGA: A kid challenges me? Fool! Poison kills! Witness its art!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",73,dialogue_19_19
catalogue,MAIN:0x03D453,dialogue,"乔:你小子有一套,那么这个浅红徽章就交给你了,有了浅红徽章就能在大海中使用冲浪术了!","KOGA: Good, kid! Take the Soul Badge to use Surf at sea!","KOGA: Good, kid! Take the Soul Badge to use Surf at sea!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",57,dialogue_19_19
catalogue,MAIN:0x03D49D,dialogue,"服务员:欢迎来到狩猎场!在这广大的狩猎广场有很多特有的宠物精灵,一次500元!要进去吗?",ATTENDANT: Welcome to the Safari Zone! Catch its unique Pokémon for $500. Join the hunt?,Welcome to the Safari Zone! Catch its unique Pokémon for $500. Join the hunt?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'ATTENDANT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",81,dialogue_19_19
catalogue,MAIN:0x03D4EF,dialogue,是嘛!那下次再来啊!,I see! Next time!,I see. Come again!,corrected,natural_english,Uses a natural Safari refusal farewell.,18,dialogue_19_19
catalogue,MAIN:0x03D4FB,dialogue,那么请进收您500元!祝您好运!!,That'll be $500. Good luck!,That'll be $500. Good luck!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",29,dialogue_19_19
catalogue,MAIN:0x03D50C,dialogue,"男孩:这里是最深处平时都没有人会来,我就送件礼物给你吧!",BOY: You reached the deepest area! You win a prize!,You reached the deepest area! You win a prize!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BOY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",50,dialogue_19_19
catalogue,MAIN:0x03D539,dialogue,得到特技03冲浪术,Got HM03: SURF!,Got HM03: SURF!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x03D543,dialogue,"男孩:特技03是冲浪术,你可以坐在宠物精灵身上通过水面!而且这个技能机器是用后也不会消失的!能拿到这么好的奖品你还真是幸运!",BOY: HM03 is Surf! Ride Pokémon across water. This HM is reusable. Lucky you!,HM03 is Surf! Ride Pokémon across water. This HM is reusable. Lucky you!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BOY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",80,dialogue_19_19
catalogue,MAIN:0x03D582,dialogue,得到金牙,Got Gold Teeth!,Got Gold Teeth!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x03D58E,dialogue,园长:哎呀我的金牙不知道到哪里去了...不会掉到狩猎区去了吧...,WARDEN: Gold Teeth gone... Did I drop them in Safari Zone?,My Gold Teeth are gone... Did I drop them in the Safari Zone?,corrected,natural_english+contextual_label_omission,"Restores the possessive subject, verb, and article. Omits the contextual one-speaker label 'WARDEN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",62,dialogue_19_19
catalogue,MAIN:0x03D5B0,dialogue,"园长:那个是我的金牙!!抱歉真是谢谢你的帮助!不要对任何人说哦,我的假牙丢了连办公室都不敢去露脸呢!为了谢谢你给你个好东西!","WARDEN: My Gold Teeth! Sorry, and thanks! Don't tell: I lost my dentures and was too ashamed to face the office. Here's a reward!","My Gold Teeth! Thank you, and sorry for the trouble! Don't tell anyone, but I lost my dentures and was too embarrassed to show my face at the office. Take this reward!",corrected,natural_english+contextual_label_omission,"Uses complete natural clauses while preserving the secret and reward. Omits the contextual one-speaker label 'WARDEN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",178,dialogue_19_19
catalogue,MAIN:0x03D61A,dialogue,得到秘传04怪力术,Got HM04: STRENGTH!,Got HM04: STRENGTH!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",19,dialogue_19_19
catalogue,MAIN:0x03D624,dialogue,"园长:秘传04是怪力术,能推开挡路的大石头!!",WARDEN: HM04 is Strength! It moves boulders blocking the way!,HM04 is Strength! It moves boulders blocking the way!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'WARDEN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",55,dialogue_19_19
catalogue,MAIN:0x03D64A,dialogue,游泳女:不要愁眉苦脸的,SWIM GIRL: Don't frown.,Don't frown.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",12,dialogue_19_19
catalogue,MAIN:0x03D65B,dialogue,游泳女:和我约会吧,SWIM GIRL: Date me!,Go out with me!,corrected,natural_english+contextual_label_omission,"Uses the natural English dating invitation and the official common Gen I Swimmer class. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",15,dialogue_19_19
catalogue,MAIN:0x03D667,dialogue,游泳男:没见过的面孔,SWIM BOY: New face here.,I haven't seen you around.,corrected,natural_english+contextual_label_omission,"Replaces a noun fragment with a natural recognition line. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",26,dialogue_19_19
catalogue,MAIN:0x03D683,dialogue,游泳男:你是我见过最强的训练师,SWIM BOY: Strongest Trainer I've seen!,You're the strongest Trainer I've seen!,corrected,natural_english+contextual_label_omission,"Restores the subject and copula. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",48,dialogue_19_19
catalogue,MAIN:0x03D692,dialogue,游泳女:再看我揍你!,SWIM GIRL: Stare again; I'll hit!,Stare again and I'll hit you!,corrected,natural_english+contextual_label_omission,"Replaces a semicolon compression with the source conditional and uses the official common Gen I Swimmer class. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",32,dialogue_19_19
catalogue,MAIN:0x03D6A4,dialogue,游泳女:我不敢了!,SWIM GIRL: Won't again!,I won't do it again!,corrected,natural_english+contextual_label_omission,"Restores the omitted subject and object and uses the official common Gen I Swimmer class. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",25,dialogue_19_19
catalogue,MAIN:0x03D6B5,dialogue,游泳男:哈哈哈...,SWIM BOY: Ha ha ha...,Ha ha ha...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",11,dialogue_19_19
catalogue,MAIN:0x03D6CF,dialogue,游泳男:没什么,SWIM BOY: Nothing.,It's nothing.,corrected,natural_english+contextual_label_omission,"Restores the omitted subject and copula. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",13,dialogue_19_19
