stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,script_line,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,french_v2_gloss,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,encoded_length,source_capacity_bytes,compression,compression_justification,fidelity_comment,secondary_french_provenance,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x03D276,MAIN,1666,D0794,In-game dialogue,0x03D276,2965,0x03CEC0,0x03CEC0,dialogue_19_19,,1747,0x03D319,捉鸟人:今年我要参加精灵联盟大赛啊,ascii,I trade with my friends.,Je vais à la Ligue cette année !,I'm entering the Pokémon League this year!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,43,27,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the subject and article. Omits the contextual one-speaker label 'BIRD KEEPER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D292,MAIN,1667,D0795,In-game dialogue,0x03D292,2979,0x03CEC6,0x03CEC6,dialogue_19_19,,1750,0x03D370,裁判:浅红道馆是栋有机关的房子.用眼睛是看不到墙的,ascii,Yo Champ! This GYM has invisible wallsYou have to find the gaps in them.,"Hé, Champion !
Ici, les murs
sont invisibles !
Repère les trous !",Fuchsia Gym has invisible walls! Watch for gaps!,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,53,74,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,adapted from official French R/B/Y dialogue,,,,
MAIN:0x03D2DD,MAIN,1668,D0796,In-game dialogue,0x03D2DD,2984,0x03CEC8,0x03CEC8,dialogue_19_19,,1751,0x03D3A2,忍者:这里不是你能来的!,ascii,Strategy is key!,"Tu n'as rien
à faire ici !",You can't come here!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,24,16,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; naturally preserves the ninja's warning that this is not a place the player is permitted to enter.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D2EE,MAIN,1669,D0797,In-game dialogue,0x03D2EE,2985,0x03CECA,0x03CECA,dialogue_19_19,,1752,0x03D3BA,忍者:你的忍术很厉害!,ascii,Good strategy!,"Belle technique
de ninja !",Your ninjutsu is impressive!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,30,14,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Turns a noun phrase into a complete compliment. Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D2FD,MAIN,1670,D0798,In-game dialogue,0x03D2FD,2986,0x03CECC,0x03CECC,dialogue_19_19,,1753,0x03D3D0,忍者:光只是力量强是没用的!你知道吗?最强的是技术!!,ascii,Can you beat my techniques?,"La force brute ?
Ça ne suffit pas !
La technique,
voilà le secret !",Strength alone fails! Technique matters most!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,51,30,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Replaces the unidiomatic phrase 'Technique is best'. Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D31C,MAIN,1671,D0799,In-game dialogue,0x03D31C,2991,0x03CECE,0x03CECE,dialogue_19_19,,1754,0x03D403,忍者:看来你已明白了,ascii,I like poison and sleep techniques.,"Apparemment,
t'as compris.",Now you understand.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,36,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; keeps the ninja's conclusion that the player now understands the lesson about technique.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D341,MAIN,1672,D0800,In-game dialogue,0x03D341,2998,0x03CEDC,0x03CEDC,dialogue_19_19,,1761,0x03D4B1,"忍者:这个道馆的首领很厉害,你最好小心",ascii,I joined to become a ninja!,Le Champion de cette Arène est fort. Sois prudent.,This Gym Leader is strong. Take care.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,37,27,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; preserves the warning about the strength of this Gym's Leader and the advice to take care.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D35D,MAIN,1673,D0801,In-game dialogue,0x03D35D,2999,0x03CEDE,0x03CEDE,dialogue_19_19,,1762,0x03D4D7,忍者:看来是我多心了...,ascii,I'll keep training under Koga!,Je me suis inquiété pour rien...,I worried too much...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,26,30,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly conveys the ninja's realization that his concern was unnecessary.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D37C,MAIN,1674,D0802,In-game dialogue,0x03D37C,3004,0x03CED8,0x03CED8,dialogue_19_19,,1759,0x03D480,忍者:你看来很有自信啊!,ascii,I study the way of the Ninja!,"Tu as l'air
sûr de toi !",So confident!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,13,29,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; faithfully preserves the ninja's observation of the player's confidence.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D39A,MAIN,1675,D0803,In-game dialogue,0x03D39A,3005,0x03CEDA,0x03CEDA,dialogue_19_19,,1760,0x03D498,忍者:我很久没这么认真了,ascii,I still have a lot to learn.,"Enfin un combat
sérieux !
Depuis le temps !",I haven't fought this seriously in ages.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,43,28,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the subject, verb, and natural time expression. Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D3B7,MAIN,1676,D0804,In-game dialogue,0x03D3B7,3012,0x03CED4,0x03CED4,dialogue_19_19,,1757,0x03D456,忍者:看你能过我这关吗?,ascii,Stop right there!,"Voyons si tu peux
passer !",Let's see if you can get past me!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,35,17,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses the idiomatic challenge. Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D3C9,MAIN,1677,D0805,In-game dialogue,0x03D3C9,3017,0x03CED6,0x03CED6,dialogue_19_19,,1758,0x03D46E,忍者:你过关了...,ascii,I'm impressed!,Tu as réussi...,You passed...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,13,14,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly acknowledges that the player successfully passed the ninja's test.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D3D8,MAIN,1678,D0806,In-game dialogue,0x03D3D8,3022,0x03CED0,0x03CED0,dialogue_19_19,,1755,0x03D418,忍者:我对忍者充满幻想才进入这个浅红道馆的,ascii,Master Koga comes from a long line ofninjas!,"Je rêvais de devenir ninja, alors j'ai rejoint cette Arène.",Ninja dreams led me to Fuchsia Gym.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,34,45,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; preserves the speaker's fascination with ninjas as the reason for joining the specifically named Fuchsia Gym.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D406,MAIN,1679,D0807,In-game dialogue,0x03D406,3025,0x03CED2,0x03CED2,dialogue_19_19,,1756,0x03D443,忍者:你的确很强大,ascii,What do you descendfrom?,T'es très fort !,You truly are strong.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,26,24,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject and copula. Omits the contextual one-speaker label 'NINJA', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D41F,MAIN,1680,D0808,In-game dialogue,0x03D41F,3027,0x03CEE0,0x03CEE0,dialogue_19_19,KOGA,1763,0x03D4EF,乔:你这种小子就想向我挑战?自讨苦吃!!中了毒就只有死路一条!!让你知道毒的艺术!!,ascii,I shall show you true terror as a ninja master!,"KOGA : Un gamin
ose me défier ?
Le poison tue.
Découvre son art !",KOGA: A kid challenges me? Fool! Poison kills! Witness its art!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,73,51,yes,"Removed redundant English connective wording and tightened syntax for ROM space; uses Koga's matching official identity and preserves his contempt for the young challenger, lethal poison threat, and promise to demonstrate poison's art.","Compact direct rendering from Chinese; uses Koga's matching official identity and preserves his contempt for the young challenger, lethal poison threat, and promise to demonstrate poison's art.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D453,MAIN,1681,D0809,In-game dialogue,0x03D453,3035,0x03CEE2,0x03CEE2,dialogue_19_19,KOGA,1764,0x03D53D,"乔:你小子有一套,那么这个浅红徽章就交给你了,有了浅红徽章就能在大海中使用冲浪术了!",ascii,The Soulbadge lets you use Surf out- side of battle. Congratulations.,KOGA : Bien joué ! Prends le Badge Âme. Tu peux utiliser Surf hors combat !,"KOGA: Good, kid! Take the Soul Badge to use Surf at sea!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,57,73,yes,"Removed redundant English connective wording and tightened syntax for ROM space; maps the Fuchsia-colored Gym Badge to its matching official Soul Badge identity and preserves Koga's praise, award, and permission to use Surf at sea.","Compact direct rendering from Chinese; maps the Fuchsia-colored Gym Badge to its matching official Soul Badge identity and preserves Koga's praise, award, and permission to use Surf at sea.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D49D,MAIN,1682,D0810,In-game dialogue,0x03D49D,3045,0x03CEE4,0x03CEE4,dialogue_19_19,,1765,0x03D58F,"服务员:欢迎来到狩猎场!在这广大的狩猎广场有很多特有的宠物精灵,一次500元!要进去吗?",ascii,"Welcome to the Safari Zone! For $500,you can catch all the Pok@mon youwant!","Bienvenue au Parc
Safari ! Ici vivent
des Pokémon rares.
Entrée : 500 $.
Ça te dit ?",Welcome to the Safari Zone! Catch its unique Pokémon for $500. Join the hunt?,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,81,81,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,adapted from official French R/B/Y dialogue,,,,
MAIN:0x03D4EF,MAIN,1683,D0811,In-game dialogue,0x03D4EF,3056,0x03CEE6,0x03CEE6,dialogue_19_19,,1766,0x03D5E1,是嘛!那下次再来啊!,ascii,Come again!,À la prochaine !,I see. Come again!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,18,11,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compact direct rendering from Chinese; keeps the declined-entry branch's acknowledgment and invitation to return another time. Full-text review: Uses a natural Safari refusal farewell.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D4FB,MAIN,1684,D0812,In-game dialogue,0x03D4FB,3061,0x03CEE8,0x03CEE8,dialogue_19_19,,1767,0x03D5F5,那么请进收您500元!祝您好运!!,ascii,That'll be $500!,"Ça fera 500 $.
Bonne chance !",That'll be $500. Good luck!,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,29,16,no,,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.,adapted from official French R/B/Y dialogue,,,,
MAIN:0x03D50C,MAIN,1685,D0813,In-game dialogue,0x03D50C,3066,0x03CEEA,0x03CEEA,dialogue_19_19,,1768,0x03D613,"男孩:这里是最深处平时都没有人会来,我就送件礼物给你吧!",ascii,Congratulations!Youfound the Secret House!,"Tu as trouvé
la Cabane Secrète !
Voici ton prix !",You reached the deepest area! You win a prize!,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,50,44,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,adapted from official French R/B/Y dialogue,,,,
MAIN:0x03D539,MAIN,1686,D0814,In-game dialogue,0x03D539,3075,0x03CEEC,0x03CEEC,dialogue_19_19,,1769,0x03D64A,得到特技03冲浪术,ascii,Got HM03!,CS03 obtenue !,Got HM03: SURF!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,15,9,no,,Preserves acquisition of the explicitly named Surf technique and uses the matching official English machine label HM03.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D543,MAIN,1687,D0815,In-game dialogue,0x03D543,3076,0x03CEEE,0x03CEEE,dialogue_19_19,HM03,1770,0x03D65C,"男孩:特技03是冲浪术,你可以坐在宠物精灵身上通过水面!而且这个技能机器是用后也不会消失的!能拿到这么好的奖品你还真是幸运!",ascii,HM03 is Surf! Pok@-mon can carry you across water using Surf!,"CS03 : Surf !
Un Pokémon te porte
sur l'eau.
Elle ne s'use pas !",HM03 is Surf! Ride Pokémon across water. This HM is reusable. Lucky you!,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,80,62,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,adapted from official French R/B/Y dialogue,,,,
MAIN:0x03D582,MAIN,1688,D0816,In-game dialogue,0x03D582,3088,0x03CEF0,0x03CEF0,dialogue_19_19,,1771,0x03D6D3,得到金牙,ascii,Gold Teeth!,Dent d'Or obtenue !,Got Gold Teeth!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,15,11,yes,Removed redundant English connective wording and tightened syntax for ROM space; faithfully renders receipt of the Gold Teeth with the established official English item name.,Compact direct rendering from Chinese; faithfully renders receipt of the Gold Teeth with the established official English item name.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D58E,MAIN,1689,D0817,In-game dialogue,0x03D58E,3089,0x03CEF2,0x03CEF2,dialogue_19_19,,1772,0x03D6DD,园长:哎呀我的金牙不知道到哪里去了...不会掉到狩猎区去了吧...,ascii,Hif fuff hefifoo! Heff hee fwee!,"Ma Dent d'Or ?
Où est-elle donc ?
Je l'ai peut-être
perdue...
au Parc Safari ?",My Gold Teeth are gone... Did I drop them in the Safari Zone?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,62,33,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the possessive subject, verb, and article. Omits the contextual one-speaker label 'WARDEN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D5B0,MAIN,1690,D0818,In-game dialogue,0x03D5B0,3101,0x03CEF4,0x03CEF4,dialogue_19_19,,1773,0x03D71A,"园长:那个是我的金牙!!抱歉真是谢谢你的帮助!不要对任何人说哦,我的假牙丢了连办公室都不敢去露脸呢!为了谢谢你给你个好东西!",ascii,(Ash gave the teethto the Warden). Thanks kid! No one could understand a word I said. Here take this!,"Mes Dents d'Or !
Merci ! Secret :
sans mon dentier,
j'avais honte
au bureau. Voici
ta récompense !","My Gold Teeth! Thank you, and sorry for the trouble! Don't tell anyone, but I lost my dentures and was too embarrassed to show my face at the office. Take this reward!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,178,105,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses complete natural clauses while preserving the secret and reward. Omits the contextual one-speaker label 'WARDEN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D61A,MAIN,1691,D0819,In-game dialogue,0x03D61A,3124,0x03CEF6,0x03CEF6,dialogue_19_19,,1774,0x03D791,得到秘传04怪力术,ascii,Got HM04!,CS04 obtenue !,Got HM04: STRENGTH!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,9,no,,Preserves acquisition of the explicitly named Strength technique and uses the matching official English machine label HM04.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D624,MAIN,1692,D0820,In-game dialogue,0x03D624,3125,0x03CEF8,0x03CEF8,dialogue_19_19,HM04,1775,0x03D7A3,"园长:秘传04是怪力术,能推开挡路的大石头!!",ascii,Strength lets Pok@-mon move boulders!,"CS04 : Force !
Bouge les rochers !",HM04 is Strength! It moves boulders blocking the way!,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,55,37,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,adapted from official French R/B/Y dialogue,,,,
MAIN:0x03D64A,MAIN,1693,D0821,In-game dialogue,0x03D64A,3138,0x03CFD4,0x03CFD4,dialogue_19_19,,1885,0x03E6A3,游泳女:不要愁眉苦脸的,ascii,I love swimming!,"Allons, ne fais pas cette tête.",Don't frown.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,12,16,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; preserves the female swimmer's advice not to wear a worried or unhappy expression. Full-text review: Normalizes nonstandard speaker abbreviation 'SWIMMER GIRL:' to 'SWIMMER:'.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D65B,MAIN,1694,D0822,In-game dialogue,0x03D65B,3143,0x03CFD6,0x03CFD6,dialogue_19_19,,1886,0x03E6BA,游泳女:和我约会吧,ascii,Belly flop!,Sors avec moi !,Go out with me!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,15,11,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses the natural English dating invitation and the official common Gen I Swimmer class. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D667,MAIN,1695,D0823,In-game dialogue,0x03D667,3144,0x03CFAC,0x03CFAC,dialogue_19_19,,1865,0x03E4C9,游泳男:没见过的面孔,ascii,What's beyond the horizon?,Je ne t'ai jamais vu par ici.,I haven't seen you around.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,26,27,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Replaces a noun fragment with a natural recognition line. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D683,MAIN,1696,D0824,In-game dialogue,0x03D683,3145,0x03CFAE,0x03CFAE,dialogue_19_19,,1866,0x03E4DE,游泳男:你是我见过最强的训练师,ascii,I see islands!,Tu es le meilleur Dresseur que j'aie vu !,You're the strongest Trainer I've seen!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,48,14,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the subject and copula. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D692,MAIN,1697,D0825,In-game dialogue,0x03D692,3150,0x03CFD8,0x03CFD8,dialogue_19_19,,1887,0x03E6CD,游泳女:再看我揍你!,ascii,Swimming's great!,"Encore un regard ?
Je te frappe !",Stare again and I'll hit you!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,32,17,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Replaces a semicolon compression with the source conditional and uses the official common Gen I Swimmer class. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D6A4,MAIN,1698,D0826,In-game dialogue,0x03D6A4,3158,0x03CFDA,0x03CFDA,dialogue_19_19,,1888,0x03E6E1,游泳女:我不敢了!,ascii,Sunburns aren't!,Je ne recommencerai plus !,I won't do it again!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,25,16,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject and object and uses the official common Gen I Swimmer class. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D6B5,MAIN,1699,D0827,In-game dialogue,0x03D6B5,3159,0x03CFB4,0x03CFB4,dialogue_19_19,,1869,0x03E52F,游泳男:哈哈哈...,ascii,"I swam here,but I'mtired.",Ha ha ha...,Ha ha ha...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,11,25,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly retains the male swimmer's three-part laugh. Full-text review: Normalizes nonstandard speaker abbreviation 'SWIM BOY:' to 'SWIMMER:'.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D6CF,MAIN,1700,D0828,In-game dialogue,0x03D6CF,3160,0x03CFB6,0x03CFB6,dialogue_19_19,,1870,0x03E541,游泳男:没什么,ascii,I'm exhausted...,Ce n'est rien.,It's nothing.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,13,16,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject and copula. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D6E0,MAIN,1701,D0829,In-game dialogue,0x03D6E0,3161,0x03CFB0,0x03CFB0,dialogue_19_19,,1867,0x03E4FD,游泳男:说什么也不能让你过去,ascii,These waters are treacherous!,Tu ne passeras pas.,You won't pass!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,15,31,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; preserves the male swimmer's absolute refusal to allow the player through. Full-text review: Normalizes nonstandard speaker abbreviation 'SWIM BOY:' to 'SWIMMER:'.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D700,MAIN,1702,D0830,In-game dialogue,0x03D700,3162,0x03CFB2,0x03CFB2,dialogue_19_19,,1868,0x03E51A,游泳男:和你开玩笑的,ascii,I got a cramp!,Je plaisantais !,I was kidding!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,14,14,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Turns a gerund fragment into a sentence. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D70F,MAIN,1703,D0831,In-game dialogue,0x03D70F,3163,0x03CFB8,0x03CFB8,dialogue_19_19,,1871,0x03E550,游泳男:你惹火了我!,ascii,I look at the sea to forget.,Tu m'as vraiment énervé !,You angered me!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,15,29,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly preserves the male swimmer's statement that the player angered him. Full-text review: Normalizes nonstandard speaker abbreviation 'SWIM BOY:' to 'SWIMMER:'.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D72D,MAIN,1704,D0832,In-game dialogue,0x03D72D,5880,0x03CFBA,0x03CFBA,dialogue_19_19,,1872,0x03E564,游泳男:我的火灭了...,ascii,Ooh!,Ma flamme est éteinte...,My fire has gone out...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,25,4,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses the natural idiom for the extinguished flame. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
